[2026-05-12 10:27:39] PAMAP2 class 1 (sitting) start T=0.8
[2026-05-12 10:27:39]   1989 windows
[2026-05-12 10:28:02] #0001/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 17:40:12] #1154/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.990 conf=0.550 gap=0.200
[2026-05-12 17:40:34] #1155/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 17:40:53] #1156/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.316 conf=0.930 gap=0.880
[2026-05-12 17:41:18] #1157/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 17:41:38] #1158/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 17:41:47] #1159/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.205 conf=0.550 gap=0.300
[2026-05-12 17:42:02] #1160/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:42:02]   [1160/1989] acc=838/1160=72% filt=1089
[2026-05-12 17:42:22] #1161/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.143 conf=0.620 gap=0.470
[2026-05-12 17:42:43] #1162/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.775 conf=0.680 gap=0.400
[2026-05-12 17:42:54] #1163/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.104 conf=0.550 gap=0.250
[2026-05-12 17:43:23] #1164/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:43:35] #1165/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.143 conf=0.550 gap=0.300
[2026-05-12 17:43:54] #1166/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 17:44:08] #1167/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.205 conf=0.550 gap=0.300
[2026-05-12 17:44:17] #1168/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 17:44:29] #1169/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 17:44:47] #1170/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.598 conf=0.850 gap=0.780
[2026-05-12 17:45:09] #1171/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 17:45:27] #1172/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:45:39] #1173/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 17:46:05] #1174/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:46:16] #1175/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 17:46:36] #1176/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 17:46:48] #1177/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.909 conf=0.570 gap=0.200
[2026-05-12 17:47:06] #1178/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:47:28] #1179/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:47:46] #1180/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 17:47:46]   [1180/1989] acc=852/1180=72% filt=1109
[2026-05-12 17:47:59] #1181/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.163 conf=0.500 gap=0.150
[2026-05-12 17:48:21] #1182/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 17:48:36] #1183/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:48:57] #1184/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 17:49:21] #1185/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:49:46] #1186/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 17:49:59] #1187/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 17:50:08] #1188/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.135 conf=0.550 gap=0.300
[2026-05-12 17:50:21] #1189/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 17:50:35] #1190/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 17:50:52] #1191/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 17:51:12] #1192/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 17:51:32] #1193/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 17:51:38] #1194/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=1.238 conf=0.500 gap=0.200
[2026-05-12 17:52:06] #1195/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 17:52:21] #1196/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 17:52:35] #1197/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 17:52:55] #1198/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.521 conf=0.870 gap=0.790
[2026-05-12 17:53:20] #1199/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.659 conf=0.820 gap=0.740
[2026-05-12 17:53:38] #1200/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 17:53:38]   [1200/1989] acc=865/1200=72% filt=1127
[2026-05-12 17:53:49] #1201/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.144 conf=0.500 gap=0.150
[2026-05-12 17:54:10] #1202/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.743 conf=0.800 gap=0.700
[2026-05-12 17:54:21] #1203/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.033 conf=0.650 gap=0.500
[2026-05-12 17:54:33] #1204/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 17:54:49] #1205/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.775 conf=0.680 gap=0.400
[2026-05-12 17:55:13] #1206/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.907 conf=0.720 gap=0.570
[2026-05-12 17:55:23] #1207/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 17:55:44] #1208/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 17:56:09] #1209/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 17:56:30] #1210/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.707 conf=0.800 gap=0.680
[2026-05-12 17:56:54] #1211/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 17:57:12] #1212/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.075 conf=0.650 gap=0.500
[2026-05-12 17:57:34] #1213/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.521 conf=0.870 gap=0.790
[2026-05-12 17:58:07] #1214/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 17:58:19] #1215/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.940 conf=0.480 gap=0.030
[2026-05-12 17:58:38] #1216/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.766 conf=0.750 gap=0.570
[2026-05-12 17:59:02] #1217/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:59:25] #1218/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 17:59:47] #1219/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.675 conf=0.820 gap=0.740
[2026-05-12 18:00:06] #1220/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 18:00:06]   [1220/1989] acc=880/1220=72% filt=1145
[2026-05-12 18:00:28] #1221/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 18:00:40] #1222/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.261 conf=0.550 gap=0.350
[2026-05-12 18:01:10] #1223/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.501 conf=0.880 gap=0.810
[2026-05-12 18:01:31] #1224/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 18:01:59] #1225/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 18:02:08] #1226/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.319 conf=0.450 gap=0.200
[2026-05-12 18:02:47] #1227/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.816 conf=0.650 gap=0.350
[2026-05-12 18:02:57] #1228/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.235 conf=0.550 gap=0.350
[2026-05-12 18:03:10] #1229/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.839 conf=0.650 gap=0.350
[2026-05-12 18:03:30] #1230/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 18:03:42] #1231/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.794 conf=0.750 gap=0.600
[2026-05-12 18:04:06] #1232/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 18:04:20] #1233/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.125 conf=0.450 gap=0.100
[2026-05-12 18:04:34] #1234/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 18:04:54] #1235/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.594 conf=0.820 gap=0.680
[2026-05-12 18:05:12] #1236/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 18:05:23] #1237/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.227 conf=0.550 gap=0.350
[2026-05-12 18:05:42] #1238/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:05:59] #1239/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.406 conf=0.910 gap=0.860
[2026-05-12 18:06:11] #1240/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 18:06:11]   [1240/1989] acc=895/1240=72% filt=1163
[2026-05-12 18:06:22] #1241/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 18:06:48] #1242/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 18:07:02] #1243/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.443 conf=0.450 gap=0.300
[2026-05-12 18:07:19] #1244/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:07:29] #1245/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.622 conf=0.850 gap=0.800
[2026-05-12 18:07:48] #1246/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=1.001 conf=0.600 gap=0.300
[2026-05-12 18:08:08] #1247/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.624 conf=0.850 gap=0.800
[2026-05-12 18:08:41] #1248/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.622 conf=0.850 gap=0.800
[2026-05-12 18:08:46] #1249/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 18:09:02] #1250/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 18:09:42] #1251/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 18:10:05] #1252/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 18:10:43] #1253/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 18:10:54] #1254/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.032 conf=0.600 gap=0.350
[2026-05-12 18:11:06] #1255/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 18:11:29] #1256/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 18:11:55] #1257/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 18:12:09] #1258/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.965 conf=0.650 gap=0.470
[2026-05-12 18:12:20] #1259/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.016 conf=0.650 gap=0.450
[2026-05-12 18:12:38] #1260/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 18:12:38]   [1260/1989] acc=911/1260=72% filt=1182
[2026-05-12 18:12:48] #1261/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.235 conf=0.550 gap=0.350
[2026-05-12 18:13:00] #1262/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 18:13:24] #1263/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.622 conf=0.850 gap=0.800
[2026-05-12 18:13:41] #1264/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 18:14:07] #1265/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 18:14:20] #1266/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 18:14:30] #1267/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.135 conf=0.550 gap=0.300
[2026-05-12 18:14:38] #1268/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.143 conf=0.550 gap=0.300
[2026-05-12 18:14:59] #1269/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 18:15:09] #1270/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 18:15:25] #1271/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:16:08] #1272/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 18:16:20] #1273/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 18:16:30] #1274/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 18:16:41] #1275/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 18:16:50] #1276/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.185 conf=0.550 gap=0.300
[2026-05-12 18:17:01] #1277/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 18:17:21] #1278/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 18:17:32] #1279/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.235 conf=0.550 gap=0.350
[2026-05-12 18:17:45] #1280/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.760 conf=0.720 gap=0.520
[2026-05-12 18:17:45]   [1280/1989] acc=928/1280=72% filt=1202
[2026-05-12 18:18:05] #1281/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 18:18:33] #1282/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.390 conf=0.920 gap=0.900
[2026-05-12 18:18:55] #1283/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.759 conf=0.780 gap=0.660
[2026-05-12 18:19:17] #1284/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.961 conf=0.650 gap=0.400
[2026-05-12 18:19:31] #1285/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.001 conf=0.600 gap=0.300
[2026-05-12 18:19:59] #1286/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.143 conf=0.550 gap=0.300
[2026-05-12 18:20:23] #1287/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 18:20:40] #1288/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 18:21:01] #1289/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 18:21:19] #1290/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 18:21:32] #1291/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 18:21:43] #1292/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.682 conf=0.820 gap=0.720
[2026-05-12 18:21:53] #1293/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.789 conf=0.680 gap=0.400
[2026-05-12 18:22:14] #1294/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 18:22:36] #1295/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.675 conf=0.820 gap=0.740
[2026-05-12 18:23:00] #1296/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 18:23:19] #1297/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 18:23:35] #1298/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.673 conf=0.780 gap=0.600
[2026-05-12 18:23:56] #1299/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:24:14] #1300/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:24:14]   [1300/1989] acc=945/1300=73% filt=1221
[2026-05-12 18:24:41] #1301/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.051 conf=0.650 gap=0.450
[2026-05-12 18:24:50] #1302/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.135 conf=0.550 gap=0.300
[2026-05-12 18:25:08] #1303/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 18:25:18] #1304/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 18:25:29] #1305/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 18:25:47] #1306/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.861 conf=0.750 gap=0.650
[2026-05-12 18:26:11] #1307/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.882 conf=0.750 gap=0.650
[2026-05-12 18:26:32] #1308/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.907 conf=0.720 gap=0.570
[2026-05-12 18:26:52] #1309/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.675 conf=0.820 gap=0.740
[2026-05-12 18:26:54] #1310/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 18:27:15] #1311/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:27:37] #1312/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 18:27:56] #1313/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 18:28:10] #1314/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:28:48] #1315/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 18:29:11] #1316/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 18:29:32] #1317/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 18:29:42] #1318/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 18:29:58] #1319/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 18:30:24] #1320/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 18:30:24]   [1320/1989] acc=956/1320=72% filt=1241
[2026-05-12 18:30:33] #1321/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 18:30:43] #1322/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.016 conf=0.650 gap=0.450
[2026-05-12 18:30:54] #1323/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 18:31:16] #1324/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 18:31:46] #1325/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.860 conf=0.750 gap=0.650
[2026-05-12 18:32:10] #1326/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:32:25] #1327/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.698 conf=0.700 gap=0.420
[2026-05-12 18:32:36] #1328/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.156 conf=0.450 gap=0.050
[2026-05-12 18:33:03] #1329/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 18:33:13] #1330/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 18:33:25] #1331/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.861 conf=0.750 gap=0.650
[2026-05-12 18:33:44] #1332/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 18:33:52] #1333/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.990 conf=0.550 gap=0.200
[2026-05-12 18:34:05] #1334/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 18:34:17] #1335/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 18:34:37] #1336/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 18:34:46] #1337/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.175 conf=0.600 gap=0.450
[2026-05-12 18:35:05] #1338/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 18:35:14] #1339/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.704 conf=0.820 gap=0.740
[2026-05-12 18:35:32] #1340/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 18:35:32]   [1340/1989] acc=973/1340=73% filt=1258
[2026-05-12 18:35:43] #1341/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 18:36:03] #1342/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.764 conf=0.800 gap=0.720
[2026-05-12 18:36:16] #1343/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 18:36:30] #1344/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.896 conf=0.700 gap=0.500
[2026-05-12 18:36:50] #1345/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 18:37:07] #1346/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 18:37:32] #1347/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.613 conf=0.850 gap=0.780
[2026-05-12 18:37:51] #1348/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 18:38:07] #1349/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 18:38:27] #1350/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 18:38:39] #1351/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.135 conf=0.550 gap=0.300
[2026-05-12 18:38:49] #1352/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 18:39:06] #1353/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.609 conf=0.840 gap=0.760
