[2026-05-11 11:05:41] #0002/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:17:21] #1610/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:17:57] #1611/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.102 | conf=0.600 | gap=0.350
[2026-05-12 02:20:24] #1614/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.150 | conf=0.650 | gap=0.470
[2026-05-12 02:20:50] #1615/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-12 02:21:22] #1616/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 02:24:10] #1619/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 02:24:28] #1620/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-12 02:24:45] #1621/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.140 | conf=0.700 | gap=0.630
[2026-05-12 02:25:05] #1622/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-12 02:26:57] #1624/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 02:29:09] #1626/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 02:29:28] #1627/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.608 | conf=0.450 | gap=0.300
[2026-05-12 02:30:53] #1629/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:31:13] #1630/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.777 | conf=0.350 | gap=0.200
[2026-05-12 02:31:34] #1631/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-12 02:31:47] #1632/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:32:11] #1633/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:32:36] #1634/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:32:53] #1635/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-12 02:33:26] #1636/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.233 | conf=0.950 | gap=0.925
[2026-05-12 02:34:02] #1637/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 02:35:37] #1639/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 02:36:36] #1640/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 02:36:54] #1641/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-12 02:38:35] #1643/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.029 | conf=0.600 | gap=0.300
[2026-05-12 02:40:06] #1645/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-12 02:40:45] #1646/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 02:41:14] #1647/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 02:42:33] #1649/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-12 02:42:47] #1650/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 02:43:03] #1651/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-12 02:43:54] #1652/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:46:10] #1655/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.469 | conf=0.450 | gap=0.150
[2026-05-12 02:46:44] #1656/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 02:48:55] #1658/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 02:49:24] #1659/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-12 02:51:28] #1661/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 02:54:06] #1664/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:54:23] #1665/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.619 | conf=0.860 | gap=0.810
[2026-05-12 02:55:07] #1667/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 02:55:20] #1668/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-12 02:55:35] #1669/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 02:56:48] #1671/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 02:59:13] #1674/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 03:01:16] #1677/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 03:02:57] #1680/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-12 03:05:04] #1683/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 03:05:44] #1684/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.577 | conf=0.880 | gap=0.850
[2026-05-12 03:06:03] #1685/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.228 | conf=0.600 | gap=0.400
[2026-05-12 03:07:24] #1687/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:08:25] #1689/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-12 03:08:46] #1690/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 03:09:43] #1691/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-12 03:10:40] #1692/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.679 | conf=0.850 | gap=0.800
[2026-05-12 03:11:50] #1693/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 03:12:48] #1694/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:13:42] #1695/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.800 | gap=0.700
[2026-05-12 03:14:29] #1696/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 03:15:29] #1697/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 03:16:04] #1698/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 03:18:41] #1700/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-12 03:20:44] #1702/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 03:21:06] #1703/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-12 03:21:43] #1704/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.495 | conf=0.900 | gap=0.870
[2026-05-12 03:22:10] #1705/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-12 03:23:45] #1706/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 03:24:07] #1707/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 03:24:45] #1708/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:26:16] #1711/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 03:27:14] #1712/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 03:27:39] #1713/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 03:28:13] #1714/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:28:49] #1715/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:32:46] #1718/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 03:34:49] #1722/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-12 03:35:56] #1724/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 03:36:16] #1725/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.717 | conf=0.800 | gap=0.720
[2026-05-12 03:36:32] #1726/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.461 | conf=0.550 | gap=0.450
[2026-05-12 03:37:05] #1727/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 03:37:24] #1728/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 03:37:44] #1729/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.905 | conf=0.780 | gap=0.730
[2026-05-12 03:39:24] #1730/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 03:39:38] #1731/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.554 | conf=0.400 | gap=0.150
[2026-05-12 03:40:26] #1732/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 03:41:37] #1734/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 03:44:08] #1736/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 03:45:45] #1738/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 03:47:33] #1741/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:47:54] #1742/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 03:48:50] #1744/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 03:49:40] #1745/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 03:50:10] #1746/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.642 | conf=0.850 | gap=0.800
[2026-05-12 03:50:44] #1747/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.389 | conf=0.900 | gap=0.820
[2026-05-12 03:51:42] #1748/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 03:54:49] #1749/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:57:02] #1752/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-12 03:59:06] #1753/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 03:59:23] #1754/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-12 04:00:11] #1755/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-12 04:01:25] #1757/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 04:02:53] #1758/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:03:30] #1759/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-12 04:05:15] #1762/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.577 | conf=0.880 | gap=0.850
[2026-05-12 04:08:22] #1767/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.713 | conf=0.300 | gap=0.100
[2026-05-12 04:08:40] #1768/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.567 | conf=0.500 | gap=0.400
[2026-05-12 04:08:52] #1769/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 04:09:30] #1770/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 04:10:09] #1771/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 04:12:04] #1772/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.785 | conf=0.820 | gap=0.770
[2026-05-12 04:12:34] #1773/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 04:12:57] #1774/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.472 | conf=0.500 | gap=0.350
[2026-05-12 04:13:44] #1775/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 04:14:11] #1776/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 04:14:33] #1777/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 04:15:45] #1778/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-12 04:16:17] #1779/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 04:19:22] #1783/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.094 | conf=0.500 | gap=0.150
[2026-05-12 04:19:40] #1784/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.626 | conf=0.400 | gap=0.250
[2026-05-12 04:19:59] #1785/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 04:21:57] #1786/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 04:24:27] #1788/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 04:25:28] #1789/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 04:26:20] #1790/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.679 | conf=0.400 | gap=0.200
[2026-05-12 04:26:32] #1791/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:27:15] #1792/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-12 04:27:38] #1793/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-12 04:29:36] #1795/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 04:30:52] #1796/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 04:31:10] #1797/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.635 | conf=0.850 | gap=0.800
[2026-05-12 04:31:30] #1798/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.165 | conf=0.500 | gap=0.250
[2026-05-12 04:32:57] #1801/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 04:33:26] #1802/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 04:33:47] #1803/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.642 | conf=0.450 | gap=0.300
[2026-05-12 04:34:40] #1804/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 04:35:32] #1805/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 04:35:48] #1806/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-12 04:36:12] #1807/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-12 04:38:06] #1809/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 04:39:01] #1810/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.051 | conf=0.700 | gap=0.550
[2026-05-12 04:40:59] #1812/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.886 | conf=0.780 | gap=0.700
[2026-05-12 04:42:07] #1814/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 04:43:24] #1815/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 04:45:08] #1817/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.305 | conf=0.600 | gap=0.500
[2026-05-12 04:45:25] #1818/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 04:45:37] #1819/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 04:47:36] #1822/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 04:48:05] #1823/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-12 04:49:33] #1825/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 04:49:51] #1826/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 04:50:13] #1827/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:51:05] #1829/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.465 | conf=0.550 | gap=0.430
[2026-05-12 04:51:40] #1830/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 04:52:01] #1831/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.526 | conf=0.850 | gap=0.770
[2026-05-12 04:57:50] #1836/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 04:58:41] #1838/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.151 | conf=0.680 | gap=0.580
[2026-05-12 04:59:35] #1839/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.799 | conf=0.825 | gap=0.728
[2026-05-12 04:59:55] #1840/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.466 | conf=0.450 | gap=0.200
[2026-05-12 05:00:33] #1841/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 05:02:11] #1843/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:02:30] #1844/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 05:03:16] #1845/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 05:04:56] #1848/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 05:05:33] #1849/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:07:04] #1850/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 05:07:28] #1851/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.275 | conf=0.550 | gap=0.300
[2026-05-12 05:08:07] #1852/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 05:09:09] #1854/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.722 | conf=0.400 | gap=0.250
[2026-05-12 05:10:07] #1856/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 05:11:42] #1859/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:13:55] #1861/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-12 05:17:17] #1866/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.158 | conf=0.600 | gap=0.400
[2026-05-12 05:18:24] #1868/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 05:18:49] #1869/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 05:20:10] #1871/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.712 | conf=0.820 | gap=0.740
[2026-05-12 05:20:27] #1872/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.653 | conf=0.400 | gap=0.200
[2026-05-12 05:20:50] #1873/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-12 05:23:22] #1877/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 05:25:05] #1879/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 05:25:56] #1880/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.351 | conf=0.920 | gap=0.860
[2026-05-12 05:26:50] #1881/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 05:27:24] #1882/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:27:56] #1883/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-12 05:30:30] #1885/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.646 | conf=0.850 | gap=0.800
[2026-05-12 05:31:10] #1886/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 05:35:27] #1892/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.577 | conf=0.880 | gap=0.850
[2026-05-12 05:36:04] #1893/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.785 | conf=0.820 | gap=0.770
[2026-05-12 05:36:24] #1894/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-12 05:37:50] #1896/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.071 | conf=0.720 | gap=0.640
[2026-05-12 05:39:23] #1898/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 05:39:53] #1899/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
