[2026-05-11 21:52:20] HARTH class 7 (lying) T=0.8
[2026-05-11 21:52:20]   4689 windows
[2026-05-11 21:52:27] #0001/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:40:57] #2310/04689 | true=lying | pred=stand | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 09:41:32] #2311/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:41:57] #2312/04689 | true=lying | pred=stand | ✗ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 09:42:24] #2313/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 09:42:40] #2314/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:42:59] #2315/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:43:20] #2316/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:43:38] #2317/04689 | true=lying | pred=lying | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-12 09:43:44] #2318/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:43:56] #2319/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:44:12] #2320/04689 | true=lying | pred=sit | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 09:44:12]   [2320/4689] acc=41% filt=2243
[2026-05-12 09:44:29] #2321/04689 | true=lying | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 09:44:40] #2322/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:44:55] #2323/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:45:06] #2324/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:45:10] #2325/04689 | true=lying | pred=lying | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 09:45:20] #2326/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:45:38] #2327/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:46:01] #2328/04689 | true=lying | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 09:46:08] #2329/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:46:25] #2330/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:46:38] #2331/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:46:50] #2332/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 09:47:05] #2333/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:47:32] #2334/04689 | true=lying | pred=lying | ✓ | ent=1.236 conf=0.630 gap=0.480
[2026-05-12 09:47:46] #2335/04689 | true=lying | pred=lying | ✓ | ent=1.113 conf=0.700 gap=0.600
[2026-05-12 09:48:09] #2336/04689 | true=lying | pred=stand | ✗ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 09:48:22] #2337/04689 | true=lying | pred=lying | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 09:48:52] #2338/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:49:03] #2339/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:49:28] #2340/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:49:28]   [2340/4689] acc=41% filt=2263
[2026-05-12 09:49:56] #2341/04689 | true=lying | pred=sit | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 09:50:28] #2342/04689 | true=lying | pred=stand | ✗ | ent=0.679 conf=0.850 gap=0.800
[2026-05-12 09:50:45] #2343/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:51:13] #2344/04689 | true=lying | pred=lying | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 09:51:42] #2345/04689 | true=lying | pred=lying | ✓ | ent=0.604 conf=0.800 gap=0.630
[2026-05-12 09:51:55] #2346/04689 | true=lying | pred=stand | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 09:52:07] #2347/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:52:47] #2348/04689 | true=lying | pred=sit | ✗ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 09:53:07] #2349/04689 | true=lying | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 09:53:11] #2350/04689 | true=lying | pred=lying | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 09:53:36] #2351/04689 | true=lying | pred=stand | ✗ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 09:53:50] #2352/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:54:20] #2353/04689 | true=lying | pred=lying | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 09:54:52] #2354/04689 | true=lying | pred=stand | ✗ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 09:55:16] #2355/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:55:30] #2356/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:55:55] #2357/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:56:11] #2358/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:56:27] #2359/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:56:53] #2360/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:56:53]   [2360/4689] acc=41% filt=2283
[2026-05-12 09:57:06] #2361/04689 | true=lying | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 09:57:19] #2362/04689 | true=lying | pred=stand | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 09:57:46] #2363/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:57:55] #2364/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:58:11] #2365/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:58:29] #2366/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:58:56] #2367/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 09:59:28] #2368/04689 | true=lying | pred=stand | ✗ | ent=0.784 conf=0.820 gap=0.770
[2026-05-12 09:59:44] #2369/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:00:19] #2370/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 10:00:54] #2371/04689 | true=lying | pred=stand | ✗ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 10:01:30] #2372/04689 | true=lying | pred=lying | ✓ | ent=0.230 conf=0.950 gap=0.910
[2026-05-12 10:01:49] #2373/04689 | true=lying | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 10:02:10] #2374/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:02:36] #2375/04689 | true=lying | pred=stand | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 10:02:50] #2376/04689 | true=lying | pred=lying | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 10:03:11] #2377/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:03:25] #2378/04689 | true=lying | pred=stand | ✗ | ent=0.970 conf=0.720 gap=0.550
[2026-05-12 10:03:48] #2379/04689 | true=lying | pred=sit | ✗ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 10:04:06] #2380/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:04:06]   [2380/4689] acc=40% filt=2303
[2026-05-12 10:04:26] #2381/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:04:47] #2382/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:05:09] #2383/04689 | true=lying | pred=lying | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 10:05:37] #2384/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:06:11] #2385/04689 | true=lying | pred=stand | ✗ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 10:06:44] #2386/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:07:16] #2387/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:07:43] #2388/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:07:59] #2389/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:08:19] #2390/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:08:30] #2391/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:08:47] #2392/04689 | true=lying | pred=sit | ✗ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 10:09:01] #2393/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:09:40] #2394/04689 | true=lying | pred=sit | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:10:15] #2395/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:10:25] #2396/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:10:47] #2397/04689 | true=lying | pred=lying | ✓ | ent=0.390 conf=0.930 gap=0.920
[2026-05-12 10:11:02] #2398/04689 | true=lying | pred=lying | ✓ | ent=1.024 conf=0.650 gap=0.500
[2026-05-12 10:11:20] #2399/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:11:56] #2400/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 10:11:56]   [2400/4689] acc=40% filt=2323
[2026-05-12 10:12:15] #2401/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:12:40] #2402/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:13:00] #2403/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 10:13:17] #2404/04689 | true=lying | pred=lying | ✓ | ent=0.719 conf=0.800 gap=0.700
[2026-05-12 10:13:37] #2405/04689 | true=lying | pred=sit | ✗ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 10:13:43] #2406/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:14:11] #2407/04689 | true=lying | pred=sit | ✗ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 10:14:50] #2408/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:15:22] #2409/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:15:31] #2410/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:16:04] #2411/04689 | true=lying | pred=stand | ✗ | ent=1.338 conf=0.600 gap=0.450
[2026-05-12 10:16:34] #2412/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:17:05] #2413/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:17:55] #2414/04689 | true=lying | pred=stand | ✗ | ent=0.684 conf=0.824 gap=0.706
[2026-05-12 10:18:30] #2415/04689 | true=lying | pred=lying | ✓ | ent=1.070 conf=0.700 gap=0.550
[2026-05-12 10:19:01] #2416/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:19:27] #2417/04689 | true=lying | pred=stand | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 10:19:46] #2418/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:20:08] #2419/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:20:49] #2420/04689 | true=lying | pred=lying | ✓ | ent=0.998 conf=0.750 gap=0.670
[2026-05-12 10:20:49]   [2420/4689] acc=40% filt=2343
[2026-05-12 10:21:24] #2421/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:22:01] #2422/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 10:22:34] #2423/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:23:18] #2424/04689 | true=lying | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 10:23:36] #2425/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 10:24:22] #2426/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:24:38] #2427/04689 | true=lying | pred=stand | ✗ | ent=0.553 conf=0.870 gap=0.790
[2026-05-12 10:24:58] #2428/04689 | true=lying | pred=sit | ✗ | ent=0.837 conf=0.800 gap=0.740
[2026-05-12 10:25:09] #2429/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:25:36] #2430/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:26:21] #2431/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:27:19] #2432/04689 | true=lying | pred=stand | ✗ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 10:27:53] #2433/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 10:28:31] #2434/04689 | true=lying | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 10:28:41] #2435/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:29:03] #2436/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:29:18] #2437/04689 | true=lying | pred=lying | ✓ | ent=1.030 conf=0.500 gap=0.200
[2026-05-12 10:29:40] #2438/04689 | true=lying | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 10:30:00] #2439/04689 | true=lying | pred=stand | ✗ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 10:30:23] #2440/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:30:23]   [2440/4689] acc=40% filt=2361
[2026-05-12 10:30:37] #2441/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:30:40] #2442/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 10:31:04] #2443/04689 | true=lying | pred=sit | ✗ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 10:31:24] #2444/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:31:51] #2445/04689 | true=lying | pred=stand | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 10:32:00] #2446/04689 | true=lying | pred=stand | ✗ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 10:32:08] #2447/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:32:21] #2448/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 10:32:38] #2449/04689 | true=lying | pred=sit | ✗ | ent=0.390 conf=0.930 gap=0.920
[2026-05-12 10:32:51] #2450/04689 | true=lying | pred=lying | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 10:33:16] #2451/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:33:25] #2452/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 10:33:40] #2453/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 10:33:49] #2454/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 10:34:13] #2455/04689 | true=lying | pred=stand | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 10:34:28] #2456/04689 | true=lying | pred=lying | ✓ | ent=0.638 conf=0.800 gap=0.650
[2026-05-12 10:34:36] #2457/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 10:34:50] #2458/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:35:16] #2459/04689 | true=lying | pred=lying | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 10:35:30] #2460/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:35:30]   [2460/4689] acc=40% filt=2381
[2026-05-12 10:35:36] #2461/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:35:57] #2462/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:36:05] #2463/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:36:09] #2464/04689 | true=lying | pred=lying | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 10:36:21] #2465/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:36:36] #2466/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:36:39] #2467/04689 | true=lying | pred=lying | ✓ | ent=1.568 conf=0.420 gap=0.220
[2026-05-12 10:37:10] #2468/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:37:19] #2469/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 10:37:25] #2470/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:37:40] #2471/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:37:53] #2472/04689 | true=lying | pred=sit | ✗ | ent=0.055 conf=0.993 gap=0.992
[2026-05-12 10:38:02] #2473/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 10:38:08] #2474/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:38:21] #2475/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:38:29] #2476/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:38:40] #2477/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:38:52] #2478/04689 | true=lying | pred=stand | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 10:38:54] #2479/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:39:02] #2480/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:39:02]   [2480/4689] acc=41% filt=2400
[2026-05-12 10:39:24] #2481/04689 | true=lying | pred=stand | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 10:39:35] #2482/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:40:03] #2483/04689 | true=lying | pred=stand | ✗ | ent=0.641 conf=0.660 gap=0.320
[2026-05-12 10:40:27] #2484/04689 | true=lying | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 10:40:56] #2485/04689 | true=lying | pred=stand | ✗ | ent=0.094 conf=0.986 gap=0.978
[2026-05-12 10:41:01] #2486/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 10:41:31] #2487/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:42:10] #2488/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 10:42:34] #2489/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 10:42:49] #2490/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:43:09] #2491/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:43:26] #2492/04689 | true=lying | pred=stand | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 10:43:41] #2493/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:43:45] #2494/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:44:21] #2495/04689 | true=lying | pred=stand | ✗ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 10:44:24] #2496/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:44:33] #2497/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:44:44] #2498/04689 | true=lying | pred=lying | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-12 10:44:51] #2499/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 10:44:59] #2500/04689 | true=lying | pred=lying | ✓ | ent=0.267 conf=0.952 gap=0.932
[2026-05-12 10:44:59]   [2500/4689] acc=41% filt=2420
[2026-05-12 10:45:15] #2501/04689 | true=lying | pred=sit | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 10:45:39] #2502/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:45:51] #2503/04689 | true=lying | pred=stand | ✗ | ent=0.514 conf=0.900 gap=0.880
[2026-05-12 10:46:01] #2504/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:46:11] #2505/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:46:23] #2506/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:46:32] #2507/04689 | true=lying | pred=stand | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 10:46:39] #2508/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:46:49] #2509/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:46:55] #2510/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:47:04] #2511/04689 | true=lying | pred=stand | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 10:47:11] #2512/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:47:31] #2513/04689 | true=lying | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 10:47:33] #2514/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:48:02] #2515/04689 | true=lying | pred=stand | ✗ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 10:48:25] #2516/04689 | true=lying | pred=stand | ✗ | ent=0.773 conf=0.780 gap=0.630
[2026-05-12 10:48:47] #2517/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:49:00] #2518/04689 | true=lying | pred=lying | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 10:49:21] #2519/04689 | true=lying | pred=stand | ✗ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 10:49:49] #2520/04689 | true=lying | pred=stand | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 10:49:49]   [2520/4689] acc=41% filt=2440
[2026-05-12 10:49:59] #2521/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:50:15] #2522/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:50:19] #2523/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:50:46] #2524/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 10:50:49] #2525/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:50:57] #2526/04689 | true=lying | pred=lying | ✓ | ent=0.112 conf=0.980 gap=0.970
