[2026-05-11 21:53:27] #0006/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:54:49] #2967/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:55:34] #2969/04689 | true=lying | pred=lying | ✓ | ent=0.467 conf=0.910 gap=0.880
[2026-05-12 12:56:53] #2974/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:57:13] #2975/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:57:29] #2977/04689 | true=lying | pred=lying | ✓ | ent=0.555 conf=0.890 gap=0.870
[2026-05-12 12:57:31] #2978/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:57:34] #2979/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:57:48] #2980/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:57:56] #2981/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 12:58:10] #2982/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:58:21] #2983/04689 | true=lying | pred=lying | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 12:58:48] #2987/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:00:28] #2992/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:01:17] #2995/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:01:22] #2996/04689 | true=lying | pred=lying | ✓ | ent=0.943 conf=0.500 gap=0.100
[2026-05-12 13:01:30] #2998/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:02:48] #3005/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:02:53] #3006/04689 | true=lying | pred=lying | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 13:03:14] #3008/04689 | true=lying | pred=lying | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 13:04:18] #3012/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:05:09] #3015/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:05:55] #3017/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 13:06:10] #3019/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:07:05] #3022/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:07:59] #3025/04689 | true=lying | pred=lying | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 13:08:11] #3026/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:09:00] #3032/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:09:39] #3034/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:10:00] #3036/04689 | true=lying | pred=lying | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 13:10:14] #3037/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:10:28] #3038/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:11:19] #3042/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:11:30] #3043/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:12:00] #3045/04689 | true=lying | pred=lying | ✓ | ent=0.585 conf=0.800 gap=0.630
[2026-05-12 13:15:05] #3055/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:15:49] #3057/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:15:52] #3058/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:16:22] #3061/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:17:43] #3067/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:17:48] #3068/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:17:51] #3069/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:18:11] #3071/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:18:13] #3072/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:18:49] #3076/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:18:57] #3077/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:19:30] #3078/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:19:38] #3079/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 13:20:08] #3081/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:20:31] #3082/04689 | true=lying | pred=lying | ✓ | ent=1.397 conf=0.495 gap=0.327
[2026-05-12 13:20:47] #3083/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:20:50] #3084/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:22:47] #3094/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:23:10] #3095/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:23:14] #3096/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:25:17] #3106/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:25:53] #3109/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:26:22] #3111/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:26:28] #3112/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:27:08] #3114/04689 | true=lying | pred=lying | ✓ | ent=0.907 conf=0.650 gap=0.400
[2026-05-12 13:27:31] #3115/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:27:39] #3117/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:28:11] #3120/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:28:38] #3121/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:28:49] #3122/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:30:00] #3127/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:30:30] #3129/04689 | true=lying | pred=lying | ✓ | ent=0.844 conf=0.800 gap=0.750
[2026-05-12 13:30:36] #3130/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:31:21] #3133/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:31:34] #3134/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 13:31:39] #3135/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:32:04] #3136/04689 | true=lying | pred=lying | ✓ | ent=0.982 conf=0.750 gap=0.650
[2026-05-12 13:32:21] #3139/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:32:47] #3141/04689 | true=lying | pred=lying | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:33:42] #3146/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:34:04] #3148/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 13:34:12] #3149/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 13:34:17] #3150/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:34:20] #3151/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:34:49] #3153/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:34:59] #3154/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 13:35:09] #3155/04689 | true=lying | pred=lying | ✓ | ent=1.050 conf=0.700 gap=0.550
[2026-05-12 13:35:12] #3156/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:35:56] #3159/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:36:29] #3163/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:36:39] #3164/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:37:03] #3166/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:37:29] #3167/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:37:33] #3168/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:37:53] #3169/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:38:02] #3170/04689 | true=lying | pred=lying | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:38:25] #3173/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:39:01] #3175/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:39:57] #3180/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:41:36] #3186/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:41:49] #3187/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:42:01] #3188/04689 | true=lying | pred=lying | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 13:42:14] #3189/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:42:17] #3190/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:42:41] #3192/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:43:47] #3196/04689 | true=lying | pred=lying | ✓ | ent=0.771 conf=0.700 gap=0.450
[2026-05-12 13:44:58] #3199/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:45:14] #3201/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:45:41] #3203/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:46:41] #3205/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:47:35] #3209/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:48:06] #3211/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:48:36] #3212/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 13:49:10] #3214/04689 | true=lying | pred=lying | ✓ | ent=0.530 conf=0.890 gap=0.840
[2026-05-12 13:49:23] #3215/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:49:48] #3216/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:50:03] #3217/04689 | true=lying | pred=lying | ✓ | ent=0.843 conf=0.780 gap=0.690
[2026-05-12 13:50:15] #3218/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:50:58] #3220/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:51:47] #3225/04689 | true=lying | pred=lying | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 13:54:34] #3235/04689 | true=lying | pred=lying | ✓ | ent=0.915 conf=0.750 gap=0.650
[2026-05-12 13:54:36] #3236/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:54:57] #3238/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 13:56:08] #3242/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 13:56:24] #3244/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:57:29] #3250/04689 | true=lying | pred=lying | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 13:57:58] #3252/04689 | true=lying | pred=lying | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 13:58:01] #3253/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:58:05] #3254/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:58:17] #3256/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:58:28] #3257/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 13:59:04] #3259/04689 | true=lying | pred=lying | ✓ | ent=1.010 conf=0.680 gap=0.490
[2026-05-12 13:59:07] #3260/04689 | true=lying | pred=lying | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 13:59:39] #3262/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:00:00] #3263/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:00:22] #3265/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 14:00:36] #3266/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 14:01:22] #3269/04689 | true=lying | pred=lying | ✓ | ent=0.780 conf=0.700 gap=0.450
[2026-05-12 14:01:56] #3272/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:02:42] #3275/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:03:01] #3277/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 14:03:25] #3280/04689 | true=lying | pred=lying | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 14:03:49] #3281/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:04:01] #3283/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:04:29] #3286/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:07:17] #3299/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:07:23] #3300/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 14:08:09] #3304/04689 | true=lying | pred=lying | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 14:08:36] #3307/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:08:55] #3309/04689 | true=lying | pred=lying | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 14:10:28] #3316/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:11:10] #3319/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:11:22] #3320/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 14:11:37] #3321/04689 | true=lying | pred=lying | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 14:12:42] #3326/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:13:06] #3328/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:13:28] #3330/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:13:36] #3331/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:14:21] #3333/04689 | true=lying | pred=lying | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 14:14:50] #3336/04689 | true=lying | pred=lying | ✓ | ent=0.666 conf=0.850 gap=0.790
[2026-05-12 14:15:27] #3339/04689 | true=lying | pred=lying | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 14:15:34] #3340/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:15:44] #3341/04689 | true=lying | pred=lying | ✓ | ent=0.415 conf=0.900 gap=0.840
[2026-05-12 14:16:01] #3343/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:16:30] #3344/04689 | true=lying | pred=lying | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 14:17:03] #3347/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:18:41] #3354/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 14:18:52] #3355/04689 | true=lying | pred=lying | ✓ | ent=0.476 conf=0.860 gap=0.740
[2026-05-12 14:20:14] #3362/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 14:20:32] #3364/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:20:38] #3365/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:21:30] #3369/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:21:46] #3371/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:21:58] #3372/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:22:21] #3374/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:22:27] #3375/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:23:38] #3379/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 14:24:42] #3385/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 14:24:53] #3386/04689 | true=lying | pred=lying | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:25:05] #3387/04689 | true=lying | pred=lying | ✓ | ent=0.788 conf=0.800 gap=0.710
[2026-05-12 14:26:01] #3390/04689 | true=lying | pred=lying | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 14:26:52] #3392/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:27:42] #3393/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:28:23] #3396/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:28:32] #3397/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:29:28] #3401/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:30:20] #3404/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 14:30:42] #3406/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:31:53] #3409/04689 | true=lying | pred=lying | ✓ | ent=0.663 conf=0.830 gap=0.750
[2026-05-12 14:32:01] #3410/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 14:32:46] #3414/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:34:08] #3419/04689 | true=lying | pred=lying | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 14:34:21] #3420/04689 | true=lying | pred=lying | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 14:34:56] #3424/04689 | true=lying | pred=lying | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 14:36:00] #3429/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:36:46] #3432/04689 | true=lying | pred=lying | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 14:36:59] #3433/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:37:14] #3434/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:37:57] #3437/04689 | true=lying | pred=lying | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 14:39:24] #3441/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:39:30] #3442/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:39:34] #3443/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:40:00] #3444/04689 | true=lying | pred=lying | ✓ | ent=1.190 conf=0.650 gap=0.490
[2026-05-12 14:40:27] #3446/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:41:06] #3448/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:41:31] #3450/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:42:58] #3455/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 14:43:43] #3458/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:43:47] #3459/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 14:44:02] #3460/04689 | true=lying | pred=lying | ✓ | ent=0.752 conf=0.600 gap=0.220
[2026-05-12 14:45:05] #3464/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 14:45:11] #3465/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:45:50] #3468/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 14:46:37] #3472/04689 | true=lying | pred=lying | ✓ | ent=0.680 conf=0.830 gap=0.730
[2026-05-12 14:47:17] #3476/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 14:47:23] #3477/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:47:27] #3478/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:47:43] #3480/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:49:08] #3488/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:49:31] #3489/04689 | true=lying | pred=lying | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 14:50:10] #3491/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:51:08] #3495/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:51:21] #3496/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:51:52] #3498/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.830 gap=0.730
[2026-05-12 14:52:20] #3500/04689 | true=lying | pred=lying | ✓ | ent=1.070 conf=0.700 gap=0.550
