[2026-05-11 21:52:46] #0002/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:29:22] #3775/08147 | true=stand | pred=stand | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 12:29:25] #3776/08147 | true=stand | pred=stand | ✓ | ent=0.949 conf=0.450 gap=0.000
[2026-05-12 12:29:30] #3777/08147 | true=stand | pred=stand | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 12:30:02] #3779/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:30:04] #3780/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:30:13] #3781/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 12:30:16] #3782/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:30:19] #3783/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 12:31:16] #3784/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:31:24] #3785/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:31:33] #3786/08147 | true=stand | pred=stand | ✓ | ent=0.797 conf=0.800 gap=0.720
[2026-05-12 12:32:30] #3787/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 12:32:33] #3788/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 12:32:36] #3789/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:33:08] #3791/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:33:11] #3792/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:33:22] #3793/08147 | true=stand | pred=stand | ✓ | ent=0.486 conf=0.900 gap=0.860
[2026-05-12 12:33:26] #3794/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:33:30] #3795/08147 | true=stand | pred=stand | ✓ | ent=0.923 conf=0.700 gap=0.480
[2026-05-12 12:33:35] #3796/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:34:05] #3797/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 12:34:35] #3800/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 12:34:38] #3801/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:34:49] #3802/08147 | true=stand | pred=stand | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 12:35:09] #3803/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:35:13] #3804/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 12:35:22] #3805/08147 | true=stand | pred=stand | ✓ | ent=0.486 conf=0.900 gap=0.860
[2026-05-12 12:35:30] #3806/08147 | true=stand | pred=stand | ✓ | ent=0.389 conf=0.900 gap=0.820
[2026-05-12 12:35:42] #3808/08147 | true=stand | pred=stand | ✓ | ent=1.070 conf=0.700 gap=0.550
[2026-05-12 12:35:48] #3809/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:35:51] #3810/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:35:55] #3811/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 12:35:57] #3812/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:36:20] #3813/08147 | true=stand | pred=stand | ✓ | ent=0.413 conf=0.890 gap=0.800
[2026-05-12 12:36:22] #3814/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:36:33] #3815/08147 | true=stand | pred=stand | ✓ | ent=0.878 conf=0.750 gap=0.600
[2026-05-12 12:36:37] #3816/08147 | true=stand | pred=stand | ✓ | ent=1.030 conf=0.500 gap=0.200
[2026-05-12 12:36:45] #3817/08147 | true=stand | pred=stand | ✓ | ent=0.596 conf=0.880 gap=0.860
[2026-05-12 12:36:48] #3818/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:37:08] #3820/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 12:37:11] #3821/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:37:22] #3822/08147 | true=stand | pred=stand | ✓ | ent=1.398 conf=0.550 gap=0.350
[2026-05-12 12:37:26] #3823/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:37:29] #3824/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:37:32] #3825/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:37:43] #3826/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:37:47] #3827/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:37:55] #3828/08147 | true=stand | pred=stand | ✓ | ent=0.952 conf=0.700 gap=0.500
[2026-05-12 12:37:58] #3829/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:38:01] #3830/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 12:38:11] #3831/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:38:14] #3832/08147 | true=stand | pred=stand | ✓ | ent=1.099 conf=0.340 gap=0.010
[2026-05-12 12:39:05] #3833/08147 | true=stand | pred=stand | ✓ | ent=0.943 conf=0.500 gap=0.100
[2026-05-12 12:40:11] #3835/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:40:15] #3836/08147 | true=stand | pred=stand | ✓ | ent=0.794 conf=0.760 gap=0.580
[2026-05-12 12:40:35] #3837/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:40:39] #3838/08147 | true=stand | pred=stand | ✓ | ent=0.740 conf=0.770 gap=0.590
[2026-05-12 12:40:42] #3839/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 12:40:45] #3840/08147 | true=stand | pred=stand | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 12:41:56] #3841/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:42:37] #3843/08147 | true=stand | pred=stand | ✓ | ent=0.867 conf=0.750 gap=0.600
[2026-05-12 12:43:02] #3844/08147 | true=stand | pred=stand | ✓ | ent=1.591 conf=0.400 gap=0.100
[2026-05-12 12:43:10] #3845/08147 | true=stand | pred=stand | ✓ | ent=1.023 conf=0.700 gap=0.520
[2026-05-12 12:43:22] #3846/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 12:43:36] #3848/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 12:43:47] #3849/08147 | true=stand | pred=stand | ✓ | ent=0.942 conf=0.750 gap=0.630
[2026-05-12 12:44:48] #3850/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:44:54] #3851/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:45:05] #3852/08147 | true=stand | pred=stand | ✓ | ent=0.509 conf=0.900 gap=0.870
[2026-05-12 12:45:26] #3853/08147 | true=stand | pred=stand | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:45:51] #3855/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 12:46:01] #3856/08147 | true=stand | pred=stand | ✓ | ent=0.635 conf=0.850 gap=0.770
[2026-05-12 12:46:03] #3857/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:46:21] #3859/08147 | true=stand | pred=stand | ✓ | ent=0.168 conf=0.960 gap=0.920
[2026-05-12 12:46:42] #3860/08147 | true=stand | pred=stand | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 12:47:24] #3862/08147 | true=stand | pred=stand | ✓ | ent=0.254 conf=0.940 gap=0.890
[2026-05-12 12:48:09] #3864/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:48:27] #3866/08147 | true=stand | pred=stand | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 12:48:50] #3867/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:48:53] #3868/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:49:04] #3869/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:49:07] #3870/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:49:10] #3871/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 12:49:41] #3873/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:50:13] #3874/08147 | true=stand | pred=stand | ✓ | ent=0.594 conf=0.780 gap=0.580
[2026-05-12 12:50:17] #3875/08147 | true=stand | pred=stand | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 12:50:33] #3876/08147 | true=stand | pred=stand | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 12:50:42] #3877/08147 | true=stand | pred=stand | ✓ | ent=0.254 conf=0.940 gap=0.890
[2026-05-12 12:50:44] #3878/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 12:50:49] #3879/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 12:51:14] #3880/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:51:17] #3881/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:51:29] #3882/08147 | true=stand | pred=stand | ✓ | ent=0.190 conf=0.960 gap=0.930
[2026-05-12 12:51:32] #3883/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:51:41] #3884/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:51:44] #3885/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 12:51:49] #3886/08147 | true=stand | pred=stand | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 12:52:06] #3888/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 12:52:16] #3889/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:52:34] #3891/08147 | true=stand | pred=stand | ✓ | ent=0.769 conf=0.830 gap=0.780
[2026-05-12 12:52:44] #3892/08147 | true=stand | pred=stand | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:53:13] #3893/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:53:16] #3894/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:53:19] #3895/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:53:30] #3897/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:53:38] #3898/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:53:43] #3899/08147 | true=stand | pred=stand | ✓ | ent=0.814 conf=0.790 gap=0.670
[2026-05-12 12:53:46] #3900/08147 | true=stand | pred=stand | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 12:53:56] #3901/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:54:22] #3902/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:54:30] #3903/08147 | true=stand | pred=stand | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 12:54:39] #3904/08147 | true=stand | pred=stand | ✓ | ent=0.344 conf=0.930 gap=0.886
[2026-05-12 12:55:01] #3905/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 12:55:04] #3906/08147 | true=stand | pred=stand | ✓ | ent=0.903 conf=0.750 gap=0.630
[2026-05-12 12:55:13] #3907/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 12:55:17] #3908/08147 | true=stand | pred=stand | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 12:55:20] #3909/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 12:55:23] #3910/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:55:37] #3912/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 12:55:56] #3914/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:56:03] #3915/08147 | true=stand | pred=stand | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-12 12:56:09] #3916/08147 | true=stand | pred=stand | ✓ | ent=0.846 conf=0.720 gap=0.500
[2026-05-12 12:56:30] #3918/08147 | true=stand | pred=stand | ✓ | ent=1.345 conf=0.500 gap=0.250
[2026-05-12 12:56:32] #3919/08147 | true=stand | pred=stand | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 12:56:35] #3920/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:56:43] #3921/08147 | true=stand | pred=stand | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 12:56:46] #3922/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:56:58] #3923/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:57:05] #3924/08147 | true=stand | pred=stand | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 12:57:18] #3925/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:57:27] #3926/08147 | true=stand | pred=stand | ✓ | ent=0.752 conf=0.750 gap=0.570
[2026-05-12 12:57:35] #3927/08147 | true=stand | pred=stand | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-12 12:57:45] #3929/08147 | true=stand | pred=stand | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 12:57:53] #3930/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:58:07] #3932/08147 | true=stand | pred=stand | ✓ | ent=0.387 conf=0.931 gap=0.921
[2026-05-12 12:58:18] #3934/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:58:28] #3935/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 12:58:31] #3936/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 12:58:43] #3937/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:58:46] #3938/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 12:58:52] #3939/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:58:54] #3940/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 12:59:05] #3941/08147 | true=stand | pred=stand | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:59:07] #3942/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:59:10] #3943/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:59:13] #3944/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 12:59:22] #3945/08147 | true=stand | pred=stand | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-12 12:59:25] #3946/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:59:42] #3948/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 12:59:45] #3949/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:00:19] #3951/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:00:26] #3952/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 13:00:33] #3953/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:00:34] #3954/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:00:47] #3955/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 13:01:04] #3957/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 13:01:12] #3958/08147 | true=stand | pred=stand | ✓ | ent=0.380 conf=0.890 gap=0.790
[2026-05-12 13:01:15] #3959/08147 | true=stand | pred=stand | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 13:01:35] #3960/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:01:41] #3961/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:01:59] #3963/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:02:03] #3964/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:03:21] #3966/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:03:53] #3967/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:04:20] #3968/08147 | true=stand | pred=stand | ✓ | ent=0.961 conf=0.750 gap=0.630
[2026-05-12 13:04:24] #3969/08147 | true=stand | pred=stand | ✓ | ent=0.853 conf=0.780 gap=0.660
[2026-05-12 13:04:44] #3970/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 13:04:52] #3971/08147 | true=stand | pred=stand | ✓ | ent=1.048 conf=0.600 gap=0.300
[2026-05-12 13:05:02] #3973/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:05:34] #3974/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:06:01] #3976/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 13:06:10] #3977/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:06:14] #3978/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 13:06:19] #3979/08147 | true=stand | pred=stand | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 13:06:27] #3980/08147 | true=stand | pred=stand | ✓ | ent=0.892 conf=0.750 gap=0.600
[2026-05-12 13:06:49] #3981/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 13:06:55] #3982/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:06:58] #3983/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 13:07:06] #3984/08147 | true=stand | pred=stand | ✓ | ent=0.635 conf=0.850 gap=0.770
[2026-05-12 13:07:10] #3985/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:07:38] #3987/08147 | true=stand | pred=stand | ✓ | ent=1.468 conf=0.550 gap=0.400
[2026-05-12 13:07:57] #3988/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:08:08] #3989/08147 | true=stand | pred=stand | ✓ | ent=1.101 conf=0.550 gap=0.200
[2026-05-12 13:08:11] #3990/08147 | true=stand | pred=stand | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 13:08:13] #3991/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:08:18] #3992/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:09:07] #3995/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:09:14] #3996/08147 | true=stand | pred=stand | ✓ | ent=0.958 conf=0.750 gap=0.630
[2026-05-12 13:09:25] #3997/08147 | true=stand | pred=stand | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 13:09:28] #3998/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:09:37] #3999/08147 | true=stand | pred=stand | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-12 13:09:45] #4000/08147 | true=stand | pred=stand | ✓ | ent=1.227 conf=0.500 gap=0.150
[2026-05-12 13:09:54] #4001/08147 | true=stand | pred=stand | ✓ | ent=0.693 conf=0.800 gap=0.650
[2026-05-12 13:10:04] #4002/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:10:12] #4004/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:10:21] #4005/08147 | true=stand | pred=stand | ✓ | ent=0.795 conf=0.800 gap=0.700
[2026-05-12 13:10:22] #4006/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:10:25] #4007/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:10:33] #4008/08147 | true=stand | pred=stand | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-12 13:10:37] #4009/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:10:40] #4010/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:10:43] #4011/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:11:53] #4013/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:11:56] #4014/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:12:00] #4015/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 13:12:17] #4017/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:12:27] #4018/08147 | true=stand | pred=stand | ✓ | ent=0.867 conf=0.750 gap=0.600
[2026-05-12 13:12:37] #4019/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:12:45] #4020/08147 | true=stand | pred=stand | ✓ | ent=0.880 conf=0.750 gap=0.600
[2026-05-12 13:13:05] #4021/08147 | true=stand | pred=stand | ✓ | ent=1.509 conf=0.400 gap=0.050
[2026-05-12 13:13:12] #4022/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:13:15] #4023/08147 | true=stand | pred=stand | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 13:13:19] #4024/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:13:22] #4025/08147 | true=stand | pred=stand | ✓ | ent=1.140 conf=0.520 gap=0.150
[2026-05-12 13:13:25] #4026/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:13:44] #4027/08147 | true=stand | pred=stand | ✓ | ent=0.675 conf=0.840 gap=0.760
[2026-05-12 13:13:52] #4028/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:14:12] #4029/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:14:14] #4030/08147 | true=stand | pred=stand | ✓ | ent=0.688 conf=0.550 gap=0.100
