[2026-05-11 21:51:59] HARTH class 5 (stand) T=0.8
[2026-05-11 21:51:59]   8147 windows
[2026-05-11 21:52:24] #0001/08147 | true=stand | pred=stairs_up | ✗ | ent=1.808 conf=0.250 gap=0.050
[2026-05-13 23:53:59] #2648/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 23:54:02] #2649/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 23:54:08] #2650/08147 | true=stand | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 23:54:18] #2651/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 23:54:37] #2652/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 23:54:48] #2653/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 23:54:51] #2654/08147 | true=stand | pred=stand | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-13 23:55:00] #2655/08147 | true=stand | pred=stand | ✓ | ent=1.106 conf=0.620 gap=0.370
[2026-05-13 23:55:16] #2656/08147 | true=stand | pred=shuffle | ✗ | ent=0.778 conf=0.800 gap=0.750
[2026-05-13 23:55:29] #2657/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-13 23:55:33] #2658/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 23:55:54] #2659/08147 | true=stand | pred=shuffle | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 23:55:59] #2660/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 23:55:59]   [2660/8147] acc=84% filt=2419
[2026-05-13 23:56:03] #2661/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-13 23:56:10] #2662/08147 | true=stand | pred=stairs_up | ✗ | ent=1.469 conf=0.350 gap=0.000
[2026-05-13 23:56:14] #2663/08147 | true=stand | pred=stand | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 23:56:26] #2664/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 23:56:31] #2665/08147 | true=stand | pred=stand | ✓ | ent=0.741 conf=0.830 gap=0.760
[2026-05-13 23:56:34] #2666/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 23:56:43] #2667/08147 | true=stand | pred=stand | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-13 23:57:25] #2668/08147 | true=stand | pred=stairs_down | ✗ | ent=1.333 conf=0.550 gap=0.370
[2026-05-13 23:57:28] #2669/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 23:57:38] #2670/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 23:57:44] #2671/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 23:57:56] #2672/08147 | true=stand | pred=stand | ✓ | ent=0.635 conf=0.850 gap=0.770
[2026-05-13 23:58:09] #2673/08147 | true=stand | pred=stand | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-13 23:58:21] #2674/08147 | true=stand | pred=stand | ✓ | ent=1.287 conf=0.600 gap=0.450
[2026-05-13 23:58:33] #2675/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 23:58:57] #2676/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 23:59:03] #2677/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 23:59:09] #2678/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 23:59:21] #2679/08147 | true=stand | pred=stand | ✓ | ent=1.047 conf=0.700 gap=0.550
[2026-05-13 23:59:30] #2680/08147 | true=stand | pred=stand | ✓ | ent=1.217 conf=0.550 gap=0.250
[2026-05-13 23:59:30]   [2680/8147] acc=84% filt=2438
[2026-05-13 23:59:36] #2681/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 23:59:48] #2682/08147 | true=stand | pred=lying | ✗ | ent=0.721 conf=0.830 gap=0.760
[2026-05-13 23:59:58] #2683/08147 | true=stand | pred=stand | ✓ | ent=0.821 conf=0.740 gap=0.540
[2026-05-14 00:00:04] #2684/08147 | true=stand | pred=stand | ✓ | ent=0.509 conf=0.900 gap=0.870
[2026-05-14 00:00:11] #2685/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:00:39] #2686/08147 | true=stand | pred=walk | ✗ | ent=0.464 conf=0.911 gap=0.881
[2026-05-14 00:01:05] #2687/08147 | true=stand | pred=stand | ✓ | ent=0.551 conf=0.850 gap=0.760
[2026-05-14 00:01:11] #2688/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 00:01:26] #2689/08147 | true=stand | pred=stand | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-14 00:01:32] #2690/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 00:01:52] #2691/08147 | true=stand | pred=stairs_up | ✗ | ent=1.096 conf=0.350 gap=0.000
[2026-05-14 00:02:04] #2692/08147 | true=stand | pred=stand | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-14 00:02:07] #2693/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 00:02:21] #2694/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 00:02:35] #2695/08147 | true=stand | pred=stand | ✓ | ent=1.192 conf=0.450 gap=0.150
[2026-05-14 00:02:41] #2696/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:03:02] #2697/08147 | true=stand | pred=stairs_up | ✗ | ent=1.018 conf=0.450 gap=0.000
[2026-05-14 00:03:09] #2698/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 00:03:30] #2699/08147 | true=stand | pred=stand | ✓ | ent=0.895 conf=0.640 gap=0.340
[2026-05-14 00:03:45] #2700/08147 | true=stand | pred=stand | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-14 00:03:45]   [2700/8147] acc=84% filt=2455
[2026-05-14 00:04:05] #2701/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:04:16] #2702/08147 | true=stand | pred=stand | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-14 00:04:18] #2703/08147 | true=stand | pred=stand | ✓ | ent=0.821 conf=0.770 gap=0.620
[2026-05-14 00:04:21] #2704/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-14 00:04:24] #2705/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:04:31] #2706/08147 | true=stand | pred=shuffle | ✗ | ent=1.018 conf=0.450 gap=0.000
[2026-05-14 00:04:43] #2707/08147 | true=stand | pred=lying | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-14 00:04:50] #2708/08147 | true=stand | pred=shuffle | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 00:05:14] #2709/08147 | true=stand | pred=lying | ✗ | ent=0.880 conf=0.630 gap=0.330
[2026-05-14 00:05:23] #2710/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 00:05:26] #2711/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:05:29] #2712/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 00:05:31] #2713/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 00:05:37] #2714/08147 | true=stand | pred=shuffle | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 00:05:56] #2715/08147 | true=stand | pred=walk | ✗ | ent=0.339 conf=0.941 gap=0.931
[2026-05-14 00:05:59] #2716/08147 | true=stand | pred=stand | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-14 00:06:09] #2717/08147 | true=stand | pred=stand | ✓ | ent=0.338 conf=0.920 gap=0.860
[2026-05-14 00:06:17] #2718/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-14 00:06:21] #2719/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-14 00:06:31] #2720/08147 | true=stand | pred=stand | ✓ | ent=1.494 conf=0.400 gap=0.050
[2026-05-14 00:06:31]   [2720/8147] acc=84% filt=2473
[2026-05-14 00:06:38] #2721/08147 | true=stand | pred=shuffle | ✗ | ent=0.293 conf=0.940 gap=0.920
[2026-05-14 00:06:47] #2722/08147 | true=stand | pred=stand | ✓ | ent=0.706 conf=0.780 gap=0.630
[2026-05-14 00:06:56] #2723/08147 | true=stand | pred=lying | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-14 00:07:13] #2724/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 00:07:26] #2725/08147 | true=stand | pred=stand | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-14 00:07:38] #2726/08147 | true=stand | pred=stand | ✓ | ent=0.635 conf=0.850 gap=0.770
[2026-05-14 00:07:49] #2727/08147 | true=stand | pred=walk | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-14 00:07:53] #2728/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:07:56] #2729/08147 | true=stand | pred=stand | ✓ | ent=0.604 conf=0.861 gap=0.782
[2026-05-14 00:08:00] #2730/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 00:08:08] #2731/08147 | true=stand | pred=stand | ✓ | ent=0.616 conf=0.850 gap=0.770
[2026-05-14 00:08:18] #2732/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 00:08:21] #2733/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 00:08:24] #2734/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-14 00:08:30] #2735/08147 | true=stand | pred=shuffle | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 00:08:33] #2736/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-14 00:08:44] #2737/08147 | true=stand | pred=stand | ✓ | ent=0.553 conf=0.870 gap=0.790
[2026-05-14 00:08:59] #2738/08147 | true=stand | pred=walk | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-14 00:09:04] #2739/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-14 00:09:22] #2740/08147 | true=stand | pred=stand | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-14 00:09:22]   [2740/8147] acc=84% filt=2493
[2026-05-14 00:09:31] #2741/08147 | true=stand | pred=stand | ✓ | ent=0.750 conf=0.780 gap=0.630
[2026-05-14 00:09:40] #2742/08147 | true=stand | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 00:09:45] #2743/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:09:55] #2744/08147 | true=stand | pred=stand | ✓ | ent=0.897 conf=0.730 gap=0.550
[2026-05-14 00:10:13] #2745/08147 | true=stand | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 00:10:16] #2746/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 00:10:26] #2747/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 00:10:29] #2748/08147 | true=stand | pred=stand | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-14 00:10:39] #2749/08147 | true=stand | pred=stand | ✓ | ent=0.853 conf=0.780 gap=0.660
[2026-05-14 00:10:51] #2750/08147 | true=stand | pred=stand | ✓ | ent=0.679 conf=0.800 gap=0.650
[2026-05-14 00:11:01] #2751/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:11:03] #2752/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 00:11:12] #2753/08147 | true=stand | pred=stand | ✓ | ent=0.892 conf=0.750 gap=0.600
[2026-05-14 00:11:23] #2754/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-14 00:11:29] #2755/08147 | true=stand | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 00:11:32] #2756/08147 | true=stand | pred=stand | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-14 00:11:39] #2757/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 00:11:50] #2758/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:12:05] #2759/08147 | true=stand | pred=shuffle | ✗ | ent=1.513 conf=0.450 gap=0.300
[2026-05-14 00:12:11] #2760/08147 | true=stand | pred=run | ✗ | ent=0.384 conf=0.931 gap=0.922
[2026-05-14 00:12:11]   [2760/8147] acc=84% filt=2511
[2026-05-14 00:12:26] #2761/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 00:12:44] #2762/08147 | true=stand | pred=shuffle | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-14 00:13:16] #2763/08147 | true=stand | pred=shuffle | ✗ | ent=0.613 conf=0.850 gap=0.790
[2026-05-14 00:13:19] #2764/08147 | true=stand | pred=stand | ✓ | ent=0.831 conf=0.800 gap=0.740
[2026-05-14 00:13:30] #2765/08147 | true=stand | pred=stand | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-14 00:13:33] #2766/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-14 00:13:36] #2767/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:13:39] #2768/08147 | true=stand | pred=stand | ✓ | ent=1.314 conf=0.300 gap=0.000
[2026-05-14 00:13:43] #2769/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-14 00:13:48] #2770/08147 | true=stand | pred=stand | ✓ | ent=0.668 conf=0.850 gap=0.800
[2026-05-14 00:13:56] #2771/08147 | true=stand | pred=stairs_up | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-14 00:14:00] #2772/08147 | true=stand | pred=stand | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-14 00:14:03] #2773/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 00:14:14] #2774/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:14:21] #2775/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-14 00:14:23] #2776/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:14:26] #2777/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 00:14:34] #2778/08147 | true=stand | pred=stand | ✓ | ent=1.062 conf=0.700 gap=0.550
[2026-05-14 00:14:49] #2779/08147 | true=stand | pred=shuffle | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-14 00:15:02] #2780/08147 | true=stand | pred=shuffle | ✗ | ent=0.950 conf=0.600 gap=0.400
[2026-05-14 00:15:02]   [2780/8147] acc=84% filt=2528
[2026-05-14 00:15:13] #2781/08147 | true=stand | pred=sit | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 00:15:24] #2782/08147 | true=stand | pred=stand | ✓ | ent=0.660 conf=0.800 gap=0.650
[2026-05-14 00:15:28] #2783/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 00:15:37] #2784/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:15:42] #2785/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 00:15:48] #2786/08147 | true=stand | pred=stand | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-14 00:16:00] #2787/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 00:16:03] #2788/08147 | true=stand | pred=stand | ✓ | ent=0.387 conf=0.931 gap=0.921
[2026-05-14 00:16:07] #2789/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-14 00:16:10] #2790/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 00:16:19] #2791/08147 | true=stand | pred=stand | ✓ | ent=0.900 conf=0.750 gap=0.600
[2026-05-14 00:16:33] #2792/08147 | true=stand | pred=stand | ✓ | ent=1.365 conf=0.600 gap=0.450
[2026-05-14 00:16:51] #2793/08147 | true=stand | pred=stand | ✓ | ent=1.122 conf=0.480 gap=0.060
[2026-05-14 00:16:55] #2794/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 00:16:58] #2795/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 00:17:11] #2796/08147 | true=stand | pred=stand | ✓ | ent=0.868 conf=0.700 gap=0.460
[2026-05-14 00:17:36] #2797/08147 | true=stand | pred=stand | ✓ | ent=0.942 conf=0.750 gap=0.630
[2026-05-14 00:17:46] #2798/08147 | true=stand | pred=stand | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-14 00:17:49] #2799/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:18:02] #2800/08147 | true=stand | pred=walk | ✗ | ent=0.112 conf=0.980 gap=0.970
[2026-05-14 00:18:02]   [2800/8147] acc=84% filt=2547
[2026-05-14 00:18:05] #2801/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 00:18:09] #2802/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 00:18:13] #2803/08147 | true=stand | pred=stand | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-14 00:18:25] #2804/08147 | true=stand | pred=lying | ✗ | ent=0.098 conf=0.980 gap=0.960
[2026-05-14 00:18:29] #2805/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 00:18:45] #2806/08147 | true=stand | pred=lying | ✗ | ent=0.434 conf=0.900 gap=0.860
[2026-05-14 00:18:59] #2807/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:19:27] #2808/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:19:44] #2809/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 00:19:52] #2810/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 00:19:54] #2811/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:20:05] #2812/08147 | true=stand | pred=stand | ✓ | ent=1.061 conf=0.700 gap=0.580
[2026-05-14 00:20:09] #2813/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:20:14] #2814/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:20:20] #2815/08147 | true=stand | pred=stand | ✓ | ent=0.708 conf=0.850 gap=0.820
[2026-05-14 00:20:24] #2816/08147 | true=stand | pred=stand | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-14 00:20:40] #2817/08147 | true=stand | pred=stand | ✓ | ent=0.903 conf=0.680 gap=0.430
[2026-05-14 00:20:55] #2818/08147 | true=stand | pred=stairs_up | ✗ | ent=0.943 conf=0.750 gap=0.650
[2026-05-14 00:21:08] #2819/08147 | true=stand | pred=stand | ✓ | ent=0.710 conf=0.830 gap=0.750
[2026-05-14 00:21:12] #2820/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-14 00:21:12]   [2820/8147] acc=84% filt=2567
[2026-05-14 00:21:25] #2821/08147 | true=stand | pred=stand | ✓ | ent=0.563 conf=0.880 gap=0.840
[2026-05-14 00:21:40] #2822/08147 | true=stand | pred=stand | ✓ | ent=0.580 conf=0.850 gap=0.750
[2026-05-14 00:21:47] #2823/08147 | true=stand | pred=shuffle | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-14 00:22:00] #2824/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:22:09] #2825/08147 | true=stand | pred=stand | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-14 00:22:19] #2826/08147 | true=stand | pred=stand | ✓ | ent=0.934 conf=0.750 gap=0.630
[2026-05-14 00:22:35] #2827/08147 | true=stand | pred=sit | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:22:44] #2828/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 00:22:54] #2829/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 00:22:58] #2830/08147 | true=stand | pred=stand | ✓ | ent=0.604 conf=0.861 gap=0.782
[2026-05-14 00:23:10] #2831/08147 | true=stand | pred=stand | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-14 00:23:21] #2832/08147 | true=stand | pred=stand | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-14 00:23:30] #2833/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:23:37] #2834/08147 | true=stand | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 00:23:41] #2835/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 00:23:51] #2836/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 00:23:55] #2837/08147 | true=stand | pred=stand | ✓ | ent=1.338 conf=0.600 gap=0.450
[2026-05-14 00:24:14] #2838/08147 | true=stand | pred=stand | ✓ | ent=0.706 conf=0.780 gap=0.630
[2026-05-14 00:24:19] #2839/08147 | true=stand | pred=stand | ✓ | ent=0.245 conf=0.944 gap=0.894
[2026-05-14 00:24:39] #2840/08147 | true=stand | pred=stand | ✓ | ent=0.103 conf=0.984 gap=0.974
[2026-05-14 00:24:39]   [2840/8147] acc=84% filt=2586
[2026-05-14 00:24:45] #2841/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 00:24:54] #2842/08147 | true=stand | pred=stand | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-14 00:25:05] #2843/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 00:25:18] #2844/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 00:25:22] #2845/08147 | true=stand | pred=stand | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-14 00:25:26] #2846/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 00:25:59] #2847/08147 | true=stand | pred=shuffle | ✗ | ent=1.698 conf=0.400 gap=0.220
[2026-05-14 00:26:11] #2848/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 00:26:30] #2849/08147 | true=stand | pred=stand | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-14 00:26:36] #2850/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 00:26:40] #2851/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 00:26:45] #2852/08147 | true=stand | pred=stand | ✓ | ent=0.865 conf=0.790 gap=0.710
[2026-05-14 00:26:50] #2853/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 00:26:57] #2854/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-14 00:27:08] #2855/08147 | true=stand | pred=stand | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-14 00:27:10] #2856/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 00:27:14] #2857/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 00:27:19] #2858/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-14 00:27:28] #2859/08147 | true=stand | pred=stand | ✓ | ent=1.493 conf=0.390 gap=0.040
[2026-05-14 00:27:38] #2860/08147 | true=stand | pred=stand | ✓ | ent=1.075 conf=0.700 gap=0.550
[2026-05-14 00:27:38]   [2860/8147] acc=84% filt=2604
[2026-05-14 00:27:47] #2861/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
