[2026-05-11 11:04:24] #0001/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-12 08:59:53] #2121/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-12 09:00:12] #2122/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 09:01:11] #2123/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 09:02:13] #2124/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.809 | conf=0.632 | gap=0.316
[2026-05-12 09:02:40] #2125/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.792 | conf=0.800 | gap=0.720
[2026-05-12 09:03:43] #2126/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.350
[2026-05-12 09:04:23] #2127/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 09:05:05] #2128/03347 | true=Sit-up(10) | pred=Pick(7) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 09:05:26] #2129/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 09:08:17] #2132/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=1.186 | conf=0.650 | gap=0.530
[2026-05-12 09:08:57] #2133/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.017 | conf=0.700 | gap=0.550
[2026-05-12 09:09:45] #2134/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 09:10:34] #2135/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 09:11:47] #2136/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 09:12:38] #2137/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 09:13:23] #2138/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.927 | conf=0.737 | gap=0.632
[2026-05-12 09:14:30] #2139/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 09:14:54] #2140/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 09:17:14] #2142/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-12 09:17:39] #2143/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.961 | conf=0.722 | gap=0.611
[2026-05-12 09:18:45] #2144/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 09:19:25] #2145/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 09:20:10] #2146/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 09:20:56] #2147/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.144 | conf=0.650 | gap=0.500
[2026-05-12 09:21:19] #2148/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 09:21:41] #2149/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-12 09:22:30] #2150/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 09:23:17] #2151/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 09:24:08] #2152/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 09:24:54] #2153/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-12 09:25:43] #2154/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-12 09:26:34] #2155/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.769 | conf=0.789 | gap=0.684
[2026-05-12 09:27:52] #2156/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.309 | conf=0.939 | gap=0.919
[2026-05-12 09:28:51] #2157/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.479 | conf=0.900 | gap=0.860
[2026-05-12 09:29:32] #2158/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 09:31:56] #2160/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 09:32:42] #2161/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 09:33:07] #2162/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-12 09:34:48] #2163/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 09:35:11] #2164/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.316 | conf=0.550 | gap=0.400
[2026-05-12 09:36:52] #2166/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.667 | conf=0.820 | gap=0.750
[2026-05-12 09:37:53] #2167/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.475 | conf=0.900 | gap=0.850
[2026-05-12 09:38:16] #2168/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 09:38:59] #2169/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.558 | conf=0.880 | gap=0.850
[2026-05-12 09:39:44] #2170/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 09:40:28] #2171/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 09:41:56] #2172/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.286 | conf=0.950 | gap=0.940
[2026-05-12 09:42:56] #2173/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 09:43:33] #2174/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 09:43:56] #2175/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 09:44:43] #2176/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 09:45:44] #2177/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.775 | conf=0.720 | gap=0.540
[2026-05-12 09:45:59] #2178/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-12 09:46:45] #2179/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.444 | conf=0.882 | gap=0.824
[2026-05-12 09:47:20] #2180/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 09:47:48] #2181/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 09:48:29] #2182/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.927 | conf=0.737 | gap=0.632
[2026-05-12 09:49:21] #2183/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 09:49:58] #2184/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 09:50:37] #2185/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-12 09:51:31] #2186/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.495 | conf=0.900 | gap=0.870
[2026-05-12 09:52:16] #2187/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 09:53:12] #2188/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 09:53:54] #2189/03347 | true=Sit-up(10) | pred=Pick(7) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 09:54:52] #2190/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 09:55:36] #2191/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.238 | conf=0.720 | gap=0.670
[2026-05-12 09:56:18] #2192/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 09:57:53] #2194/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 09:58:46] #2195/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.051 | conf=0.700 | gap=0.550
[2026-05-12 09:59:23] #2196/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 10:00:29] #2197/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 10:02:26] #2199/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 10:03:09] #2200/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 10:03:47] #2201/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 10:04:40] #2202/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.948 | conf=0.700 | gap=0.550
[2026-05-12 10:05:05] #2203/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.943 | conf=0.684 | gap=0.526
[2026-05-12 10:05:48] #2204/03347 | true=Sit-up(10) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:07:45] #2206/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.714 | gap=0.571
[2026-05-12 10:08:53] #2207/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 10:09:36] #2208/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 10:10:27] #2209/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.124 | conf=0.750 | gap=0.700
[2026-05-12 10:11:28] #2210/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.721 | conf=0.850 | gap=0.820
[2026-05-12 10:12:34] #2211/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 10:13:20] #2212/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 10:13:41] #2213/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-12 10:14:02] #2214/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 10:15:09] #2215/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.667 | conf=0.820 | gap=0.750
[2026-05-12 10:15:42] #2216/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-12 10:16:40] #2217/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 10:18:04] #2218/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 10:18:55] #2219/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-12 10:19:40] #2220/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:20:45] #2221/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 10:21:57] #2222/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-12 10:23:11] #2223/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-12 10:24:34] #2224/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.679 | conf=0.850 | gap=0.800
[2026-05-12 10:25:11] #2225/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 10:26:21] #2226/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.585 | conf=0.850 | gap=0.750
[2026-05-12 10:27:42] #2227/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.943 | conf=0.684 | gap=0.526
[2026-05-12 10:28:32] #2228/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-12 10:29:30] #2229/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.853 | conf=0.750 | gap=0.600
[2026-05-12 10:30:43] #2230/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-12 10:31:30] #2231/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 10:32:12] #2232/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 10:32:51] #2233/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 10:33:26] #2234/03347 | true=Sit-up(10) | pred=Pick(7) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 10:34:06] #2235/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 10:34:40] #2236/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.362 | conf=0.930 | gap=0.910
[2026-05-12 10:35:12] #2237/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 10:35:41] #2238/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 10:36:34] #2239/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.451 | conf=0.833 | gap=0.667
[2026-05-12 10:37:49] #2240/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:38:31] #2241/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 10:39:13] #2242/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 10:39:43] #2243/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-12 10:41:34] #2244/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-12 10:41:46] #2245/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.898 | conf=0.684 | gap=0.474
[2026-05-12 10:42:33] #2246/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 10:42:52] #2247/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-12 10:43:17] #2248/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 10:43:59] #2249/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.873 | conf=0.720 | gap=0.570
[2026-05-12 10:44:47] #2250/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 10:45:22] #2251/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 10:46:11] #2252/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.385 | conf=0.611 | gap=0.500
[2026-05-12 10:46:24] #2253/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-12 10:46:57] #2254/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.558 | conf=0.880 | gap=0.850
[2026-05-12 10:48:30] #2255/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 10:49:11] #2256/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.514 | conf=0.900 | gap=0.880
[2026-05-12 10:49:56] #2257/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-12 10:50:11] #2258/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 10:50:44] #2259/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.828 | conf=0.611 | gap=0.278
[2026-05-12 10:51:12] #2260/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 10:51:53] #2261/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 10:52:23] #2262/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:52:49] #2263/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.055 | conf=0.720 | gap=0.620
[2026-05-12 10:54:24] #2265/03347 | true=Sit-up(10) | pred=Walk(11) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-12 10:54:51] #2266/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 10:55:47] #2268/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-12 10:56:36] #2269/03347 | true=Sit-up(10) | pred=Pick(7) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 10:57:32] #2270/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-12 10:58:22] #2271/03347 | true=Sit-up(10) | pred=Table-tennis(17) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 10:58:54] #2272/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.483 | conf=0.579 | gap=0.474
[2026-05-12 10:59:45] #2274/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:00:00] #2275/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.017 | conf=0.700 | gap=0.550
[2026-05-12 11:00:36] #2276/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-12 11:01:05] #2277/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 11:01:39] #2278/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.727 | conf=0.850 | gap=0.820
[2026-05-12 11:02:04] #2279/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-12 11:02:32] #2280/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.579 | conf=0.850 | gap=0.780
[2026-05-12 11:03:07] #2281/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 11:04:17] #2283/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:04:49] #2284/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-12 11:05:38] #2285/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-12 11:06:04] #2286/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-12 11:06:38] #2287/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 11:07:10] #2288/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-12 11:07:40] #2289/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:08:22] #2290/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.688 | conf=0.850 | gap=0.800
[2026-05-12 11:09:13] #2291/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-12 11:10:28] #2292/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.880 | conf=0.750 | gap=0.600
[2026-05-12 11:11:09] #2293/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 11:11:48] #2294/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.596 | conf=0.880 | gap=0.860
[2026-05-12 11:12:37] #2295/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:13:15] #2296/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-12 11:13:43] #2297/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 11:14:19] #2298/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-12 11:14:32] #2299/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-12 11:15:01] #2300/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-12 11:15:55] #2301/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:16:32] #2302/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.231 | conf=0.550 | gap=0.300
[2026-05-12 11:17:08] #2303/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.782 | conf=0.761 | gap=0.598
[2026-05-12 11:18:20] #2304/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:19:09] #2305/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 11:19:38] #2306/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.792 | conf=0.800 | gap=0.720
[2026-05-12 11:19:49] #2307/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:20:30] #2308/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 11:21:33] #2309/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:22:22] #2310/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.735 | conf=0.750 | gap=0.550
[2026-05-12 11:22:40] #2311/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-12 11:23:32] #2312/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.826 | conf=0.737 | gap=0.579
[2026-05-12 11:24:22] #2313/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 11:24:35] #2314/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-12 11:25:07] #2315/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.799 | conf=0.700 | gap=0.450
[2026-05-12 11:25:41] #2316/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 11:26:10] #2317/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-12 11:26:40] #2318/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 11:27:08] #2319/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 11:28:01] #2320/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.571 | conf=0.880 | gap=0.850
[2026-05-12 11:28:42] #2321/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 11:29:13] #2322/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
