[2026-05-08 16:32:10]   [002/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-09 06:56:49]   [5803/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.19 | top=6:0.72, 10:0.10
[2026-05-09 06:56:54]   [5804/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.14 | top=4:0.98, 0:0.00
[2026-05-09 06:57:00]   [5805/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.17 | top=14:0.97, 11:0.01
[2026-05-09 06:57:17]   [5808/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.89 | top=5:0.84, 0:0.01
[2026-05-09 06:57:23]   [5809/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.62 | top=11:0.85, 12:0.05
[2026-05-09 06:58:01]   [5815/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.52 | top=5:0.92, 0:0.00
[2026-05-09 06:58:09]   [5816/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.25 | top=6:0.72, 10:0.08
[2026-05-09 06:58:15]   [5817/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.15 | top=4:0.78, 0:0.02
[2026-05-09 06:58:35]   [5820/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.01 | top=5:1.00, 17:0.00
[2026-05-09 06:59:12]   [5825/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=0.92 | top=6:0.80, 5:0.05
[2026-05-09 06:59:32]   [5828/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-09 07:00:11]   [5833/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.64 | top=0:0.88, 1:0.02
[2026-05-09 07:01:18]   [5842/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.31 | top=8:0.92, 14:0.07
[2026-05-09 07:01:25]   [5843/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.71 | top=8:0.85, 14:0.05
[2026-05-09 07:01:56]   [5846/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.54 | top=8:0.86, 14:0.12
[2026-05-09 07:02:13]   [5848/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.43 | top=6:0.69, 3:0.05
[2026-05-09 07:02:26]   [5850/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.61 | top=0:0.86, 1:0.08
[2026-05-09 07:02:32]   [5851/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.30 | top=4:0.72, 3:0.05
[2026-05-09 07:02:37]   [5852/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.87 | top=0:0.84, 1:0.01
[2026-05-09 07:02:42]   [5853/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=-0.00 | top=5:1.00, 0:0.00
[2026-05-09 07:03:02]   [5856/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.52 | top=0:0.91, 2:0.02
[2026-05-09 07:03:39]   [5860/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.31 | top=0:0.92, 17:0.07
[2026-05-09 07:03:44]   [5861/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.52 | top=5:0.92, 0:0.00
[2026-05-09 07:04:02]   [5863/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.88 | top=4:0.83, 6:0.03
[2026-05-09 07:04:24]   [5866/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=2.16 | top=15:0.28, 13:0.25
[2026-05-09 07:05:12]   [5873/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=1.51 | top=17:0.64, 16:0.10
[2026-05-09 07:05:28]   [5875/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=1.58 | top=15:0.65, 11:0.05
[2026-05-09 07:06:38]   [5886/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.29 | top=5:0.94, 1:0.03
[2026-05-09 07:06:55]   [5889/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.87 | top=4:0.84, 0:0.01
[2026-05-09 07:07:10]   [5891/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.85 | top=4:0.82, 6:0.04
[2026-05-09 07:07:16]   [5892/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.23 | top=11:0.70, 12:0.12
[2026-05-09 07:07:27]   [5894/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.49 | top=4:0.91, 6:0.02
[2026-05-09 07:08:04]   [5898/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.67 | top=5:0.87, 1:0.03
[2026-05-09 07:08:09]   [5899/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.75 | top=0:0.86, 1:0.03
[2026-05-09 07:08:27]   [5901/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=1.75 | top=9:0.59, 7:0.05
[2026-05-09 07:08:36]   [5903/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.25 | top=14:0.94, 8:0.05
[2026-05-09 07:08:42]   [5904/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=1.29 | top=15:0.65, 13:0.10
[2026-05-09 07:08:55]   [5905/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.75 | top=4:0.55, 17:0.10
[2026-05-09 07:09:04]   [5907/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.30 | top=0:0.95, 1:0.01
[2026-05-09 07:09:09]   [5908/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.64 | top=1:0.82, 2:0.10
[2026-05-09 07:09:20]   [5910/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-09 07:09:30]   [5911/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.58 | top=8:0.88, 14:0.04
[2026-05-09 07:09:47]   [5913/41505] | true=Sit-up(10) | pred=Sit-up(10) |  ✓ | ent=1.29 | top=10:0.58, 6:0.20
[2026-05-09 07:10:13]   [5917/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.75 | top=11:0.85, 12:0.04
[2026-05-09 07:10:22]   [5918/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.17 | top=14:0.97, 8:0.01
[2026-05-09 07:10:29]   [5919/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=1.21 | top=9:0.76, 11:0.03
[2026-05-09 07:10:52]   [5923/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.34 | top=6:0.71, 10:0.06
[2026-05-09 07:11:39]   [5928/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.49 | top=5:0.90, 17:0.03
[2026-05-09 07:11:57]   [5930/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.42 | top=0:0.92, 1:0.02
[2026-05-09 07:12:47]   [5937/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.86 | top=5:0.82, 1:0.04
[2026-05-09 07:13:07]   [5939/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=1.37 | top=2:0.66, 1:0.15
[2026-05-09 07:13:16]   [5940/41505] | true=Sit-up(10) | pred=Sit-up(10) |  ✓ | ent=1.60 | top=10:0.62, 6:0.08
[2026-05-09 07:13:53]   [5946/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.79 | top=1:0.84, 2:0.08
[2026-05-09 07:14:00]   [5947/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.62 | top=14:0.87, 8:0.07
[2026-05-09 07:14:23]   [5950/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.10 | top=11:0.72, 12:0.08
[2026-05-09 07:14:48]   [5955/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.53 | top=5:0.92, 0:0.00
[2026-05-09 07:15:52]   [5965/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.29 | top=0:0.95, 1:0.01
[2026-05-09 07:15:56]   [5966/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.20 | top=14:0.95, 8:0.05
[2026-05-09 07:16:59]   [5972/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.96 | top=4:0.83, 3:0.02
[2026-05-09 07:18:13]   [5982/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.30 | top=0:0.95, 1:0.02
[2026-05-09 07:19:38]   [5995/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.55 | top=0:0.91, 1:0.01
[2026-05-09 07:19:59]   [5998/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.31 | top=0:0.95, 1:0.02
[2026-05-09 07:20:05]   [5999/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.10 | top=14:0.98, 8:0.02
[2026-05-09 07:20:19]   [6001/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-09 07:20:26]   [6002/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.30 | top=16:0.60, 11:0.20
[2026-05-09 07:21:08]   [6007/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=1.45 | top=15:0.55, 11:0.12
[2026-05-09 07:21:30]   [6009/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.31 | top=5:0.95, 0:0.01
[2026-05-09 07:21:45]   [6012/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.18 | top=14:0.97, 8:0.01
[2026-05-09 07:22:25]   [6018/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.74 | top=6:0.60, 4:0.05
[2026-05-09 07:22:32]   [6019/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.20 | top=14:0.95, 8:0.05
[2026-05-09 07:23:17]   [6025/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.07 | top=4:0.74, 3:0.08
[2026-05-09 07:24:10]   [6031/41505] | true=Sit-up(10) | pred=Sit-up(10) |  ✓ | ent=1.99 | top=10:0.50, 4:0.08
[2026-05-09 07:25:23]   [6040/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=1.23 | top=17:0.70, 16:0.08
[2026-05-09 07:25:44]   [6043/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.37 | top=5:0.93, 0:0.02
[2026-05-09 07:25:49]   [6044/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.31 | top=0:0.94, 2:0.02
[2026-05-09 07:26:15]   [6047/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.91 | top=3:0.50, 7:0.10
[2026-05-09 07:26:22]   [6048/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.32 | top=0:0.95, 1:0.01
[2026-05-09 07:27:17]   [6055/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.17 | top=0:0.98, 1:0.01
[2026-05-09 07:27:23]   [6056/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.50 | top=0:0.89, 3:0.05
[2026-05-09 07:27:51]   [6060/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=0.53 | top=16:0.89, 15:0.04
[2026-05-09 07:28:27]   [6065/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.60 | top=6:0.60, 10:0.11
[2026-05-09 07:28:42]   [6067/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.42 | top=0:0.92, 1:0.04
[2026-05-09 07:29:22]   [6073/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.65 | top=11:0.85, 12:0.05
[2026-05-09 07:29:45]   [6076/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.85 | top=0:0.83, 1:0.05
[2026-05-09 07:30:11]   [6079/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.80 | top=11:0.85, 12:0.04
[2026-05-09 07:30:35]   [6082/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=2.17 | top=7:0.45, 11:0.08
[2026-05-09 07:30:39]   [6083/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.89 | top=5:0.84, 0:0.01
[2026-05-09 07:31:22]   [6089/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.10 | top=14:0.98, 8:0.02
[2026-05-09 07:31:30]   [6090/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=1.21 | top=7:0.76, 15:0.04
[2026-05-09 07:31:57]   [6094/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=0.96 | top=15:0.75, 9:0.05
[2026-05-09 07:32:14]   [6097/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-09 07:32:33]   [6099/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.92 | top=9:0.83, 0:0.01
[2026-05-09 07:32:48]   [6101/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-09 07:32:54]   [6102/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.91 | top=0:0.82, 1:0.04
[2026-05-09 07:33:05]   [6103/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=0.77 | top=17:0.82, 16:0.08
[2026-05-09 07:33:22]   [6105/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=2.00 | top=4:0.52, 7:0.06
[2026-05-09 07:33:27]   [6106/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=1.29 | top=1:0.55, 0:0.25
[2026-05-09 07:33:51]   [6109/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.13 | top=14:0.98, 8:0.01
[2026-05-09 07:34:02]   [6110/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.78 | top=0:0.82, 1:0.10
[2026-05-09 07:34:12]   [6111/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=1.06 | top=9:0.70, 15:0.15
[2026-05-09 07:34:25]   [6112/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.53 | top=6:0.55, 10:0.20
[2026-05-09 07:35:25]   [6120/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=0.37 | top=16:0.94, 11:0.02
[2026-05-09 07:35:46]   [6123/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.55 | top=1:0.85, 2:0.10
[2026-05-09 07:36:03]   [6125/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.77 | top=8:0.78, 14:0.15
[2026-05-09 07:36:37]   [6128/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=1.22 | top=7:0.76, 3:0.03
[2026-05-09 07:36:52]   [6130/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.32 | top=0:0.93, 1:0.04
[2026-05-09 07:36:59]   [6131/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.71 | top=9:0.88, 7:0.02
[2026-05-09 07:37:58]   [6139/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.14 | top=5:0.98, 1:0.00
[2026-05-09 07:38:26]   [6143/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=1.08 | top=2:0.72, 1:0.10
[2026-05-09 07:38:50]   [6147/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.48 | top=0:0.88, 2:0.08
[2026-05-09 07:39:30]   [6153/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.01 | top=11:0.81, 12:0.02
[2026-05-09 07:40:04]   [6159/41505] | true=Sit-up(10) | pred=Sit-up(10) |  ✓ | ent=1.41 | top=10:0.70, 7:0.05
[2026-05-09 07:40:08]   [6160/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.36 | top=9:0.92, 10:0.04
[2026-05-09 07:40:17]   [6161/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=1.35 | top=9:0.72, 7:0.04
[2026-05-09 07:40:45]   [6164/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.90 | top=1:0.82, 2:0.06
[2026-05-09 07:40:54]   [6165/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=1.04 | top=5:0.80, 0:0.02
[2026-05-09 07:41:16]   [6167/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.36 | top=0:0.92, 1:0.04
[2026-05-09 07:41:24]   [6168/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=1.06 | top=1:0.79, 0:0.05
[2026-05-09 07:41:32]   [6169/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.17 | top=3:0.75, 7:0.05
[2026-05-09 07:42:07]   [6174/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=1.78 | top=7:0.55, 10:0.12
[2026-05-09 07:42:25]   [6177/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.98 | top=4:0.82, 7:0.03
[2026-05-09 07:42:34]   [6178/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.21 | top=4:0.72, 6:0.10
[2026-05-09 07:43:31]   [6185/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=1.08 | top=15:0.65, 12:0.18
[2026-05-09 07:44:10]   [6190/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.99 | top=4:0.82, 6:0.02
[2026-05-09 07:45:03]   [6198/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=1.34 | top=2:0.71, 0:0.05
[2026-05-09 07:45:37]   [6204/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-09 07:46:00]   [6208/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=1.15 | top=5:0.77, 2:0.05
[2026-05-09 07:46:05]   [6209/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.33 | top=0:0.94, 1:0.02
[2026-05-09 07:46:21]   [6212/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=-0.00 | top=5:1.00, 0:0.00
[2026-05-09 07:46:33]   [6214/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=1.45 | top=2:0.66, 1:0.11
[2026-05-09 07:46:38]   [6215/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.58 | top=11:0.91, 12:0.01
[2026-05-09 07:48:27]   [6231/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.43 | top=0:0.92, 1:0.04
[2026-05-09 07:48:38]   [6232/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.98 | top=16:0.45, 11:0.15
[2026-05-09 07:48:48]   [6233/41505] | true=Sit-up(10) | pred=Sit-up(10) |  ✓ | ent=2.25 | top=10:0.40, 6:0.12
[2026-05-09 07:49:07]   [6235/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.80 | top=4:0.85, 3:0.02
[2026-05-09 07:49:11]   [6236/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=1.55 | top=7:0.64, 4:0.08
[2026-05-09 07:50:21]   [6244/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.52 | top=5:0.92, 0:0.00
[2026-05-09 07:50:29]   [6245/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.32 | top=8:0.92, 14:0.06
[2026-05-09 07:50:49]   [6248/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.09 | top=3:0.78, 2:0.03
[2026-05-09 07:52:10]   [6258/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=-0.00 | top=6:1.00, 0:0.00
[2026-05-09 07:52:17]   [6259/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.70 | top=8:0.85, 14:0.07
[2026-05-09 07:52:55]   [6265/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.27 | top=8:0.94, 14:0.04
[2026-05-09 07:53:17]   [6269/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.18 | top=11:0.97, 12:0.01
[2026-05-09 07:53:41]   [6273/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.28 | top=3:0.72, 2:0.04
[2026-05-09 07:54:00]   [6276/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=2.05 | top=16:0.45, 11:0.10
[2026-05-09 07:54:36]   [6281/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.34 | top=4:0.73, 0:0.02
[2026-05-09 07:54:57]   [6284/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.91 | top=0:0.84, 1:0.02
[2026-05-09 07:55:10]   [6286/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.57 | top=5:0.91, 0:0.01
[2026-05-09 07:56:52]   [6301/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.39 | top=5:0.94, 2:0.01
[2026-05-09 07:57:06]   [6303/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-09 07:57:22]   [6305/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.63 | top=0:0.89, 1:0.02
[2026-05-09 07:58:38]   [6316/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.06 | top=8:0.99, 14:0.01
[2026-05-09 07:59:18]   [6321/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=2.08 | top=16:0.40, 11:0.20
[2026-05-09 07:59:38]   [6324/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.57 | top=6:0.65, 4:0.05
[2026-05-09 08:00:28]   [6329/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.89 | top=5:0.84, 0:0.01
[2026-05-09 08:01:59]   [6337/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=1.05 | top=9:0.80, 7:0.05
[2026-05-09 08:02:41]   [6342/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=1.24 | top=15:0.65, 9:0.15
[2026-05-09 08:02:55]   [6344/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.22 | top=8:0.95, 14:0.04
[2026-05-09 08:03:18]   [6347/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.89 | top=5:0.84, 0:0.01
[2026-05-09 08:03:46]   [6350/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.00 | top=11:0.72, 12:0.10
[2026-05-09 08:04:04]   [6352/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=2.14 | top=3:0.42, 11:0.08
[2026-05-09 08:04:33]   [6355/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.37 | top=0:0.94, 1:0.02
[2026-05-09 08:04:44]   [6357/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.69 | top=0:0.88, 1:0.03
[2026-05-09 08:05:20]   [6361/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.20 | top=0:0.97, 1:0.01
[2026-05-09 08:05:59]   [6366/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=1.04 | top=0:0.80, 2:0.03
[2026-05-09 08:07:02]   [6375/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=1.12 | top=14:0.75, 13:0.06
[2026-05-09 08:07:13]   [6377/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.90 | top=16:0.50, 11:0.15
[2026-05-09 08:08:06]   [6385/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.14 | top=11:0.98, 0:0.00
[2026-05-09 08:08:14]   [6386/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.27 | top=11:0.96, 12:0.01
[2026-05-09 08:08:46]   [6390/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.16 | top=16:0.65, 11:0.15
[2026-05-09 08:08:59]   [6391/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=1.78 | top=17:0.50, 14:0.12
[2026-05-09 08:09:23]   [6393/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.74 | top=9:0.85, 15:0.03
[2026-05-09 08:09:33]   [6394/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=1.94 | top=17:0.44, 14:0.10
[2026-05-09 08:09:45]   [6396/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.69 | top=0:0.88, 1:0.03
[2026-05-09 08:09:54]   [6398/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.23 | top=0:0.97, 1:0.01
[2026-05-09 08:10:32]   [6402/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=1.95 | top=17:0.40, 16:0.15
[2026-05-09 08:10:43]   [6403/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=1.63 | top=8:0.55, 14:0.20
[2026-05-09 08:10:50]   [6404/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.07 | top=4:0.80, 0:0.02
[2026-05-09 08:11:33]   [6410/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.05 | top=4:0.80, 3:0.05
[2026-05-09 08:11:39]   [6411/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.20 | top=8:0.97, 11:0.01
[2026-05-09 08:11:47]   [6412/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.11 | top=0:0.98, 1:0.00
[2026-05-09 08:11:54]   [6413/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.18 | top=5:0.97, 6:0.00
[2026-05-09 08:11:58]   [6414/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=-0.00 | top=5:1.00, 0:0.00
[2026-05-09 08:12:10]   [6415/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.46 | top=11:0.55, 16:0.14
[2026-05-09 08:12:22]   [6417/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.42 | top=9:0.92, 7:0.02
[2026-05-09 08:12:38]   [6419/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.34 | top=11:0.71, 12:0.05
[2026-05-09 08:14:07]   [6431/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.11 | top=11:0.76, 12:0.05
[2026-05-09 08:14:26]   [6434/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.56 | top=0:0.91, 1:0.01
[2026-05-09 08:14:31]   [6435/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.11 | top=8:0.98, 14:0.01
[2026-05-09 08:15:12]   [6440/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.45 | top=9:0.92, 7:0.02
[2026-05-09 08:16:04]   [6447/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.92 | top=4:0.83, 0:0.01
