[2026-05-11 23:15:03] MotionSense class 5 (walking) T=0.8
[2026-05-11 23:15:03]   3743 windows
[2026-05-11 23:15:14] #0001/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 08:24:56] #1883/03743 | true=walking | pred=walking | ✓ | ent=0.888 conf=0.560 gap=0.180
[2026-05-12 08:25:02] #1884/03743 | true=walking | pred=walking | ✓ | ent=0.943 conf=0.500 gap=0.100
[2026-05-12 08:25:14] #1885/03743 | true=walking | pred=walking | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 08:25:37] #1886/03743 | true=walking | pred=walking | ✓ | ent=1.035 conf=0.550 gap=0.200
[2026-05-12 08:26:23] #1887/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:26:56] #1888/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:27:19] #1889/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 08:27:23] #1890/03743 | true=walking | pred=walking | ✓ | ent=0.945 conf=0.720 gap=0.570
[2026-05-12 08:27:39] #1891/03743 | true=walking | pred=walking | ✓ | ent=0.752 conf=0.600 gap=0.220
[2026-05-12 08:28:16] #1892/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:28:20] #1893/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 08:28:41] #1894/03743 | true=walking | pred=walking | ✓ | ent=0.627 conf=0.850 gap=0.790
[2026-05-12 08:29:04] #1895/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 08:29:15] #1896/03743 | true=walking | pred=upstairs | ✗ | ent=1.153 conf=0.550 gap=0.260
[2026-05-12 08:29:24] #1897/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 08:29:42] #1898/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 08:30:04] #1899/03743 | true=walking | pred=walking | ✓ | ent=1.035 conf=0.650 gap=0.450
[2026-05-12 08:30:18] #1900/03743 | true=walking | pred=walking | ✓ | ent=1.164 conf=0.650 gap=0.500
[2026-05-12 08:30:18]   [1900/3743] acc=74% filt=1566
[2026-05-12 08:30:49] #1901/03743 | true=walking | pred=downstairs | ✗ | ent=1.106 conf=0.450 gap=0.050
[2026-05-12 08:31:09] #1902/03743 | true=walking | pred=jogging | ✗ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 08:31:14] #1903/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 08:31:52] #1904/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:32:08] #1905/03743 | true=walking | pred=walking | ✓ | ent=1.165 conf=0.500 gap=0.250
[2026-05-12 08:32:13] #1906/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 08:32:27] #1907/03743 | true=walking | pred=walking | ✓ | ent=1.142 conf=0.500 gap=0.150
[2026-05-12 08:32:41] #1908/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.600 gap=0.350
[2026-05-12 08:33:09] #1909/03743 | true=walking | pred=walking | ✓ | ent=1.150 conf=0.650 gap=0.530
[2026-05-12 08:33:41] #1910/03743 | true=walking | pred=downstairs | ✗ | ent=1.284 conf=0.350 gap=0.000
[2026-05-12 08:34:07] #1911/03743 | true=walking | pred=jogging | ✗ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 08:34:34] #1912/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:34:47] #1913/03743 | true=walking | pred=upstairs | ✗ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 08:35:03] #1914/03743 | true=walking | pred=downstairs | ✗ | ent=1.201 conf=0.450 gap=0.050
[2026-05-12 08:35:17] #1915/03743 | true=walking | pred=walking | ✓ | ent=0.839 conf=0.750 gap=0.600
[2026-05-12 08:35:19] #1916/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 08:35:23] #1917/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 08:35:28] #1918/03743 | true=walking | pred=walking | ✓ | ent=1.086 conf=0.600 gap=0.350
[2026-05-12 08:35:46] #1919/03743 | true=walking | pred=upstairs | ✗ | ent=0.811 conf=0.800 gap=0.750
[2026-05-12 08:35:50] #1920/03743 | true=walking | pred=walking | ✓ | ent=1.165 conf=0.500 gap=0.250
[2026-05-12 08:35:50]   [1920/3743] acc=73% filt=1578
[2026-05-12 08:36:21] #1921/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 08:36:35] #1922/03743 | true=walking | pred=upstairs | ✗ | ent=0.743 conf=0.820 gap=0.760
[2026-05-12 08:37:06] #1923/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:37:10] #1924/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 08:37:21] #1925/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 08:37:50] #1926/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 08:38:13] #1927/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 08:38:26] #1928/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 08:38:42] #1929/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:39:08] #1930/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 08:39:12] #1931/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 08:39:15] #1932/03743 | true=walking | pred=walking | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 08:39:31] #1933/03743 | true=walking | pred=walking | ✓ | ent=0.700 conf=0.800 gap=0.700
[2026-05-12 08:39:40] #1934/03743 | true=walking | pred=walking | ✓ | ent=0.878 conf=0.700 gap=0.550
[2026-05-12 08:39:50] #1935/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 08:40:27] #1936/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:40:41] #1937/03743 | true=walking | pred=walking | ✓ | ent=0.823 conf=0.730 gap=0.580
[2026-05-12 08:40:53] #1938/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 08:40:58] #1939/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 08:41:14] #1940/03743 | true=walking | pred=upstairs | ✗ | ent=1.394 conf=0.500 gap=0.300
[2026-05-12 08:41:14]   [1940/3743] acc=73% filt=1595
[2026-05-12 08:41:29] #1941/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 08:41:37] #1942/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 08:42:12] #1943/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:43:12] #1944/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 08:44:15] #1945/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 08:44:34] #1946/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 08:44:59] #1947/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 08:46:13] #1948/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 08:46:32] #1949/03743 | true=walking | pred=walking | ✓ | ent=1.249 conf=0.400 gap=0.050
[2026-05-12 08:46:42] #1950/03743 | true=walking | pred=walking | ✓ | ent=1.277 conf=0.550 gap=0.330
[2026-05-12 08:46:55] #1951/03743 | true=walking | pred=walking | ✓ | ent=1.013 conf=0.500 gap=0.100
[2026-05-12 08:47:15] #1952/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:47:29] #1953/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 08:47:45] #1954/03743 | true=walking | pred=walking | ✓ | ent=0.688 conf=0.800 gap=0.680
[2026-05-12 08:48:13] #1955/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:48:28] #1956/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 08:48:57] #1957/03743 | true=walking | pred=upstairs | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 08:49:11] #1958/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 08:49:42] #1959/03743 | true=walking | pred=downstairs | ✗ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 08:49:59] #1960/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 08:49:59]   [1960/3743] acc=74% filt=1612
[2026-05-12 08:50:23] #1961/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:50:33] #1962/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 08:50:42] #1963/03743 | true=walking | pred=upstairs | ✗ | ent=1.153 conf=0.600 gap=0.370
[2026-05-12 08:51:06] #1964/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 08:51:20] #1965/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 08:51:35] #1966/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 08:51:42] #1967/03743 | true=walking | pred=walking | ✓ | ent=0.878 conf=0.740 gap=0.620
[2026-05-12 08:51:47] #1968/03743 | true=walking | pred=walking | ✓ | ent=1.142 conf=0.500 gap=0.200
[2026-05-12 08:52:00] #1969/03743 | true=walking | pred=walking | ✓ | ent=1.010 conf=0.500 gap=0.080
[2026-05-12 08:52:26] #1970/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:52:41] #1971/03743 | true=walking | pred=walking | ✓ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 08:52:45] #1972/03743 | true=walking | pred=walking | ✓ | ent=0.910 conf=0.750 gap=0.650
[2026-05-12 08:52:48] #1973/03743 | true=walking | pred=walking | ✓ | ent=1.352 conf=0.400 gap=0.050
[2026-05-12 08:53:00] #1974/03743 | true=walking | pred=walking | ✓ | ent=1.005 conf=0.580 gap=0.300
[2026-05-12 08:53:15] #1975/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 08:53:28] #1976/03743 | true=walking | pred=walking | ✓ | ent=1.271 conf=0.500 gap=0.200
[2026-05-12 08:53:39] #1977/03743 | true=walking | pred=upstairs | ✗ | ent=0.735 conf=0.750 gap=0.620
[2026-05-12 08:53:43] #1978/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:54:13] #1979/03743 | true=walking | pred=walking | ✓ | ent=1.106 conf=0.450 gap=0.050
[2026-05-12 08:54:16] #1980/03743 | true=walking | pred=walking | ✓ | ent=1.440 conf=0.450 gap=0.200
[2026-05-12 08:54:16]   [1980/3743] acc=74% filt=1626
[2026-05-12 08:54:24] #1981/03743 | true=walking | pred=upstairs | ✗ | ent=1.113 conf=0.600 gap=0.340
[2026-05-12 08:54:44] #1982/03743 | true=walking | pred=walking | ✓ | ent=1.352 conf=0.400 gap=0.050
[2026-05-12 08:54:56] #1983/03743 | true=walking | pred=walking | ✓ | ent=1.055 conf=0.680 gap=0.530
[2026-05-12 08:55:00] #1984/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:55:23] #1985/03743 | true=walking | pred=upstairs | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:55:27] #1986/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 08:55:47] #1987/03743 | true=walking | pred=walking | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 08:55:51] #1988/03743 | true=walking | pred=walking | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 08:56:17] #1989/03743 | true=walking | pred=walking | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 08:56:25] #1990/03743 | true=walking | pred=walking | ✓ | ent=1.305 conf=0.420 gap=0.070
[2026-05-12 08:56:29] #1991/03743 | true=walking | pred=walking | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 08:57:00] #1992/03743 | true=walking | pred=upstairs | ✗ | ent=0.443 conf=0.880 gap=0.800
[2026-05-12 08:57:03] #1993/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 08:57:06] #1994/03743 | true=walking | pred=walking | ✓ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 08:57:29] #1995/03743 | true=walking | pred=upstairs | ✗ | ent=0.792 conf=0.800 gap=0.720
[2026-05-12 08:57:33] #1996/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 08:57:37] #1997/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 08:58:01] #1998/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 08:58:15] #1999/03743 | true=walking | pred=walking | ✓ | ent=0.911 conf=0.580 gap=0.230
[2026-05-12 08:58:19] #2000/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 08:58:19]   [2000/3743] acc=74% filt=1644
[2026-05-12 08:58:36] #2001/03743 | true=walking | pred=walking | ✓ | ent=0.784 conf=0.800 gap=0.720
[2026-05-12 08:59:04] #2002/03743 | true=walking | pred=upstairs | ✗ | ent=0.741 conf=0.800 gap=0.690
[2026-05-12 08:59:37] #2003/03743 | true=walking | pred=walking | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 08:59:40] #2004/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 08:59:54] #2005/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 09:00:09] #2006/03743 | true=walking | pred=walking | ✓ | ent=1.042 conf=0.620 gap=0.370
[2026-05-12 09:00:48] #2007/03743 | true=walking | pred=jogging | ✗ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 09:01:22] #2008/03743 | true=walking | pred=upstairs | ✗ | ent=0.918 conf=0.740 gap=0.640
[2026-05-12 09:01:51] #2009/03743 | true=walking | pred=downstairs | ✗ | ent=1.089 conf=0.400 gap=0.100
[2026-05-12 09:02:18] #2010/03743 | true=walking | pred=upstairs | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 09:02:52] #2011/03743 | true=walking | pred=upstairs | ✗ | ent=0.859 conf=0.750 gap=0.640
[2026-05-12 09:03:25] #2012/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 09:03:45] #2013/03743 | true=walking | pred=walking | ✓ | ent=0.721 conf=0.750 gap=0.550
[2026-05-12 09:04:16] #2014/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 09:04:36] #2015/03743 | true=walking | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 09:04:44] #2016/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 09:05:21] #2017/03743 | true=walking | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 09:05:31] #2018/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 09:05:36] #2019/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 09:05:47] #2020/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 09:05:47]   [2020/3743] acc=73% filt=1663
[2026-05-12 09:06:12] #2021/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 09:06:19] #2022/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 09:06:26] #2023/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 09:06:39] #2024/03743 | true=walking | pred=walking | ✓ | ent=1.089 conf=0.600 gap=0.400
[2026-05-12 09:07:03] #2025/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:07:23] #2026/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 09:07:54] #2027/03743 | true=walking | pred=upstairs | ✗ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 09:08:43] #2028/03743 | true=walking | pred=walking | ✓ | ent=0.585 conf=0.800 gap=0.630
[2026-05-12 09:09:00] #2029/03743 | true=walking | pred=walking | ✓ | ent=0.887 conf=0.730 gap=0.580
[2026-05-12 09:09:11] #2030/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 09:09:23] #2031/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 09:09:43] #2032/03743 | true=walking | pred=walking | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 09:09:58] #2033/03743 | true=walking | pred=upstairs | ✗ | ent=0.994 conf=0.650 gap=0.450
[2026-05-12 09:10:38] #2034/03743 | true=walking | pred=walking | ✓ | ent=1.068 conf=0.630 gap=0.410
[2026-05-12 09:11:07] #2035/03743 | true=walking | pred=walking | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 09:11:20] #2036/03743 | true=walking | pred=walking | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 09:12:04] #2037/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 09:12:26] #2038/03743 | true=walking | pred=walking | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 09:13:28] #2039/03743 | true=walking | pred=upstairs | ✗ | ent=0.595 conf=0.820 gap=0.720
[2026-05-12 09:14:12] #2040/03743 | true=walking | pred=walking | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 09:14:12]   [2040/3743] acc=74% filt=1682
[2026-05-12 09:14:34] #2041/03743 | true=walking | pred=walking | ✓ | ent=1.068 conf=0.630 gap=0.410
[2026-05-12 09:15:03] #2042/03743 | true=walking | pred=walking | ✓ | ent=0.635 conf=0.800 gap=0.680
[2026-05-12 09:15:57] #2043/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 09:16:12] #2044/03743 | true=walking | pred=walking | ✓ | ent=1.007 conf=0.600 gap=0.300
[2026-05-12 09:17:11] #2045/03743 | true=walking | pred=upstairs | ✗ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 09:17:38] #2046/03743 | true=walking | pred=upstairs | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 09:17:46] #2047/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 09:18:21] #2048/03743 | true=walking | pred=upstairs | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:18:52] #2049/03743 | true=walking | pred=walking | ✓ | ent=0.689 conf=0.800 gap=0.700
[2026-05-12 09:18:55] #2050/03743 | true=walking | pred=walking | ✓ | ent=1.083 conf=0.590 gap=0.340
[2026-05-12 09:19:09] #2051/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 09:19:13] #2052/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 09:19:24] #2053/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 09:19:33] #2054/03743 | true=walking | pred=walking | ✓ | ent=1.249 conf=0.400 gap=0.050
[2026-05-12 09:19:49] #2055/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 09:20:33] #2056/03743 | true=walking | pred=walking | ✓ | ent=0.905 conf=0.750 gap=0.630
[2026-05-12 09:20:50] #2057/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 09:20:59] #2058/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 09:21:09] #2059/03743 | true=walking | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 09:21:38] #2060/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 09:21:38]   [2060/3743] acc=73% filt=1699
[2026-05-12 09:21:49] #2061/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 09:22:10] #2062/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 09:22:31] #2063/03743 | true=walking | pred=jogging | ✗ | ent=1.019 conf=0.620 gap=0.360
[2026-05-12 09:22:56] #2064/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 09:23:15] #2065/03743 | true=walking | pred=walking | ✓ | ent=1.165 conf=0.500 gap=0.250
[2026-05-12 09:23:20] #2066/03743 | true=walking | pred=walking | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 09:23:36] #2067/03743 | true=walking | pred=walking | ✓ | ent=0.502 conf=0.890 gap=0.840
[2026-05-12 09:23:50] #2068/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 09:24:08] #2069/03743 | true=walking | pred=upstairs | ✗ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 09:24:24] #2070/03743 | true=walking | pred=upstairs | ✗ | ent=1.017 conf=0.700 gap=0.550
[2026-05-12 09:24:47] #2071/03743 | true=walking | pred=downstairs | ✗ | ent=1.096 conf=0.350 gap=0.000
[2026-05-12 09:24:53] #2072/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 09:25:21] #2073/03743 | true=walking | pred=walking | ✓ | ent=1.083 conf=0.480 gap=0.130
[2026-05-12 09:25:43] #2074/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 09:26:04] #2075/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 09:26:15] #2076/03743 | true=walking | pred=upstairs | ✗ | ent=1.496 conf=0.450 gap=0.250
[2026-05-12 09:26:20] #2077/03743 | true=walking | pred=walking | ✓ | ent=1.031 conf=0.600 gap=0.300
[2026-05-12 09:26:39] #2078/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 09:26:44] #2079/03743 | true=walking | pred=walking | ✓ | ent=1.081 conf=0.400 gap=0.050
[2026-05-12 09:26:56] #2080/03743 | true=walking | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 09:26:56]   [2080/3743] acc=73% filt=1714
[2026-05-12 09:27:24] #2081/03743 | true=walking | pred=walking | ✓ | ent=1.060 conf=0.500 gap=0.100
