[2026-05-11 23:14:23] MotionSense class 1 (jogging) T=0.8
[2026-05-11 23:14:23]   1443 windows
[2026-05-11 23:14:26] #0001/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 04:02:37] #1330/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:02:40] #1331/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 04:02:54] #1332/01443 | true=jogging | pred=jogging | ✓ | ent=0.552 conf=0.850 gap=0.750
[2026-05-12 04:02:58] #1333/01443 | true=jogging | pred=jogging | ✓ | ent=0.405 conf=0.900 gap=0.830
[2026-05-12 04:03:09] #1334/01443 | true=jogging | pred=jogging | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 04:03:24] #1335/01443 | true=jogging | pred=jogging | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 04:03:45] #1336/01443 | true=jogging | pred=jogging | ✓ | ent=0.357 conf=0.920 gap=0.880
[2026-05-12 04:04:08] #1337/01443 | true=jogging | pred=jogging | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 04:04:20] #1338/01443 | true=jogging | pred=jogging | ✓ | ent=0.362 conf=0.920 gap=0.880
[2026-05-12 04:04:23] #1339/01443 | true=jogging | pred=jogging | ✓ | ent=0.357 conf=0.920 gap=0.880
[2026-05-12 04:04:25] #1340/01443 | true=jogging | pred=jogging | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 04:04:25]   [1340/1443] acc=99% filt=1316
[2026-05-12 04:04:31] #1341/01443 | true=jogging | pred=jogging | ✓ | ent=0.645 conf=0.820 gap=0.740
[2026-05-12 04:04:36] #1342/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 04:04:39] #1343/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:04:42] #1344/01443 | true=jogging | pred=jogging | ✓ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 04:04:53] #1345/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:04:56] #1346/01443 | true=jogging | pred=jogging | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 04:05:06] #1347/01443 | true=jogging | pred=jogging | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 04:05:10] #1348/01443 | true=jogging | pred=jogging | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 04:05:13] #1349/01443 | true=jogging | pred=jogging | ✓ | ent=0.405 conf=0.900 gap=0.830
[2026-05-12 04:05:21] #1350/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 04:05:24] #1351/01443 | true=jogging | pred=jogging | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 04:05:27] #1352/01443 | true=jogging | pred=jogging | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 04:05:53] #1353/01443 | true=jogging | pred=jogging | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 04:06:13] #1354/01443 | true=jogging | pred=jogging | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:06:16] #1355/01443 | true=jogging | pred=jogging | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:06:25] #1356/01443 | true=jogging | pred=jogging | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-12 04:06:28] #1357/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:06:52] #1358/01443 | true=jogging | pred=jogging | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 04:07:04] #1359/01443 | true=jogging | pred=jogging | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 04:07:17] #1360/01443 | true=jogging | pred=jogging | ✓ | ent=0.552 conf=0.850 gap=0.750
[2026-05-12 04:07:17]   [1360/1443] acc=99% filt=1336
[2026-05-12 04:07:30] #1361/01443 | true=jogging | pred=jogging | ✓ | ent=0.362 conf=0.920 gap=0.880
[2026-05-12 04:07:33] #1362/01443 | true=jogging | pred=jogging | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 04:07:46] #1363/01443 | true=jogging | pred=jogging | ✓ | ent=0.362 conf=0.920 gap=0.880
[2026-05-12 04:08:54] #1364/01443 | true=jogging | pred=jogging | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-12 04:09:03] #1365/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 04:09:16] #1366/01443 | true=jogging | pred=jogging | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 04:09:44] #1367/01443 | true=jogging | pred=jogging | ✓ | ent=0.404 conf=0.920 gap=0.900
[2026-05-12 04:09:47] #1368/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 04:09:50] #1369/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:10:02] #1370/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:10:04] #1371/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:10:30] #1372/01443 | true=jogging | pred=jogging | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 04:10:44] #1373/01443 | true=jogging | pred=jogging | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 04:10:47] #1374/01443 | true=jogging | pred=jogging | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 04:10:50] #1375/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:10:54] #1376/01443 | true=jogging | pred=jogging | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:11:05] #1377/01443 | true=jogging | pred=jogging | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 04:11:16] #1378/01443 | true=jogging | pred=jogging | ✓ | ent=0.482 conf=0.880 gap=0.810
[2026-05-12 04:11:25] #1379/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:11:36] #1380/01443 | true=jogging | pred=jogging | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 04:11:36]   [1380/1443] acc=99% filt=1356
[2026-05-12 04:11:41] #1381/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:11:45] #1382/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 04:11:48] #1383/01443 | true=jogging | pred=jogging | ✓ | ent=0.365 conf=0.920 gap=0.890
[2026-05-12 04:12:10] #1384/01443 | true=jogging | pred=jogging | ✓ | ent=0.974 conf=0.650 gap=0.400
[2026-05-12 04:12:14] #1385/01443 | true=jogging | pred=jogging | ✓ | ent=0.752 conf=0.750 gap=0.570
[2026-05-12 04:12:30] #1386/01443 | true=jogging | pred=jogging | ✓ | ent=0.530 conf=0.880 gap=0.820
[2026-05-12 04:12:50] #1387/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:13:00] #1388/01443 | true=jogging | pred=jogging | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 04:13:09] #1389/01443 | true=jogging | pred=jogging | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-12 04:13:12] #1390/01443 | true=jogging | pred=jogging | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 04:13:23] #1391/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:13:25] #1392/01443 | true=jogging | pred=jogging | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 04:13:28] #1393/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 04:13:33] #1394/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:13:36] #1395/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:14:02] #1396/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:14:13] #1397/01443 | true=jogging | pred=jogging | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 04:14:17] #1398/01443 | true=jogging | pred=jogging | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 04:14:21] #1399/01443 | true=jogging | pred=jogging | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 04:14:25] #1400/01443 | true=jogging | pred=jogging | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 04:14:25]   [1400/1443] acc=99% filt=1376
[2026-05-12 04:14:35] #1401/01443 | true=jogging | pred=jogging | ✓ | ent=0.362 conf=0.930 gap=0.910
[2026-05-12 04:15:01] #1402/01443 | true=jogging | pred=jogging | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 04:15:05] #1403/01443 | true=jogging | pred=jogging | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 04:15:16] #1404/01443 | true=jogging | pred=jogging | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 04:15:19] #1405/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 04:15:28] #1406/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:15:40] #1407/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:15:51] #1408/01443 | true=jogging | pred=jogging | ✓ | ent=0.365 conf=0.920 gap=0.890
[2026-05-12 04:15:55] #1409/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:15:57] #1410/01443 | true=jogging | pred=jogging | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:16:22] #1411/01443 | true=jogging | pred=jogging | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 04:16:49] #1412/01443 | true=jogging | pred=jogging | ✓ | ent=0.586 conf=0.820 gap=0.700
[2026-05-12 04:16:52] #1413/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:17:00] #1414/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:17:03] #1415/01443 | true=jogging | pred=jogging | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 04:17:07] #1416/01443 | true=jogging | pred=jogging | ✓ | ent=0.288 conf=0.940 gap=0.910
[2026-05-12 04:17:34] #1417/01443 | true=jogging | pred=jogging | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 04:17:57] #1418/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:18:09] #1419/01443 | true=jogging | pred=jogging | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:18:19] #1420/01443 | true=jogging | pred=jogging | ✓ | ent=0.288 conf=0.940 gap=0.910
[2026-05-12 04:18:19]   [1420/1443] acc=99% filt=1396
[2026-05-12 04:18:23] #1421/01443 | true=jogging | pred=jogging | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-12 04:18:27] #1422/01443 | true=jogging | pred=jogging | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 04:18:37] #1423/01443 | true=jogging | pred=jogging | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 04:18:58] #1424/01443 | true=jogging | pred=jogging | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 04:19:03] #1425/01443 | true=jogging | pred=jogging | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 04:19:23] #1426/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:19:26] #1427/01443 | true=jogging | pred=jogging | ✓ | ent=0.190 conf=0.960 gap=0.930
[2026-05-12 04:19:29] #1428/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:20:22] #1429/01443 | true=jogging | pred=jogging | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-12 04:20:33] #1430/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:20:51] #1431/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 04:21:03] #1432/01443 | true=jogging | pred=jogging | ✓ | ent=0.362 conf=0.920 gap=0.880
[2026-05-12 04:21:15] #1433/01443 | true=jogging | pred=jogging | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:21:22] #1434/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 04:21:34] #1435/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 04:21:46] #1436/01443 | true=jogging | pred=jogging | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 04:22:14] #1437/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 04:22:17] #1438/01443 | true=jogging | pred=jogging | ✓ | ent=0.357 conf=0.930 gap=0.900
[2026-05-12 04:22:36] #1439/01443 | true=jogging | pred=jogging | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 04:22:47] #1440/01443 | true=jogging | pred=jogging | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:22:47]   [1440/1443] acc=99% filt=1416
[2026-05-12 04:23:06] #1441/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:23:12] #1442/01443 | true=jogging | pred=jogging | ✓ | ent=1.081 conf=0.400 gap=0.050
[2026-05-12 04:23:14] #1443/01443 | true=jogging | pred=jogging | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 04:23:14] Done: 1423/1443 (99%)
