[2026-05-11 21:51:24] #0001/03185 | true=run | pred=run | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 03:45:46] #1680/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:46:24] #1682/03185 | true=run | pred=run | ✓ | ent=0.571 conf=0.880 gap=0.850
[2026-05-12 03:46:29] #1683/03185 | true=run | pred=run | ✓ | ent=0.482 conf=0.900 gap=0.850
[2026-05-12 03:46:32] #1684/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:46:42] #1685/03185 | true=run | pred=run | ✓ | ent=0.660 conf=0.850 gap=0.800
[2026-05-12 03:46:45] #1686/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:46:52] #1687/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-12 03:46:56] #1688/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:47:00] #1689/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 03:47:14] #1690/03185 | true=run | pred=run | ✓ | ent=0.694 conf=0.850 gap=0.810
[2026-05-12 03:47:44] #1691/03185 | true=run | pred=walk | ✗ | ent=0.977 conf=0.700 gap=0.500
[2026-05-12 03:47:48] #1692/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 03:47:50] #1693/03185 | true=run | pred=run | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-12 03:48:24] #1694/03185 | true=run | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:48:27] #1695/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 03:48:48] #1696/03185 | true=run | pred=run | ✓ | ent=1.036 conf=0.700 gap=0.550
[2026-05-12 03:48:56] #1697/03185 | true=run | pred=run | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 03:49:30] #1698/03185 | true=run | pred=run | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 03:49:34] #1699/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:49:38] #1700/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:49:45] #1701/03185 | true=run | pred=run | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 03:49:48] #1702/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:49:52] #1703/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 03:49:56] #1704/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 03:50:23] #1705/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:50:27] #1706/03185 | true=run | pred=run | ✓ | ent=0.674 conf=0.850 gap=0.800
[2026-05-12 03:50:32] #1707/03185 | true=run | pred=run | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 03:51:01] #1708/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:51:29] #1709/03185 | true=run | pred=run | ✓ | ent=0.387 conf=0.931 gap=0.921
[2026-05-12 03:51:31] #1710/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:51:35] #1711/03185 | true=run | pred=run | ✓ | ent=1.050 conf=0.700 gap=0.550
[2026-05-12 03:51:46] #1712/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 03:51:56] #1713/03185 | true=run | pred=run | ✓ | ent=0.348 conf=0.930 gap=0.910
[2026-05-12 03:51:59] #1714/03185 | true=run | pred=run | ✓ | ent=0.875 conf=0.800 gap=0.750
[2026-05-12 03:52:21] #1715/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:52:26] #1716/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 03:52:31] #1717/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:52:56] #1718/03185 | true=run | pred=run | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 03:53:00] #1719/03185 | true=run | pred=run | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 03:53:03] #1720/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:53:32] #1721/03185 | true=run | pred=run | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 03:53:35] #1722/03185 | true=run | pred=run | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 03:54:02] #1723/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 03:54:11] #1724/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:54:44] #1725/03185 | true=run | pred=walk | ✗ | ent=0.807 conf=0.780 gap=0.660
[2026-05-12 03:55:04] #1726/03185 | true=run | pred=run | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:55:09] #1727/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 03:55:20] #1728/03185 | true=run | pred=run | ✓ | ent=0.526 conf=0.870 gap=0.790
[2026-05-12 03:55:39] #1729/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:55:43] #1730/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:55:52] #1731/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:56:15] #1732/03185 | true=run | pred=run | ✓ | ent=0.870 conf=0.800 gap=0.750
[2026-05-12 03:56:24] #1733/03185 | true=run | pred=run | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 03:56:32] #1734/03185 | true=run | pred=run | ✓ | ent=0.895 conf=0.750 gap=0.600
[2026-05-12 03:56:35] #1735/03185 | true=run | pred=run | ✓ | ent=0.557 conf=0.880 gap=0.830
[2026-05-12 03:56:46] #1736/03185 | true=run | pred=run | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 03:56:58] #1737/03185 | true=run | pred=run | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:57:08] #1738/03185 | true=run | pred=run | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 03:57:15] #1739/03185 | true=run | pred=walk | ✗ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:57:18] #1740/03185 | true=run | pred=run | ✓ | ent=1.032 conf=0.650 gap=0.400
[2026-05-12 03:57:42] #1741/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 03:57:52] #1742/03185 | true=run | pred=run | ✓ | ent=0.390 conf=0.920 gap=0.900
[2026-05-12 03:57:56] #1743/03185 | true=run | pred=run | ✓ | ent=0.762 conf=0.833 gap=0.784
[2026-05-12 03:57:58] #1744/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 03:58:02] #1745/03185 | true=run | pred=run | ✓ | ent=0.215 conf=0.944 gap=0.889
[2026-05-12 03:58:10] #1746/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 03:58:21] #1747/03185 | true=run | pred=run | ✓ | ent=0.642 conf=0.850 gap=0.770
[2026-05-12 03:58:50] #1748/03185 | true=run | pred=run | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 03:58:59] #1749/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:59:07] #1750/03185 | true=run | pred=run | ✓ | ent=1.214 conf=0.650 gap=0.500
[2026-05-12 03:59:10] #1751/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:59:15] #1752/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 03:59:43] #1753/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 03:59:51] #1754/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:59:54] #1755/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:59:57] #1756/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 04:00:00] #1757/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 04:00:21] #1758/03185 | true=run | pred=run | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 04:00:41] #1759/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:00:52] #1760/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 04:01:06] #1761/03185 | true=run | pred=run | ✓ | ent=0.215 conf=0.944 gap=0.889
[2026-05-12 04:01:21] #1762/03185 | true=run | pred=walk | ✗ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 04:01:24] #1763/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 04:01:54] #1764/03185 | true=run | pred=walk | ✗ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 04:02:00] #1765/03185 | true=run | pred=run | ✓ | ent=0.864 conf=0.800 gap=0.750
[2026-05-12 04:02:11] #1766/03185 | true=run | pred=run | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 04:02:23] #1767/03185 | true=run | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 04:04:19] #1768/03185 | true=run | pred=run | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 04:04:45] #1769/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 04:04:57] #1770/03185 | true=run | pred=run | ✓ | ent=0.500 conf=0.900 gap=0.860
[2026-05-12 04:05:00] #1771/03185 | true=run | pred=run | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 04:05:21] #1772/03185 | true=run | pred=walk | ✗ | ent=0.338 conf=0.920 gap=0.860
[2026-05-12 04:05:25] #1773/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 04:05:46] #1774/03185 | true=run | pred=run | ✓ | ent=0.433 conf=0.844 gap=0.688
[2026-05-12 04:06:10] #1775/03185 | true=run | pred=run | ✓ | ent=1.036 conf=0.700 gap=0.550
[2026-05-12 04:06:14] #1776/03185 | true=run | pred=run | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 04:06:18] #1777/03185 | true=run | pred=run | ✓ | ent=0.482 conf=0.900 gap=0.850
[2026-05-12 04:06:26] #1778/03185 | true=run | pred=run | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-12 04:06:46] #1779/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 04:07:07] #1780/03185 | true=run | pred=run | ✓ | ent=1.061 conf=0.700 gap=0.550
[2026-05-12 04:07:15] #1781/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 04:07:18] #1782/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 04:07:22] #1783/03185 | true=run | pred=run | ✓ | ent=0.411 conf=0.904 gap=0.851
[2026-05-12 04:07:25] #1784/03185 | true=run | pred=run | ✓ | ent=0.616 conf=0.850 gap=0.770
[2026-05-12 04:07:28] #1785/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:07:31] #1786/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 04:07:39] #1787/03185 | true=run | pred=walk | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 04:07:51] #1788/03185 | true=run | pred=run | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 04:08:00] #1789/03185 | true=run | pred=run | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 04:08:03] #1790/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:08:07] #1791/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.800 gap=0.650
[2026-05-12 04:08:12] #1792/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:08:31] #1793/03185 | true=run | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:08:34] #1794/03185 | true=run | pred=run | ✓ | ent=1.052 conf=0.700 gap=0.550
[2026-05-12 04:08:42] #1795/03185 | true=run | pred=run | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-12 04:08:46] #1796/03185 | true=run | pred=run | ✓ | ent=0.606 conf=0.706 gap=0.412
[2026-05-12 04:08:55] #1797/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 04:09:14] #1799/03185 | true=run | pred=walk | ✗ | ent=0.595 conf=0.850 gap=0.750
[2026-05-12 04:09:27] #1800/03185 | true=run | pred=walk | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 04:09:32] #1801/03185 | true=run | pred=run | ✓ | ent=0.900 conf=0.750 gap=0.600
[2026-05-12 04:09:36] #1802/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 04:09:57] #1803/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:10:05] #1804/03185 | true=run | pred=run | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 04:10:11] #1805/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:10:26] #1806/03185 | true=run | pred=run | ✓ | ent=0.240 conf=0.950 gap=0.910
[2026-05-12 04:10:33] #1807/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:10:38] #1808/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:10:51] #1809/03185 | true=run | pred=run | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 04:11:12] #1810/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 04:11:19] #1811/03185 | true=run | pred=run | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:11:45] #1812/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:11:53] #1813/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 04:12:03] #1814/03185 | true=run | pred=run | ✓ | ent=0.417 conf=0.920 gap=0.900
[2026-05-12 04:12:11] #1815/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 04:12:42] #1816/03185 | true=run | pred=walk | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 04:12:51] #1817/03185 | true=run | pred=run | ✓ | ent=0.464 conf=0.911 gap=0.881
[2026-05-12 04:12:55] #1818/03185 | true=run | pred=run | ✓ | ent=1.235 conf=0.600 gap=0.450
[2026-05-12 04:12:57] #1819/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 04:13:06] #1820/03185 | true=run | pred=run | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 04:13:57] #1821/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:14:01] #1822/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 04:14:04] #1823/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 04:14:31] #1824/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 04:14:43] #1825/03185 | true=run | pred=run | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-12 04:14:46] #1826/03185 | true=run | pred=run | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-12 04:15:20] #1827/03185 | true=run | pred=walk | ✗ | ent=0.289 conf=0.950 gap=0.940
[2026-05-12 04:15:23] #1828/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:15:43] #1829/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 04:15:46] #1830/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 04:15:50] #1831/03185 | true=run | pred=run | ✓ | ent=0.895 conf=0.750 gap=0.600
[2026-05-12 04:16:04] #1832/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:16:36] #1833/03185 | true=run | pred=walk | ✗ | ent=0.657 conf=0.850 gap=0.800
[2026-05-12 04:16:56] #1834/03185 | true=run | pred=walk | ✗ | ent=0.947 conf=0.750 gap=0.670
[2026-05-12 04:17:05] #1835/03185 | true=run | pred=run | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 04:17:16] #1836/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 04:17:20] #1837/03185 | true=run | pred=run | ✓ | ent=0.482 conf=0.900 gap=0.850
[2026-05-12 04:17:29] #1838/03185 | true=run | pred=run | ✓ | ent=0.642 conf=0.850 gap=0.770
[2026-05-12 04:18:21] #1839/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:18:25] #1840/03185 | true=run | pred=run | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 04:18:29] #1841/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:18:34] #1842/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:18:47] #1843/03185 | true=run | pred=walk | ✗ | ent=0.606 conf=0.850 gap=0.750
[2026-05-12 04:19:49] #1844/03185 | true=run | pred=run | ✓ | ent=0.478 conf=0.885 gap=0.833
[2026-05-12 04:19:59] #1845/03185 | true=run | pred=run | ✓ | ent=1.077 conf=0.550 gap=0.200
[2026-05-12 04:20:04] #1846/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:20:11] #1847/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:20:17] #1848/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 04:20:30] #1849/03185 | true=run | pred=run | ✓ | ent=0.384 conf=0.920 gap=0.890
[2026-05-12 04:20:48] #1850/03185 | true=run | pred=walk | ✗ | ent=0.642 conf=0.850 gap=0.770
[2026-05-12 04:21:08] #1851/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:21:12] #1852/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 04:21:20] #1853/03185 | true=run | pred=run | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-12 04:21:40] #1854/03185 | true=run | pred=walk | ✗ | ent=0.648 conf=0.842 gap=0.743
[2026-05-12 04:21:59] #1855/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:22:11] #1856/03185 | true=run | pred=run | ✓ | ent=0.316 conf=0.945 gap=0.935
[2026-05-12 04:22:20] #1857/03185 | true=run | pred=walk | ✗ | ent=0.620 conf=0.846 gap=0.746
[2026-05-12 04:22:24] #1858/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 04:22:28] #1859/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:22:45] #1860/03185 | true=run | pred=walk | ✗ | ent=0.635 conf=0.850 gap=0.770
[2026-05-12 04:23:11] #1861/03185 | true=run | pred=run | ✓ | ent=0.557 conf=0.880 gap=0.830
[2026-05-12 04:23:15] #1862/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:23:19] #1863/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:23:23] #1864/03185 | true=run | pred=run | ✓ | ent=0.814 conf=0.800 gap=0.700
[2026-05-12 04:23:35] #1865/03185 | true=run | pred=run | ✓ | ent=0.993 conf=0.650 gap=0.400
[2026-05-12 04:23:46] #1866/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:23:49] #1867/03185 | true=run | pred=run | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 04:23:54] #1868/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 04:24:01] #1869/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 04:24:08] #1870/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:24:12] #1871/03185 | true=run | pred=run | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 04:24:28] #1872/03185 | true=run | pred=walk | ✗ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 04:24:48] #1873/03185 | true=run | pred=run | ✓ | ent=0.349 conf=0.889 gap=0.778
[2026-05-12 04:24:56] #1874/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:25:02] #1875/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:25:23] #1876/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:25:27] #1877/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:25:30] #1878/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 04:25:51] #1879/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:25:54] #1880/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 04:25:57] #1881/03185 | true=run | pred=run | ✓ | ent=1.065 conf=0.700 gap=0.550
[2026-05-12 04:26:06] #1882/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 04:26:18] #1883/03185 | true=run | pred=run | ✓ | ent=0.859 conf=0.750 gap=0.600
[2026-05-12 04:26:30] #1884/03185 | true=run | pred=walk | ✗ | ent=0.585 conf=0.820 gap=0.670
[2026-05-12 04:26:35] #1885/03185 | true=run | pred=run | ✓ | ent=0.971 conf=0.735 gap=0.588
[2026-05-12 04:26:59] #1886/03185 | true=run | pred=run | ✓ | ent=0.646 conf=0.850 gap=0.800
[2026-05-12 04:27:08] #1887/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 04:27:29] #1888/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:27:42] #1889/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 04:27:48] #1890/03185 | true=run | pred=run | ✓ | ent=0.451 conf=0.833 gap=0.667
[2026-05-12 04:27:58] #1891/03185 | true=run | pred=run | ✓ | ent=0.292 conf=0.939 gap=0.908
[2026-05-12 04:28:10] #1892/03185 | true=run | pred=run | ✓ | ent=0.445 conf=0.895 gap=0.842
[2026-05-12 04:28:19] #1893/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 04:28:45] #1894/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 04:29:05] #1895/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 04:29:09] #1896/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 04:29:16] #1897/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:29:26] #1898/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 04:29:29] #1899/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:29:39] #1900/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:30:05] #1901/03185 | true=run | pred=run | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-12 04:30:14] #1902/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:30:24] #1903/03185 | true=run | pred=run | ✓ | ent=0.215 conf=0.944 gap=0.889
[2026-05-12 04:30:29] #1904/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:30:32] #1905/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:31:15] #1907/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-12 04:31:24] #1908/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 04:31:48] #1909/03185 | true=run | pred=run | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 04:32:19] #1910/03185 | true=run | pred=walk | ✗ | ent=0.754 conf=0.750 gap=0.550
[2026-05-12 04:32:26] #1911/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 04:32:46] #1912/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
