[2026-05-11 23:15:06] #0001/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:58:49] #1488/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.164 conf=0.650 gap=0.500
[2026-05-12 05:59:13] #1489/01676 | true=upstairs | pred=jogging | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 05:59:17] #1490/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.890 conf=0.750 gap=0.640
[2026-05-12 05:59:31] #1491/01676 | true=upstairs | pred=jogging | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:59:34] #1492/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:59:44] #1493/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:00:30] #1495/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 06:00:39] #1496/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.792 conf=0.800 gap=0.720
[2026-05-12 06:01:09] #1497/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.717 conf=0.820 gap=0.740
[2026-05-12 06:01:27] #1498/01676 | true=upstairs | pred=walking | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 06:01:29] #1499/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 06:01:38] #1501/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 06:01:48] #1502/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.627 conf=0.850 gap=0.790
[2026-05-12 06:02:04] #1503/01676 | true=upstairs | pred=downstairs | ✗ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 06:02:24] #1504/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:02:38] #1506/01676 | true=upstairs | pred=jogging | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 06:02:41] #1507/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 06:02:48] #1509/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.166 conf=0.550 gap=0.350
[2026-05-12 06:02:51] #1510/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.803 conf=0.800 gap=0.730
[2026-05-12 06:03:10] #1511/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.080 conf=0.550 gap=0.210
[2026-05-12 06:03:36] #1512/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:03:39] #1513/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.099 conf=0.650 gap=0.500
[2026-05-12 06:03:50] #1514/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:04:00] #1515/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.538 conf=0.880 gap=0.830
[2026-05-12 06:04:21] #1516/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.330 conf=0.550 gap=0.350
[2026-05-12 06:05:02] #1517/01676 | true=upstairs | pred=downstairs | ✗ | ent=1.268 conf=0.550 gap=0.350
[2026-05-12 06:05:23] #1518/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.954 conf=0.720 gap=0.600
[2026-05-12 06:05:32] #1519/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 06:05:44] #1520/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 06:06:05] #1521/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 06:06:18] #1522/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.833 conf=0.780 gap=0.700
[2026-05-12 06:06:34] #1523/01676 | true=upstairs | pred=walking | ✗ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 06:07:03] #1524/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 06:07:19] #1526/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.816 conf=0.780 gap=0.680
[2026-05-12 06:07:56] #1527/01676 | true=upstairs | pred=walking | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 06:07:59] #1528/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:08:02] #1529/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:08:14] #1530/01676 | true=upstairs | pred=downstairs | ✗ | ent=1.177 conf=0.520 gap=0.300
[2026-05-12 06:08:25] #1531/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:08:47] #1532/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:08:50] #1533/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.254 conf=0.550 gap=0.320
[2026-05-12 06:08:55] #1534/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 06:10:32] #1537/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.269 conf=0.940 gap=0.910
[2026-05-12 06:10:43] #1538/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:10:59] #1539/01676 | true=upstairs | pred=walking | ✗ | ent=0.950 conf=0.600 gap=0.400
[2026-05-12 06:11:14] #1540/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:11:30] #1541/01676 | true=upstairs | pred=walking | ✗ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 06:11:40] #1542/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:11:49] #1543/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.833 conf=0.780 gap=0.700
[2026-05-12 06:11:56] #1545/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.910 conf=0.750 gap=0.650
[2026-05-12 06:11:58] #1546/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 06:12:19] #1547/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 06:12:26] #1548/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 06:12:40] #1549/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.920 conf=0.680 gap=0.460
[2026-05-12 06:13:05] #1550/01676 | true=upstairs | pred=jogging | ✗ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 06:13:24] #1551/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.909 conf=0.750 gap=0.630
[2026-05-12 06:13:41] #1552/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.957 conf=0.680 gap=0.480
[2026-05-12 06:13:50] #1553/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:14:03] #1554/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.268 conf=0.550 gap=0.350
[2026-05-12 06:14:13] #1555/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.627 conf=0.850 gap=0.790
[2026-05-12 06:14:39] #1556/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 06:14:42] #1557/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 06:14:50] #1558/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 06:15:49] #1559/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.109 conf=0.580 gap=0.300
[2026-05-12 06:15:52] #1560/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 06:16:06] #1561/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.910 conf=0.750 gap=0.650
[2026-05-12 06:16:36] #1562/01676 | true=upstairs | pred=walking | ✗ | ent=1.271 conf=0.600 gap=0.450
[2026-05-12 06:16:39] #1563/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 06:16:49] #1564/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:17:07] #1565/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 06:17:16] #1566/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:17:29] #1567/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.891 conf=0.750 gap=0.630
[2026-05-12 06:18:02] #1568/01676 | true=upstairs | pred=walking | ✗ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 06:18:13] #1569/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:19:13] #1570/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 06:19:22] #1571/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 06:19:48] #1572/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:19:53] #1573/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:20:01] #1574/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 06:20:19] #1576/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:20:30] #1577/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.203 conf=0.600 gap=0.420
[2026-05-12 06:21:22] #1578/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.255 conf=0.550 gap=0.300
[2026-05-12 06:21:33] #1579/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 06:21:57] #1580/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 06:22:01] #1581/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 06:22:27] #1582/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.957 conf=0.680 gap=0.480
[2026-05-12 06:22:37] #1584/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.115 conf=0.600 gap=0.400
[2026-05-12 06:22:48] #1585/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 06:22:53] #1586/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 06:23:09] #1587/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.362 conf=0.930 gap=0.910
[2026-05-12 06:23:24] #1588/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.526 conf=0.850 gap=0.770
[2026-05-12 06:23:34] #1589/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.525 conf=0.880 gap=0.820
[2026-05-12 06:23:47] #1590/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.023 conf=0.700 gap=0.570
[2026-05-12 06:23:56] #1591/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:24:58] #1592/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.171 conf=0.550 gap=0.280
[2026-05-12 06:25:26] #1593/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:25:39] #1594/01676 | true=upstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 06:25:53] #1595/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.968 conf=0.730 gap=0.630
[2026-05-12 06:26:17] #1596/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 06:26:27] #1597/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 06:26:39] #1598/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.918 conf=0.740 gap=0.640
[2026-05-12 06:26:52] #1599/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.149 conf=0.550 gap=0.340
[2026-05-12 06:27:04] #1600/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 06:27:18] #1601/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.784 conf=0.720 gap=0.560
[2026-05-12 06:27:21] #1602/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 06:27:25] #1603/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:27:32] #1604/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 06:27:34] #1605/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 06:27:43] #1606/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 06:27:56] #1607/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:27:59] #1608/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:28:03] #1609/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 06:28:14] #1610/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 06:28:25] #1611/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.623 conf=0.850 gap=0.780
[2026-05-12 06:28:37] #1612/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.190 conf=0.650 gap=0.550
[2026-05-12 06:28:53] #1613/01676 | true=upstairs | pred=downstairs | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 06:28:56] #1614/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.937 conf=0.750 gap=0.670
[2026-05-12 06:29:48] #1615/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:29:56] #1616/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.528 conf=0.860 gap=0.780
[2026-05-12 06:30:24] #1617/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.213 conf=0.550 gap=0.320
[2026-05-12 06:30:34] #1618/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:31:06] #1619/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 06:31:39] #1620/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 06:31:52] #1621/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.833 conf=0.780 gap=0.700
[2026-05-12 06:32:01] #1622/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 06:32:06] #1623/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 06:32:41] #1624/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 06:32:44] #1625/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:33:17] #1626/01676 | true=upstairs | pred=jogging | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 06:33:48] #1627/01676 | true=upstairs | pred=walking | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 06:33:51] #1628/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 06:34:18] #1629/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.092 conf=0.550 gap=0.240
[2026-05-12 06:34:28] #1630/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 06:34:50] #1632/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:35:03] #1633/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 06:35:08] #1634/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 06:35:21] #1635/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 06:35:47] #1636/01676 | true=upstairs | pred=walking | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 06:36:03] #1638/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-12 06:37:03] #1639/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 06:37:07] #1640/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.148 conf=0.550 gap=0.240
[2026-05-12 06:37:36] #1641/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:37:49] #1642/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:37:54] #1643/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.970 conf=0.700 gap=0.520
[2026-05-12 06:37:57] #1644/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 06:38:26] #1645/01676 | true=upstairs | pred=walking | ✗ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 06:39:24] #1646/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:39:28] #1647/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 06:39:47] #1648/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 06:39:51] #1649/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 06:39:53] #1650/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.950 conf=0.650 gap=0.390
[2026-05-12 06:39:59] #1651/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:40:30] #1652/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 06:40:56] #1653/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.811 conf=0.800 gap=0.750
[2026-05-12 06:41:08] #1655/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:41:39] #1656/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:42:11] #1657/01676 | true=upstairs | pred=walking | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 06:42:23] #1658/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.647 conf=0.850 gap=0.790
[2026-05-12 06:42:34] #1659/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.681 conf=0.840 gap=0.790
[2026-05-12 06:42:45] #1660/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:42:58] #1661/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 06:43:03] #1662/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.943 conf=0.720 gap=0.580
[2026-05-12 06:43:06] #1663/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.967 conf=0.700 gap=0.550
[2026-05-12 06:43:32] #1664/01676 | true=upstairs | pred=downstairs | ✗ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 06:43:48] #1665/01676 | true=upstairs | pred=walking | ✗ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 06:43:59] #1666/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:44:19] #1667/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 06:44:29] #1668/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:45:11] #1669/01676 | true=upstairs | pred=walking | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 06:45:37] #1671/01676 | true=upstairs | pred=walking | ✗ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 06:45:56] #1673/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.912 conf=0.720 gap=0.580
[2026-05-12 06:45:59] #1674/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 06:46:02] #1675/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.833 conf=0.780 gap=0.700
[2026-05-12 06:46:05] #1676/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.154 conf=0.970 gap=0.950
