[2026-05-11 23:14:52] #0001/03346 | true=standing | pred=standing | ✓ | ent=0.435 conf=0.880 gap=0.780
[2026-05-12 04:56:45] #1741/03346 | true=standing | pred=standing | ✓ | ent=1.049 conf=0.550 gap=0.200
[2026-05-12 04:57:12] #1742/03346 | true=standing | pred=standing | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 04:57:14] #1743/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:57:40] #1744/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:57:43] #1745/03346 | true=standing | pred=standing | ✓ | ent=0.716 conf=0.830 gap=0.780
[2026-05-12 04:58:04] #1746/03346 | true=standing | pred=standing | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 04:58:06] #1747/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:58:27] #1748/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:58:30] #1749/03346 | true=standing | pred=standing | ✓ | ent=1.326 conf=0.450 gap=0.100
[2026-05-12 04:58:39] #1750/03346 | true=standing | pred=standing | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 04:58:43] #1751/03346 | true=standing | pred=standing | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:58:46] #1752/03346 | true=standing | pred=standing | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 04:58:56] #1753/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 04:58:58] #1754/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 04:59:06] #1755/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:59:16] #1756/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:59:25] #1757/03346 | true=standing | pred=standing | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 04:59:45] #1758/03346 | true=standing | pred=standing | ✓ | ent=0.616 conf=0.850 gap=0.770
[2026-05-12 04:59:52] #1759/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:00:12] #1760/03346 | true=standing | pred=standing | ✓ | ent=0.579 conf=0.870 gap=0.820
[2026-05-12 05:00:15] #1761/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:00:20] #1762/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:00:41] #1763/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:00:49] #1764/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:01:02] #1765/03346 | true=standing | pred=standing | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 05:01:05] #1766/03346 | true=standing | pred=standing | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 05:01:09] #1767/03346 | true=standing | pred=standing | ✓ | ent=0.579 conf=0.870 gap=0.820
[2026-05-12 05:01:13] #1768/03346 | true=standing | pred=standing | ✓ | ent=0.467 conf=0.900 gap=0.860
[2026-05-12 05:01:16] #1769/03346 | true=standing | pred=standing | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 05:01:38] #1770/03346 | true=standing | pred=standing | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 05:01:47] #1771/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:01:56] #1772/03346 | true=standing | pred=standing | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 05:02:06] #1773/03346 | true=standing | pred=standing | ✓ | ent=0.632 conf=0.850 gap=0.780
[2026-05-12 05:02:12] #1774/03346 | true=standing | pred=standing | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 05:02:22] #1775/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:02:32] #1776/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:02:43] #1777/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:03:02] #1778/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:03:14] #1779/03346 | true=standing | pred=standing | ✓ | ent=0.802 conf=0.620 gap=0.270
[2026-05-12 05:03:20] #1780/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:03:26] #1781/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 05:03:35] #1782/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 05:03:38] #1783/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:03:41] #1784/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:03:53] #1785/03346 | true=standing | pred=standing | ✓ | ent=0.543 conf=0.880 gap=0.830
[2026-05-12 05:03:56] #1786/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:04:00] #1787/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:04:12] #1788/03346 | true=standing | pred=standing | ✓ | ent=1.022 conf=0.470 gap=0.020
[2026-05-12 05:04:23] #1789/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 05:04:32] #1790/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:04:47] #1791/03346 | true=standing | pred=standing | ✓ | ent=0.632 conf=0.850 gap=0.780
[2026-05-12 05:04:55] #1792/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:04:58] #1793/03346 | true=standing | pred=standing | ✓ | ent=0.318 conf=0.941 gap=0.921
[2026-05-12 05:05:08] #1794/03346 | true=standing | pred=standing | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 05:05:38] #1795/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 05:05:41] #1796/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:05:50] #1797/03346 | true=standing | pred=standing | ✓ | ent=0.759 conf=0.780 gap=0.630
[2026-05-12 05:05:53] #1798/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:05:57] #1799/03346 | true=standing | pred=standing | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 05:06:06] #1800/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:06:12] #1801/03346 | true=standing | pred=standing | ✓ | ent=1.297 conf=0.600 gap=0.500
[2026-05-12 05:06:15] #1802/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:06:20] #1803/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:06:24] #1804/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 05:06:44] #1805/03346 | true=standing | pred=standing | ✓ | ent=0.619 conf=0.860 gap=0.810
[2026-05-12 05:07:03] #1806/03346 | true=standing | pred=standing | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 05:07:08] #1807/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:07:10] #1808/03346 | true=standing | pred=standing | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 05:07:19] #1809/03346 | true=standing | pred=standing | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 05:07:24] #1810/03346 | true=standing | pred=standing | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 05:07:28] #1811/03346 | true=standing | pred=standing | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 05:07:37] #1812/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:07:41] #1813/03346 | true=standing | pred=standing | ✓ | ent=0.398 conf=0.920 gap=0.890
[2026-05-12 05:07:51] #1814/03346 | true=standing | pred=standing | ✓ | ent=0.565 conf=0.800 gap=0.620
[2026-05-12 05:08:19] #1815/03346 | true=standing | pred=standing | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-12 05:08:31] #1816/03346 | true=standing | pred=standing | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 05:08:36] #1817/03346 | true=standing | pred=standing | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:08:58] #1818/03346 | true=standing | pred=standing | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-12 05:09:18] #1819/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:09:23] #1820/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:09:34] #1821/03346 | true=standing | pred=standing | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 05:10:26] #1822/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:10:32] #1823/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 05:10:35] #1824/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:11:27] #1825/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:11:33] #1826/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:11:43] #1827/03346 | true=standing | pred=standing | ✓ | ent=0.632 conf=0.850 gap=0.780
[2026-05-12 05:11:56] #1828/03346 | true=standing | pred=standing | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-12 05:12:00] #1829/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:12:08] #1830/03346 | true=standing | pred=standing | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 05:12:13] #1831/03346 | true=standing | pred=standing | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 05:12:24] #1832/03346 | true=standing | pred=standing | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 05:12:27] #1833/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 05:12:29] #1834/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:12:32] #1835/03346 | true=standing | pred=standing | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 05:12:35] #1836/03346 | true=standing | pred=standing | ✓ | ent=0.554 conf=0.880 gap=0.840
[2026-05-12 05:12:46] #1837/03346 | true=standing | pred=standing | ✓ | ent=1.197 conf=0.500 gap=0.150
[2026-05-12 05:12:53] #1838/03346 | true=standing | pred=standing | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 05:13:13] #1839/03346 | true=standing | pred=standing | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 05:13:40] #1840/03346 | true=standing | pred=standing | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 05:13:58] #1841/03346 | true=standing | pred=standing | ✓ | ent=0.639 conf=0.810 gap=0.660
[2026-05-12 05:14:05] #1842/03346 | true=standing | pred=standing | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:14:12] #1843/03346 | true=standing | pred=standing | ✓ | ent=1.322 conf=0.550 gap=0.370
[2026-05-12 05:14:47] #1844/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 05:14:50] #1845/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:15:02] #1846/03346 | true=standing | pred=standing | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-12 05:15:05] #1847/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:15:07] #1848/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:15:12] #1849/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:15:15] #1850/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:16:01] #1851/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:16:11] #1852/03346 | true=standing | pred=standing | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 05:16:19] #1853/03346 | true=standing | pred=standing | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 05:16:32] #1854/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 05:16:45] #1855/03346 | true=standing | pred=standing | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:16:49] #1856/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:16:55] #1857/03346 | true=standing | pred=standing | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 05:17:04] #1858/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:17:09] #1859/03346 | true=standing | pred=standing | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 05:17:10] #1860/03346 | true=standing | pred=standing | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 05:17:18] #1861/03346 | true=standing | pred=standing | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 05:17:21] #1862/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:17:23] #1863/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:17:27] #1864/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:17:47] #1865/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:17:51] #1866/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:17:58] #1867/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:18:23] #1868/03346 | true=standing | pred=standing | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:18:25] #1869/03346 | true=standing | pred=standing | ✓ | ent=0.776 conf=0.800 gap=0.700
[2026-05-12 05:18:28] #1870/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:18:30] #1871/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:18:35] #1872/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:18:47] #1873/03346 | true=standing | pred=standing | ✓ | ent=0.679 conf=0.800 gap=0.650
[2026-05-12 05:18:59] #1874/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 05:19:27] #1875/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:19:48] #1876/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:19:59] #1877/03346 | true=standing | pred=standing | ✓ | ent=0.964 conf=0.580 gap=0.230
[2026-05-12 05:20:36] #1878/03346 | true=standing | pred=standing | ✓ | ent=1.049 conf=0.550 gap=0.200
[2026-05-12 05:20:50] #1879/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:20:53] #1880/03346 | true=standing | pred=standing | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-12 05:20:59] #1881/03346 | true=standing | pred=standing | ✓ | ent=0.357 conf=0.930 gap=0.900
[2026-05-12 05:21:02] #1882/03346 | true=standing | pred=standing | ✓ | ent=1.326 conf=0.450 gap=0.100
[2026-05-12 05:21:04] #1883/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:21:23] #1884/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:21:26] #1885/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 05:21:28] #1886/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:21:31] #1887/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:21:35] #1888/03346 | true=standing | pred=standing | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 05:21:37] #1889/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:21:46] #1890/03346 | true=standing | pred=standing | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 05:21:48] #1891/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 05:21:51] #1892/03346 | true=standing | pred=standing | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 05:23:46] #1893/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:24:14] #1894/03346 | true=standing | pred=standing | ✓ | ent=0.237 conf=0.950 gap=0.910
[2026-05-12 05:24:34] #1895/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:24:38] #1896/03346 | true=standing | pred=standing | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 05:24:42] #1897/03346 | true=standing | pred=standing | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:24:45] #1898/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:25:07] #1899/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 05:25:18] #1900/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:25:29] #1901/03346 | true=standing | pred=standing | ✓ | ent=0.701 conf=0.820 gap=0.720
[2026-05-12 05:25:38] #1902/03346 | true=standing | pred=standing | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:25:41] #1903/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:25:51] #1904/03346 | true=standing | pred=standing | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 05:26:11] #1905/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:26:21] #1906/03346 | true=standing | pred=standing | ✓ | ent=0.680 conf=0.580 gap=0.160
[2026-05-12 05:26:30] #1907/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:26:56] #1908/03346 | true=standing | pred=standing | ✓ | ent=0.540 conf=0.870 gap=0.790
[2026-05-12 05:27:23] #1909/03346 | true=standing | pred=standing | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 05:27:27] #1910/03346 | true=standing | pred=standing | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 05:27:52] #1911/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:28:49] #1912/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:28:52] #1913/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:29:03] #1914/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:29:21] #1915/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:29:32] #1916/03346 | true=standing | pred=standing | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-12 05:29:35] #1917/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:29:56] #1918/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:30:21] #1919/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:30:30] #1920/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:30:39] #1921/03346 | true=standing | pred=standing | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 05:30:42] #1922/03346 | true=standing | pred=standing | ✓ | ent=0.579 conf=0.870 gap=0.820
[2026-05-12 05:30:47] #1923/03346 | true=standing | pred=standing | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 05:30:52] #1924/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:31:04] #1925/03346 | true=standing | pred=standing | ✓ | ent=0.679 conf=0.800 gap=0.650
[2026-05-12 05:31:06] #1926/03346 | true=standing | pred=standing | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:31:19] #1927/03346 | true=standing | pred=standing | ✓ | ent=0.499 conf=0.880 gap=0.800
[2026-05-12 05:31:24] #1928/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:31:28] #1929/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:31:30] #1930/03346 | true=standing | pred=standing | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 05:31:38] #1931/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:31:49] #1932/03346 | true=standing | pred=standing | ✓ | ent=0.398 conf=0.920 gap=0.890
[2026-05-12 05:32:46] #1933/03346 | true=standing | pred=standing | ✓ | ent=0.210 conf=0.960 gap=0.940
