[2026-05-11 11:58:10] Class 16 (Stair-down) 软标签生成开始
[2026-05-11 11:58:10]   QUICK=False LIMIT=50
[2026-05-11 11:58:10]   温度=0.8 (from api_config)
[2026-05-11 11:58:10]   本类: 2635窗口 (仅加载本类, 内存友好)
[2026-05-11 11:58:10]   实际生成: 2635 窗口
[2026-05-11 11:58:23] #0001/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-12 02:24:40] #1627/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.585 | conf=0.850 | gap=0.750
[2026-05-12 02:24:54] #1628/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 02:27:08] #1629/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-12 02:27:53] #1630/02635 | true=Stair-down(16) | pred=Walk-backwards(12) | ✗ | ent=1.139 | conf=0.550 | gap=0.250
[2026-05-12 02:28:07] #1631/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 02:28:24] #1632/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-12 02:28:59] #1633/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.842 | conf=0.800 | gap=0.750
[2026-05-12 02:30:00] #1634/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=1.161 | conf=0.450 | gap=0.100
[2026-05-12 02:30:36] #1635/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:31:27] #1636/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-12 02:33:17] #1637/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.928 | conf=0.720 | gap=0.600
[2026-05-12 02:33:33] #1638/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:34:08] #1639/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 02:34:47] #1640/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-12 02:34:47]   [1640/2635] acc=937/1640=57.1% filtered=859/1640
[2026-05-12 02:35:57] #1641/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.476 | conf=0.900 | gap=0.870
[2026-05-12 02:36:24] #1642/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 02:37:03] #1643/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 02:37:57] #1644/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.977 | conf=0.720 | gap=0.640
[2026-05-12 02:38:12] #1645/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 02:38:39] #1646/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 02:39:14] #1647/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 02:40:14] #1648/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:40:24] #1649/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:41:24] #1650/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-12 02:42:01] #1651/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.401 | conf=0.909 | gap=0.869
[2026-05-12 02:42:31] #1652/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:42:42] #1653/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:42:56] #1654/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 02:43:27] #1655/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 02:44:31] #1656/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-12 02:44:49] #1657/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 02:45:29] #1658/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 02:46:16] #1659/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=1.087 | conf=0.700 | gap=0.620
[2026-05-12 02:46:59] #1660/02635 | true=Stair-down(16) | pred=Walk-backwards(12) | ✗ | ent=1.423 | conf=0.450 | gap=0.200
[2026-05-12 02:46:59]   [1660/2635] acc=948/1660=57.1% filtered=878/1660
[2026-05-12 02:47:54] #1661/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:48:57] #1662/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:50:35] #1663/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:50:58] #1664/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:51:13] #1665/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:51:30] #1666/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 02:52:00] #1667/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-12 02:52:36] #1668/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.197 | conf=0.960 | gap=0.939
[2026-05-12 02:53:08] #1669/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-12 02:53:39] #1670/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.701 | conf=0.820 | gap=0.750
[2026-05-12 02:54:35] #1671/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 02:55:15] #1672/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:55:49] #1673/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-12 02:57:10] #1674/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 02:57:51] #1675/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-12 02:58:46] #1676/02635 | true=Stair-down(16) | pred=Walk-circle(13) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 02:59:05] #1677/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 02:59:34] #1678/02635 | true=Stair-down(16) | pred=Run(14) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 03:00:19] #1679/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 03:00:39] #1680/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:00:39]   [1680/2635] acc=956/1680=56.9% filtered=898/1680
[2026-05-12 03:01:21] #1681/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 03:01:52] #1682/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 03:02:30] #1683/02635 | true=Stair-down(16) | pred=Walk-circle(13) | ✗ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-12 03:02:44] #1684/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-12 03:02:58] #1685/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:03:14] #1686/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-12 03:03:45] #1687/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-12 03:04:19] #1688/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 03:04:52] #1689/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.357 | conf=0.920 | gap=0.880
[2026-05-12 03:07:32] #1690/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:08:04] #1691/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 03:08:44] #1692/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:09:20] #1693/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.357 | conf=0.920 | gap=0.880
[2026-05-12 03:09:56] #1694/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:10:30] #1695/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 03:11:05] #1696/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 03:11:58] #1697/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=1.143 | conf=0.550 | gap=0.300
[2026-05-12 03:12:40] #1698/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:13:13] #1699/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 03:13:30] #1700/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:13:30]   [1700/2635] acc=965/1700=56.8% filtered=918/1700
[2026-05-12 03:13:51] #1701/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.276 | conf=0.950 | gap=0.930
[2026-05-12 03:14:11] #1702/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 03:15:20] #1703/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:15:57] #1704/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=0.390 | conf=0.920 | gap=0.880
[2026-05-12 03:16:27] #1705/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:17:01] #1706/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.659 | conf=0.820 | gap=0.740
[2026-05-12 03:17:41] #1707/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 03:18:19] #1708/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-12 03:18:50] #1709/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 03:19:29] #1710/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-12 03:20:02] #1711/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.651 | conf=0.850 | gap=0.800
[2026-05-12 03:20:14] #1712/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:20:29] #1713/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-12 03:21:13] #1714/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 03:21:39] #1715/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 03:22:21] #1716/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 03:22:39] #1717/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.837 | conf=0.800 | gap=0.740
[2026-05-12 03:22:55] #1718/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:23:35] #1719/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:24:05] #1720/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:24:05]   [1720/2635] acc=976/1720=56.7% filtered=938/1720
[2026-05-12 03:25:09] #1721/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 03:25:47] #1722/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.611 | conf=0.850 | gap=0.790
[2026-05-12 03:26:25] #1723/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=1.238 | conf=0.500 | gap=0.200
[2026-05-12 03:26:40] #1724/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 03:27:09] #1725/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:27:57] #1726/02635 | true=Stair-down(16) | pred=Run(14) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 03:28:35] #1727/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 03:29:23] #1728/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 03:29:40] #1729/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.742 | conf=0.830 | gap=0.770
[2026-05-12 03:30:21] #1730/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 03:30:36] #1731/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:31:21] #1732/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 03:31:40] #1733/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-12 03:31:54] #1734/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 03:32:50] #1735/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.348 | conf=0.930 | gap=0.910
[2026-05-12 03:33:12] #1736/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 03:33:43] #1737/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 03:34:12] #1738/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 03:34:30] #1739/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 03:35:44] #1740/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:35:44]   [1740/2635] acc=987/1740=56.7% filtered=957/1740
[2026-05-12 03:36:16] #1741/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:36:51] #1742/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.526 | conf=0.850 | gap=0.770
[2026-05-12 03:37:19] #1743/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 03:37:37] #1744/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 03:38:33] #1745/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 03:39:01] #1746/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:39:20] #1747/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 03:41:31] #1748/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 03:42:12] #1749/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 03:42:46] #1750/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 03:43:37] #1751/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:44:01] #1752/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:44:14] #1753/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:44:49] #1754/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.461 | conf=0.900 | gap=0.850
[2026-05-12 03:45:48] #1755/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.663 | conf=0.830 | gap=0.750
[2026-05-12 03:47:02] #1756/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-12 03:47:31] #1757/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:48:26] #1758/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 03:49:04] #1759/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-12 03:49:31] #1760/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-12 03:49:31]   [1760/2635] acc=998/1760=56.7% filtered=977/1760
[2026-05-12 03:51:11] #1761/02635 | true=Stair-down(16) | pred=Walk-circle(13) | ✗ | ent=1.442 | conf=0.500 | gap=0.250
[2026-05-12 03:51:50] #1762/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 03:52:07] #1763/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:52:48] #1764/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 03:53:18] #1765/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 03:54:07] #1766/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:54:26] #1767/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.727 | conf=0.435 | gap=0.304
[2026-05-12 03:54:40] #1768/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:55:17] #1769/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.616 | conf=0.850 | gap=0.770
[2026-05-12 03:55:49] #1770/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:56:32] #1771/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 03:56:49] #1772/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-12 03:57:29] #1773/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 03:57:45] #1774/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:58:23] #1775/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 03:58:45] #1776/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:59:03] #1777/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 04:00:19] #1778/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 04:01:12] #1779/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 04:02:10] #1780/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=1.665 | conf=0.350 | gap=0.150
[2026-05-12 04:02:10]   [1780/2635] acc=1007/1780=56.6% filtered=994/1780
[2026-05-12 04:02:30] #1781/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:03:26] #1782/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 04:05:13] #1783/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:06:36] #1784/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:07:17] #1785/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 04:07:34] #1786/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 04:08:07] #1787/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:08:37] #1788/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 04:09:33] #1789/02635 | true=Stair-down(16) | pred=Run(14) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 04:10:23] #1790/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 04:11:16] #1791/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.357 | conf=0.920 | gap=0.880
[2026-05-12 04:11:51] #1792/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 04:12:26] #1793/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 04:12:39] #1794/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:12:55] #1795/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:13:12] #1796/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.204 | conf=0.650 | gap=0.550
[2026-05-12 04:13:30] #1797/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 04:14:13] #1798/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 04:14:33] #1799/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-12 04:15:14] #1800/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.827 | conf=0.700 | gap=0.450
[2026-05-12 04:15:14]   [1800/2635] acc=1019/1800=56.6% filtered=1014/1800
[2026-05-12 04:16:54] #1801/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 04:17:32] #1802/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 04:17:51] #1803/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 04:18:23] #1804/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 04:18:56] #1805/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 04:19:28] #1806/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-12 04:20:20] #1807/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 04:21:46] #1808/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.808 | conf=0.780 | gap=0.700
