[2026-05-11 11:03:20] #0001/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:23:34] #3417/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.292 | conf=0.939 | gap=0.908
[2026-05-12 11:24:37] #3419/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:25:05] #3420/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-12 11:25:22] #3421/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 11:25:45] #3422/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:25:57] #3423/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:26:21] #3424/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-12 11:26:34] #3425/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:26:42] #3426/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:27:07] #3427/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 11:27:52] #3428/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:28:04] #3429/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:28:32] #3430/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 11:29:02] #3431/05900 | true=Lay(5) | pred=Talk-stand(3) | ✗ | ent=1.249 | conf=0.700 | gap=0.650
[2026-05-12 11:30:20] #3432/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:30:49] #3433/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:31:00] #3434/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:31:12] #3435/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:31:27] #3436/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.262 | conf=0.947 | gap=0.926
[2026-05-12 11:31:39] #3437/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:32:10] #3438/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:32:55] #3439/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:33:08] #3440/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:33:22] #3441/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:34:38] #3442/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:34:50] #3443/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.172 | conf=0.969 | gap=0.959
[2026-05-12 11:35:03] #3444/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:35:37] #3445/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:36:08] #3446/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 11:36:25] #3447/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:37:17] #3448/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.420 | conf=0.900 | gap=0.840
[2026-05-12 11:37:49] #3449/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 11:38:21] #3450/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.898 | conf=0.684 | gap=0.474
[2026-05-12 11:38:37] #3451/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.262 | conf=0.947 | gap=0.926
[2026-05-12 11:39:39] #3453/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.715 | conf=0.714 | gap=0.459
[2026-05-12 11:39:50] #3454/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:40:01] #3455/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 11:40:30] #3456/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:40:59] #3457/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.496 | conf=0.880 | gap=0.830
[2026-05-12 11:41:25] #3458/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-12 11:42:06] #3459/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-12 11:42:38] #3460/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:43:06] #3461/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.648 | conf=0.820 | gap=0.720
[2026-05-12 11:43:21] #3462/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:43:50] #3463/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 11:44:52] #3464/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-12 11:45:06] #3465/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:45:21] #3466/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:46:00] #3467/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:46:11] #3468/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-12 11:47:36] #3470/05900 | true=Lay(5) | pred=Talk-sit(2) | ✗ | ent=1.158 | conf=0.600 | gap=0.400
[2026-05-12 11:48:28] #3471/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:48:51] #3472/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:49:51] #3473/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:50:03] #3474/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:50:12] #3475/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:50:26] #3476/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:50:56] #3477/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:51:05] #3478/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:51:30] #3479/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 11:51:44] #3480/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.170 | conf=0.969 | gap=0.959
[2026-05-12 11:51:57] #3481/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:52:22] #3482/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.395 | conf=0.909 | gap=0.859
[2026-05-12 11:52:48] #3483/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-12 11:52:59] #3484/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:53:41] #3485/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 11:53:51] #3486/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:54:27] #3487/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:55:00] #3488/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-12 11:55:45] #3489/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.471 | conf=0.880 | gap=0.800
[2026-05-12 11:56:27] #3490/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:56:40] #3491/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-12 11:57:11] #3492/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.612 | conf=0.837 | gap=0.755
[2026-05-12 11:57:39] #3493/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:57:52] #3494/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:58:32] #3495/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-12 11:59:14] #3496/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:59:26] #3497/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:00:10] #3498/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.154 | conf=0.970 | gap=0.950
[2026-05-12 12:00:51] #3499/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.376 | conf=0.920 | gap=0.880
[2026-05-12 12:01:24] #3500/05900 | true=Lay(5) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:01:51] #3501/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:02:01] #3502/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:02:28] #3503/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.722 | conf=0.800 | gap=0.680
[2026-05-12 12:02:59] #3504/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 12:03:23] #3505/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:04:24] #3506/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:05:01] #3507/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:05:12] #3508/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:06:13] #3509/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:06:20] #3510/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:07:51] #3511/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:08:18] #3512/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:08:26] #3513/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-12 12:08:39] #3514/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-12 12:09:04] #3515/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:09:15] #3516/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:09:35] #3517/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:09:59] #3518/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 12:10:13] #3519/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 12:10:39] #3520/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:11:22] #3521/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.395 | conf=0.909 | gap=0.859
[2026-05-12 12:11:52] #3522/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 12:12:19] #3523/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 12:12:52] #3524/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:13:46] #3525/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.826 | conf=0.737 | gap=0.579
[2026-05-12 12:13:57] #3526/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 12:14:21] #3527/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 12:14:33] #3528/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:14:45] #3529/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:14:58] #3530/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:15:47] #3531/05900 | true=Lay(5) | pred=Talk-stand(3) | ✗ | ent=1.087 | conf=0.700 | gap=0.620
[2026-05-12 12:16:15] #3532/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.357 | conf=0.920 | gap=0.880
[2026-05-12 12:16:23] #3533/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:16:35] #3534/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:16:54] #3535/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:17:07] #3536/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:17:31] #3537/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:18:29] #3538/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 12:19:54] #3539/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-12 12:20:02] #3540/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:20:27] #3541/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.112 | conf=0.980 | gap=0.970
[2026-05-12 12:20:40] #3542/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:21:40] #3543/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:21:55] #3544/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:22:18] #3545/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-12 12:22:45] #3546/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:22:56] #3547/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.343 | conf=0.926 | gap=0.895
[2026-05-12 12:23:08] #3548/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:23:21] #3549/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-12 12:23:51] #3550/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 12:24:04] #3551/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:24:28] #3552/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:24:39] #3553/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:24:52] #3554/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:26:19] #3555/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 12:27:00] #3556/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 12:27:13] #3557/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:27:22] #3558/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:27:52] #3559/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:28:02] #3560/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:28:27] #3561/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.873 | conf=0.720 | gap=0.570
[2026-05-12 12:29:09] #3562/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 12:29:21] #3563/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:30:36] #3564/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-12 12:31:03] #3565/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:31:28] #3566/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:31:42] #3567/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:31:56] #3568/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:32:40] #3569/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-12 12:33:06] #3570/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:33:32] #3571/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 12:33:47] #3572/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 12:34:11] #3573/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:34:47] #3574/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-12 12:35:22] #3575/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-12 12:35:36] #3576/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 12:35:45] #3577/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:36:26] #3578/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:36:48] #3579/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:37:11] #3580/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:37:25] #3581/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:37:48] #3582/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-12 12:38:13] #3583/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:38:41] #3584/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 12:38:53] #3585/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 12:39:01] #3586/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:39:23] #3587/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 12:39:31] #3588/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:39:44] #3589/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:40:22] #3590/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:41:34] #3591/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 12:42:00] #3592/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:42:28] #3593/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:43:27] #3594/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:43:37] #3595/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:43:48] #3596/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-12 12:44:51] #3597/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:46:12] #3598/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 12:47:13] #3599/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 12:47:36] #3600/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 12:47:49] #3601/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 12:48:13] #3602/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-12 12:48:24] #3603/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:49:07] #3604/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-12 12:49:29] #3605/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:51:31] #3606/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=1.033 | conf=0.600 | gap=0.350
[2026-05-12 12:52:00] #3607/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.994 | conf=0.600 | gap=0.320
[2026-05-12 12:52:45] #3609/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:53:12] #3610/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:53:21] #3611/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:53:49] #3612/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-12 12:54:22] #3613/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:54:47] #3614/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.655 | conf=0.778 | gap=0.611
[2026-05-12 12:55:12] #3615/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.845 | conf=0.720 | gap=0.540
[2026-05-12 12:55:37] #3616/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 12:55:48] #3617/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:56:13] #3618/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.781 | conf=0.750 | gap=0.600
[2026-05-12 12:56:24] #3619/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:56:36] #3620/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 12:57:00] #3621/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
