[2026-05-11 21:51:29] HARTH class 2 (shuffle) T=0.8
[2026-05-11 21:51:29]   2770 windows
[2026-05-11 21:51:34] #0001/02770 | true=shuffle | pred=sit | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:24:38] #0169/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.637 conf=0.300 gap=0.050
[2026-05-13 18:24:46] #0170/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:24:49] #0171/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.051 conf=0.650 gap=0.450
[2026-05-13 18:25:01] #0172/02770 | true=shuffle | pred=stand | ✗ | ent=1.387 conf=0.480 gap=0.230
[2026-05-13 18:25:17] #0173/02770 | true=shuffle | pred=stand | ✗ | ent=0.635 conf=0.850 gap=0.770
[2026-05-13 18:25:32] #0174/02770 | true=shuffle | pred=stand | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 18:25:44] #0175/02770 | true=shuffle | pred=walk | ✗ | ent=1.686 conf=0.350 gap=0.150
[2026-05-13 18:25:51] #0176/02770 | true=shuffle | pred=sit | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 18:26:04] #0177/02770 | true=shuffle | pred=stairs_down | ✗ | ent=0.960 conf=0.650 gap=0.400
[2026-05-13 18:26:17] #0178/02770 | true=shuffle | pred=sit | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:26:29] #0179/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.028 conf=0.700 gap=0.530
[2026-05-13 18:26:44] #0180/02770 | true=shuffle | pred=stand | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 18:26:44]   [180/2770] acc=49% filt=135
[2026-05-13 18:27:03] #0181/02770 | true=shuffle | pred=lying | ✗ | ent=1.145 conf=0.640 gap=0.490
[2026-05-13 18:27:26] #0182/02770 | true=shuffle | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:27:38] #0183/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.856 conf=0.500 gap=0.050
[2026-05-13 18:27:45] #0184/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:27:55] #0185/02770 | true=shuffle | pred=lying | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:28:00] #0186/02770 | true=shuffle | pred=stairs_up | ✗ | ent=1.404 conf=0.450 gap=0.200
[2026-05-13 18:28:18] #0187/02770 | true=shuffle | pred=stand | ✗ | ent=0.693 conf=0.800 gap=0.650
[2026-05-13 18:28:36] #0188/02770 | true=shuffle | pred=walk | ✗ | ent=0.331 conf=0.940 gap=0.920
[2026-05-13 18:28:43] #0189/02770 | true=shuffle | pred=lying | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:28:49] #0190/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-13 18:29:00] #0191/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:29:07] #0192/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.448 conf=0.900 gap=0.840
[2026-05-13 18:29:23] #0193/02770 | true=shuffle | pred=walk | ✗ | ent=1.792 conf=0.250 gap=0.000
[2026-05-13 18:29:48] #0194/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-13 18:29:50] #0195/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.949 conf=0.450 gap=0.000
[2026-05-13 18:30:01] #0196/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.274 conf=0.650 gap=0.550
[2026-05-13 18:30:14] #0197/02770 | true=shuffle | pred=walk | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 18:30:16] #0198/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:30:35] #0199/02770 | true=shuffle | pred=lying | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 18:30:38] #0200/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 18:30:38]   [200/2770] acc=48% filt=149
[2026-05-13 18:30:50] #0201/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:31:07] #0202/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:31:28] #0203/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 18:31:44] #0204/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 18:31:52] #0205/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.625 conf=0.860 gap=0.800
[2026-05-13 18:32:02] #0206/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.052 conf=0.450 gap=0.000
[2026-05-13 18:32:22] #0207/02770 | true=shuffle | pred=stairs_up | ✗ | ent=1.602 conf=0.450 gap=0.270
[2026-05-13 18:32:35] #0208/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.963 conf=0.700 gap=0.500
[2026-05-13 18:32:37] #0209/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 18:32:55] #0210/02770 | true=shuffle | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:33:08] #0211/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-13 18:33:12] #0212/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:33:24] #0213/02770 | true=shuffle | pred=stand | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 18:33:45] #0214/02770 | true=shuffle | pred=walk | ✗ | ent=1.065 conf=0.720 gap=0.600
[2026-05-13 18:33:56] #0215/02770 | true=shuffle | pred=stand | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 18:34:04] #0216/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-13 18:34:10] #0217/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.857 conf=0.650 gap=0.400
[2026-05-13 18:34:38] #0218/02770 | true=shuffle | pred=stairs_up | ✗ | ent=1.537 conf=0.380 gap=0.060
[2026-05-13 18:34:51] #0219/02770 | true=shuffle | pred=lying | ✗ | ent=0.232 conf=0.950 gap=0.920
[2026-05-13 18:35:14] #0220/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.791 conf=0.650 gap=0.350
[2026-05-13 18:35:14]   [220/2770] acc=48% filt=165
[2026-05-13 18:35:37] #0221/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.977 conf=0.750 gap=0.650
[2026-05-13 18:35:44] #0222/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:35:46] #0223/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:36:02] #0224/02770 | true=shuffle | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:36:05] #0225/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 18:36:16] #0226/02770 | true=shuffle | pred=stairs_up | ✗ | ent=1.222 conf=0.650 gap=0.500
[2026-05-13 18:36:28] #0227/02770 | true=shuffle | pred=stand | ✗ | ent=1.030 conf=0.500 gap=0.200
[2026-05-13 18:36:46] #0228/02770 | true=shuffle | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 18:36:58] #0229/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.761 conf=0.800 gap=0.700
[2026-05-13 18:37:15] #0230/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.032 conf=0.650 gap=0.400
[2026-05-13 18:37:26] #0231/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-13 18:37:28] #0232/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.331 conf=0.450 gap=0.150
[2026-05-13 18:37:39] #0233/02770 | true=shuffle | pred=stand | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-13 18:37:46] #0234/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:37:58] #0235/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.977 conf=0.440 gap=0.000
[2026-05-13 18:38:03] #0236/02770 | true=shuffle | pred=stand | ✗ | ent=0.958 conf=0.750 gap=0.630
[2026-05-13 18:38:29] #0237/02770 | true=shuffle | pred=stairs_down | ✗ | ent=1.371 conf=0.450 gap=0.200
[2026-05-13 18:38:36] #0238/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-13 18:38:53] #0239/02770 | true=shuffle | pred=walk | ✗ | ent=1.012 conf=0.750 gap=0.700
[2026-05-13 18:39:12] #0240/02770 | true=shuffle | pred=stand | ✗ | ent=1.307 conf=0.500 gap=0.200
[2026-05-13 18:39:12]   [240/2770] acc=48% filt=180
[2026-05-13 18:39:25] #0241/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.009 conf=0.700 gap=0.550
[2026-05-13 18:39:31] #0242/02770 | true=shuffle | pred=stairs_up | ✗ | ent=1.049 conf=0.450 gap=0.100
[2026-05-13 18:39:41] #0243/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.175 conf=0.450 gap=0.050
[2026-05-13 18:39:59] #0244/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:40:11] #0245/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 18:40:16] #0246/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:40:29] #0247/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.781 conf=0.820 gap=0.750
[2026-05-13 18:40:40] #0248/02770 | true=shuffle | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 18:40:43] #0249/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:40:46] #0250/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.051 conf=0.650 gap=0.450
[2026-05-13 18:40:48] #0251/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.410 conf=0.580 gap=0.460
[2026-05-13 18:40:58] #0252/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.825 conf=0.650 gap=0.350
[2026-05-13 18:41:11] #0253/02770 | true=shuffle | pred=stairs_up | ✗ | ent=1.653 conf=0.300 gap=0.050
[2026-05-13 18:41:23] #0254/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-13 18:41:26] #0255/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 18:41:37] #0256/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.515 conf=0.880 gap=0.810
[2026-05-13 18:41:48] #0257/02770 | true=shuffle | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:41:52] #0258/02770 | true=shuffle | pred=sit | ✗ | ent=0.390 conf=0.930 gap=0.920
[2026-05-13 18:41:55] #0259/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.840 conf=0.490 gap=0.010
[2026-05-13 18:42:05] #0260/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:42:05]   [260/2770] acc=50% filt=195
[2026-05-13 18:42:22] #0261/02770 | true=shuffle | pred=stairs_down | ✗ | ent=0.925 conf=0.550 gap=0.170
[2026-05-13 18:42:25] #0262/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:42:28] #0263/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:42:40] #0264/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:42:43] #0265/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:42:47] #0266/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:42:56] #0267/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.275 conf=0.550 gap=0.300
[2026-05-13 18:43:08] #0268/02770 | true=shuffle | pred=lying | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:43:30] #0269/02770 | true=shuffle | pred=stairs_down | ✗ | ent=0.856 conf=0.500 gap=0.050
[2026-05-13 18:43:38] #0270/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:43:43] #0271/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 18:43:46] #0272/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:43:59] #0273/02770 | true=shuffle | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:44:11] #0274/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.469 conf=0.500 gap=0.350
[2026-05-13 18:44:22] #0275/02770 | true=shuffle | pred=stand | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 18:44:33] #0276/02770 | true=shuffle | pred=stand | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 18:44:54] #0277/02770 | true=shuffle | pred=stairs_down | ✗ | ent=1.768 conf=0.350 gap=0.150
[2026-05-13 18:45:06] #0278/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.977 conf=0.550 gap=0.170
[2026-05-13 18:45:22] #0279/02770 | true=shuffle | pred=stand | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:45:40] #0280/02770 | true=shuffle | pred=stairs_down | ✗ | ent=1.450 conf=0.500 gap=0.300
[2026-05-13 18:45:40]   [280/2770] acc=50% filt=206
[2026-05-13 18:45:49] #0281/02770 | true=shuffle | pred=stairs_up | ✗ | ent=1.018 conf=0.450 gap=0.000
[2026-05-13 18:45:51] #0282/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 18:46:02] #0283/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:46:15] #0284/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.180 conf=0.600 gap=0.350
[2026-05-13 18:46:29] #0285/02770 | true=shuffle | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:46:39] #0286/02770 | true=shuffle | pred=sit | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 18:46:48] #0287/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 18:46:59] #0288/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-13 18:47:19] #0289/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.043 conf=0.700 gap=0.600
[2026-05-13 18:47:21] #0290/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:47:25] #0291/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.983 conf=0.485 gap=0.030
[2026-05-13 18:47:39] #0292/02770 | true=shuffle | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 18:47:54] #0293/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:48:02] #0294/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.124 conf=0.450 gap=0.000
[2026-05-13 18:48:24] #0295/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-13 18:48:27] #0296/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-13 18:48:41] #0297/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.026 conf=0.650 gap=0.400
[2026-05-13 18:48:59] #0298/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.962 conf=0.750 gap=0.650
[2026-05-13 18:49:10] #0299/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.551 conf=0.500 gap=0.350
[2026-05-13 18:49:12] #0300/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.889 conf=0.480 gap=0.000
[2026-05-13 18:49:12]   [300/2770] acc=52% filt=219
[2026-05-13 18:49:30] #0301/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:49:48] #0302/02770 | true=shuffle | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:49:59] #0303/02770 | true=shuffle | pred=run | ✗ | ent=1.231 conf=0.650 gap=0.500
[2026-05-13 18:50:01] #0304/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:50:09] #0305/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:50:29] #0306/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 18:50:41] #0307/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:51:02] #0308/02770 | true=shuffle | pred=stand | ✗ | ent=0.419 conf=0.900 gap=0.850
[2026-05-13 18:51:05] #0309/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:51:11] #0310/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 18:51:13] #0311/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.476 conf=0.500 gap=0.250
[2026-05-13 18:51:19] #0312/02770 | true=shuffle | pred=stand | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 18:51:33] #0313/02770 | true=shuffle | pred=stand | ✗ | ent=0.827 conf=0.700 gap=0.450
[2026-05-13 18:51:46] #0314/02770 | true=shuffle | pred=stand | ✗ | ent=0.845 conf=0.800 gap=0.720
[2026-05-13 18:51:59] #0315/02770 | true=shuffle | pred=stairs_down | ✗ | ent=0.856 conf=0.500 gap=0.050
[2026-05-13 18:52:16] #0316/02770 | true=shuffle | pred=walk | ✗ | ent=1.505 conf=0.450 gap=0.250
[2026-05-13 18:52:27] #0317/02770 | true=shuffle | pred=stand | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:52:40] #0318/02770 | true=shuffle | pred=walk | ✗ | ent=0.635 conf=0.850 gap=0.800
[2026-05-13 18:52:59] #0319/02770 | true=shuffle | pred=walk | ✗ | ent=1.743 conf=0.300 gap=0.020
[2026-05-13 18:53:04] #0320/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.074 conf=0.650 gap=0.420
[2026-05-13 18:53:04]   [320/2770] acc=51% filt=232
[2026-05-13 18:53:13] #0321/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.218 conf=0.550 gap=0.250
[2026-05-13 18:53:18] #0322/02770 | true=shuffle | pred=stand | ✗ | ent=1.159 conf=0.680 gap=0.550
[2026-05-13 18:53:22] #0323/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:53:33] #0324/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-13 18:53:36] #0325/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:53:38] #0326/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:53:45] #0327/02770 | true=shuffle | pred=stand | ✗ | ent=1.070 conf=0.700 gap=0.550
[2026-05-13 18:54:03] #0328/02770 | true=shuffle | pred=sit | ✗ | ent=0.168 conf=0.970 gap=0.960
[2026-05-13 18:54:09] #0329/02770 | true=shuffle | pred=stand | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 18:54:16] #0330/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.121 conf=0.650 gap=0.550
[2026-05-13 18:54:40] #0331/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:54:56] #0332/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.585 conf=0.850 gap=0.750
[2026-05-13 18:55:05] #0333/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.228 conf=0.600 gap=0.400
[2026-05-13 18:55:24] #0334/02770 | true=shuffle | pred=walk | ✗ | ent=0.786 conf=0.820 gap=0.770
[2026-05-13 18:55:27] #0335/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.466 conf=0.450 gap=0.200
[2026-05-13 18:55:32] #0336/02770 | true=shuffle | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:55:51] #0337/02770 | true=shuffle | pred=stand | ✗ | ent=1.280 conf=0.600 gap=0.400
[2026-05-13 18:56:18] #0338/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.714 conf=0.350 gap=0.100
[2026-05-13 18:56:23] #0339/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:56:36] #0340/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-13 18:56:36]   [340/2770] acc=52% filt=248
[2026-05-13 18:56:38] #0341/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:56:41] #0342/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 18:56:53] #0343/02770 | true=shuffle | pred=walk | ✗ | ent=0.568 conf=0.850 gap=0.770
[2026-05-13 18:57:03] #0344/02770 | true=shuffle | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 18:57:07] #0345/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.275 conf=0.450 gap=0.200
[2026-05-13 18:57:19] #0346/02770 | true=shuffle | pred=stand | ✗ | ent=1.018 conf=0.650 gap=0.400
[2026-05-13 18:57:33] #0347/02770 | true=shuffle | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:57:50] #0348/02770 | true=shuffle | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:58:05] #0349/02770 | true=shuffle | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:58:08] #0350/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-13 18:58:10] #0351/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:58:13] #0352/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.551 conf=0.430 gap=0.130
[2026-05-13 18:58:25] #0353/02770 | true=shuffle | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:58:33] #0354/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:58:42] #0355/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 18:58:45] #0356/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:58:55] #0357/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 18:59:03] #0358/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.164 conf=0.650 gap=0.500
[2026-05-13 18:59:21] #0359/02770 | true=shuffle | pred=stairs_down | ✗ | ent=1.627 conf=0.350 gap=0.050
[2026-05-13 18:59:42] #0360/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:59:42]   [360/2770] acc=52% filt=262
[2026-05-13 18:59:55] #0361/02770 | true=shuffle | pred=stairs_down | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 19:00:00] #0362/02770 | true=shuffle | pred=lying | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:00:20] #0363/02770 | true=shuffle | pred=walk | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 19:00:34] #0364/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:00:49] #0365/02770 | true=shuffle | pred=walk | ✗ | ent=1.583 conf=0.350 gap=0.100
[2026-05-13 19:01:05] #0366/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:01:08] #0367/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 19:01:24] #0368/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.603 conf=0.850 gap=0.760
[2026-05-13 19:01:36] #0369/02770 | true=shuffle | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:01:42] #0370/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-13 19:01:52] #0371/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.712 conf=0.350 gap=0.100
[2026-05-13 19:01:59] #0372/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 19:02:17] #0373/02770 | true=shuffle | pred=stairs_down | ✗ | ent=1.570 conf=0.400 gap=0.100
[2026-05-13 19:02:21] #0374/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 19:02:30] #0375/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 19:02:40] #0376/02770 | true=shuffle | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:02:52] #0377/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-13 19:03:16] #0378/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 19:03:29] #0379/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.667 conf=0.820 gap=0.710
[2026-05-13 19:03:40] #0380/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
