[2026-05-11 21:51:38] #0002/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 11:02:11] #2409/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.373 conf=0.450 gap=0.100
[2026-05-12 11:02:44] #2411/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 11:03:37] #2415/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.335 conf=0.450 gap=0.080
[2026-05-12 11:03:41] #2416/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 11:03:45] #2417/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 11:05:24] #2419/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 11:05:28] #2420/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 11:06:52] #2425/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.813 conf=0.700 gap=0.450
[2026-05-12 11:07:51] #2428/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 11:07:54] #2429/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 11:08:28] #2431/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 11:09:12] #2434/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.387 conf=0.931 gap=0.921
[2026-05-12 11:09:16] #2435/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 11:11:12] #2442/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.475 conf=0.300 gap=0.000
[2026-05-12 11:11:18] #2443/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.943 conf=0.500 gap=0.100
[2026-05-12 11:11:45] #2444/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 11:11:55] #2446/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 11:12:10] #2448/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.476 conf=0.500 gap=0.250
[2026-05-12 11:12:45] #2450/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 11:12:48] #2451/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 11:14:33] #2457/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.089 conf=0.600 gap=0.400
[2026-05-12 11:14:47] #2458/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.009 conf=0.700 gap=0.550
[2026-05-12 11:14:53] #2459/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 11:16:12] #2460/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.704 conf=0.840 gap=0.790
[2026-05-12 11:16:48] #2461/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.817 conf=0.800 gap=0.750
[2026-05-12 11:17:00] #2462/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.804 conf=0.820 gap=0.770
[2026-05-12 11:18:00] #2465/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 11:19:07] #2466/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 11:19:46] #2467/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.859 conf=0.800 gap=0.750
[2026-05-12 11:19:53] #2468/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.400 conf=0.450 gap=0.250
[2026-05-12 11:20:25] #2470/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 11:20:59] #2472/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.652 conf=0.820 gap=0.700
[2026-05-12 11:22:08] #2476/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 11:22:22] #2477/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 11:22:55] #2479/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.466 conf=0.400 gap=0.050
[2026-05-12 11:23:06] #2480/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.517 conf=0.450 gap=0.230
[2026-05-12 11:24:26] #2485/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.048 conf=0.720 gap=0.600
[2026-05-12 11:24:41] #2486/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 11:25:03] #2487/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.995 conf=0.750 gap=0.670
[2026-05-12 11:25:24] #2488/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 11:25:38] #2489/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.107 conf=0.600 gap=0.320
[2026-05-12 11:25:54] #2491/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.307 conf=0.500 gap=0.200
[2026-05-12 11:26:29] #2493/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 11:26:39] #2494/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.373 conf=0.550 gap=0.400
[2026-05-12 11:27:45] #2500/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.326 conf=0.450 gap=0.100
[2026-05-12 11:28:03] #2501/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 11:28:06] #2502/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 11:28:13] #2503/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 11:29:09] #2505/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 11:29:33] #2506/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-12 11:29:58] #2507/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:31:04] #2512/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 11:31:06] #2513/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 11:31:23] #2514/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 11:31:29] #2515/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.096 conf=0.350 gap=0.000
[2026-05-12 11:31:40] #2516/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.321 conf=0.600 gap=0.450
[2026-05-12 11:33:43] #2523/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 11:34:01] #2525/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 11:34:05] #2526/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.379 conf=0.450 gap=0.100
[2026-05-12 11:34:29] #2529/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 11:34:37] #2530/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.065 conf=0.700 gap=0.550
[2026-05-12 11:35:02] #2531/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 11:36:28] #2535/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.517 conf=0.400 gap=0.050
[2026-05-12 11:36:43] #2536/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.754 conf=0.750 gap=0.550
[2026-05-12 11:37:30] #2539/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.334 conf=0.940 gap=0.930
[2026-05-12 11:37:50] #2541/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 11:38:10] #2542/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 11:38:33] #2543/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.043 conf=0.700 gap=0.600
[2026-05-12 11:39:08] #2545/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:39:22] #2546/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 11:40:29] #2548/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.477 conf=0.850 gap=0.710
[2026-05-12 11:40:42] #2549/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 11:40:53] #2550/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 11:41:47] #2554/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 11:42:40] #2556/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.132 conf=0.700 gap=0.600
[2026-05-12 11:43:32] #2558/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.313 conf=0.450 gap=0.070
[2026-05-12 11:43:39] #2559/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 11:44:04] #2560/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 11:44:11] #2561/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 11:44:33] #2562/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 11:44:44] #2563/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.362 conf=0.930 gap=0.910
[2026-05-12 11:45:52] #2566/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 11:46:02] #2567/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.949 conf=0.450 gap=0.000
[2026-05-12 11:46:27] #2568/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 11:46:41] #2569/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.811 conf=0.800 gap=0.750
[2026-05-12 11:46:45] #2570/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 11:47:09] #2572/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.818 conf=0.250 gap=0.000
[2026-05-12 11:47:24] #2573/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.977 conf=0.700 gap=0.500
[2026-05-12 11:47:56] #2575/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 11:48:36] #2578/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.099 conf=0.450 gap=0.000
[2026-05-12 11:50:12] #2583/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 11:50:46] #2585/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 11:51:11] #2587/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.085 conf=0.650 gap=0.450
[2026-05-12 11:51:37] #2588/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 11:52:18] #2590/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 11:52:39] #2591/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.060 conf=0.700 gap=0.600
[2026-05-12 11:52:41] #2592/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.986 conf=0.480 gap=0.020
[2026-05-12 11:53:47] #2596/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.509 conf=0.400 gap=0.100
[2026-05-12 11:55:00] #2598/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 11:55:04] #2599/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 11:55:36] #2601/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 11:55:40] #2602/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 11:55:49] #2603/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 11:57:05] #2608/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 11:57:54] #2610/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 11:58:07] #2611/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 11:58:46] #2613/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.448 conf=0.350 gap=0.050
[2026-05-12 11:58:48] #2614/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 11:59:33] #2616/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 12:00:39] #2620/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 12:00:54] #2621/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:01:13] #2622/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.864 conf=0.750 gap=0.600
[2026-05-12 12:01:46] #2623/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.055 conf=0.650 gap=0.410
[2026-05-12 12:01:54] #2624/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.656 conf=0.400 gap=0.220
[2026-05-12 12:02:33] #2626/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:02:43] #2627/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 12:03:11] #2629/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 12:05:33] #2636/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 12:06:11] #2638/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 12:06:52] #2640/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:06:58] #2641/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.267 conf=0.450 gap=0.050
[2026-05-12 12:07:22] #2643/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.184 conf=0.600 gap=0.350
[2026-05-12 12:08:03] #2645/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.868 conf=0.700 gap=0.460
[2026-05-12 12:09:27] #2650/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 12:09:36] #2651/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.660 conf=0.350 gap=0.150
[2026-05-12 12:09:54] #2652/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 12:10:19] #2654/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:10:45] #2656/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.216 conf=0.650 gap=0.500
[2026-05-12 12:11:28] #2659/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 12:12:08] #2662/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.221 conf=0.500 gap=0.300
[2026-05-12 12:12:25] #2664/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 12:12:44] #2665/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.680 conf=0.850 gap=0.790
[2026-05-12 12:13:16] #2667/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.503 conf=0.450 gap=0.150
[2026-05-12 12:13:21] #2668/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 12:13:32] #2670/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 12:13:43] #2671/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 12:14:58] #2675/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 12:15:58] #2678/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.275 conf=0.550 gap=0.300
[2026-05-12 12:16:23] #2680/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 12:16:56] #2681/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 12:17:09] #2682/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:17:23] #2683/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 12:17:38] #2685/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 12:17:48] #2686/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.068 conf=0.720 gap=0.640
[2026-05-12 12:18:30] #2688/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 12:18:36] #2689/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.124 conf=0.450 gap=0.000
[2026-05-12 12:19:00] #2691/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.781 conf=0.820 gap=0.750
[2026-05-12 12:19:33] #2693/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:20:41] #2699/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 12:20:48] #2700/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 12:20:56] #2701/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 12:20:58] #2702/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.554 conf=0.790 gap=0.590
[2026-05-12 12:21:02] #2703/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.622 conf=0.350 gap=0.150
[2026-05-12 12:21:08] #2704/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:21:10] #2705/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 12:21:41] #2706/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 12:23:58] #2712/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:24:18] #2713/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 12:24:47] #2715/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.231 conf=0.350 gap=0.000
[2026-05-12 12:25:17] #2719/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.449 conf=0.550 gap=0.400
[2026-05-12 12:26:59] #2723/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 12:27:18] #2724/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:27:21] #2725/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 12:27:24] #2726/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.366 conf=0.300 gap=0.000
[2026-05-12 12:27:44] #2727/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.670 conf=0.300 gap=0.100
[2026-05-12 12:27:50] #2728/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 12:28:09] #2730/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.742 conf=0.500 gap=0.010
[2026-05-12 12:29:00] #2733/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 12:31:09] #2737/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 12:32:30] #2741/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.043 conf=0.740 gap=0.690
[2026-05-12 12:32:38] #2742/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:33:34] #2744/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.604 conf=0.750 gap=0.510
[2026-05-12 12:34:30] #2745/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:34:39] #2746/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 12:35:57] #2749/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 12:36:05] #2750/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.906 conf=0.750 gap=0.650
[2026-05-12 12:36:15] #2751/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.102 conf=0.600 gap=0.350
[2026-05-12 12:38:03] #2753/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.803 conf=0.800 gap=0.740
[2026-05-12 12:39:11] #2758/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.688 conf=0.350 gap=0.100
[2026-05-12 12:39:50] #2760/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 12:40:50] #2763/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.421 conf=0.880 gap=0.780
[2026-05-12 12:40:53] #2764/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.668 conf=0.300 gap=0.000
[2026-05-12 12:41:38] #2765/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 12:42:22] #2768/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
