=== MotionSense all ===


--- Class 0 ---
[2026-05-11 23:14:13] MotionSense class 0 (downstairs) T=0.8
[2026-05-11 23:14:13]   1395 windows
[2026-05-11 23:14:53] #0001/01395 | true=downstairs | pred=walking | ✗ | ent=1.361 conf=0.450 gap=0.200
[2026-05-12 07:55:24] #2978/03701 | true=sitting | pred=sitting | ✓ | ent=0.625 conf=0.800 gap=0.630
[2026-05-12 07:55:32] #2979/03701 | true=sitting | pred=sitting | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 07:55:47] #2980/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:55:47]   [2980/3701] acc=100% filt=2972
[2026-05-12 07:55:55] #2981/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 07:56:04] #2982/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:56:11] #2983/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 07:56:17] #2984/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:56:36] #2985/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:56:56] #2986/03701 | true=sitting | pred=sitting | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 07:57:15] #2987/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 07:57:18] #2988/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 07:57:21] #2989/03701 | true=sitting | pred=sitting | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 07:57:37] #2990/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 07:57:53] #2991/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 07:57:58] #2992/03701 | true=sitting | pred=sitting | ✓ | ent=0.554 conf=0.880 gap=0.840
[2026-05-12 07:58:13] #2993/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 07:58:19] #2994/03701 | true=sitting | pred=sitting | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-12 07:58:23] #2995/03701 | true=sitting | pred=sitting | ✓ | ent=0.230 conf=0.950 gap=0.910
[2026-05-12 07:58:28] #2996/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:58:32] #2997/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:58:44] #2998/03701 | true=sitting | pred=sitting | ✓ | ent=0.031 conf=0.995 gap=0.990
[2026-05-12 07:58:58] #2999/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 07:59:00] #3000/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 07:59:00]   [3000/3701] acc=100% filt=2992
[2026-05-12 07:59:02] #3001/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 07:59:05] #3002/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:59:14] #3003/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:59:29] #3004/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 07:59:31] #3005/03701 | true=sitting | pred=sitting | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 07:59:35] #3006/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 07:59:43] #3007/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 07:59:45] #3008/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 07:59:48] #3009/03701 | true=sitting | pred=sitting | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-12 07:59:50] #3010/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:00:00] #3011/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 08:00:13] #3012/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:00:18] #3013/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 08:00:25] #3014/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:00:36] #3015/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:00:39] #3016/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 08:00:52] #3017/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:00:59] #3018/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:01:11] #3019/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 08:01:22] #3020/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:01:22]   [3020/3701] acc=100% filt=3012
[2026-05-12 08:01:25] #3021/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 08:01:31] #3022/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:01:40] #3023/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:01:44] #3024/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:01:47] #3025/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:01:58] #3026/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:02:02] #3027/03701 | true=sitting | pred=sitting | ✓ | ent=0.254 conf=0.940 gap=0.890
[2026-05-12 08:02:05] #3028/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:02:16] #3029/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:02:19] #3030/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:03:11] #3031/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:03:14] #3032/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:03:16] #3033/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:03:25] #3034/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:03:36] #3035/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:03:46] #3036/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:03:48] #3037/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:04:02] #3038/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 08:04:05] #3039/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:04:09] #3040/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:04:09]   [3040/3701] acc=100% filt=3032
[2026-05-12 08:04:12] #3041/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:04:14] #3042/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:04:36] #3043/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:04:39] #3044/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:04:49] #3045/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:04:52] #3046/03701 | true=sitting | pred=sitting | ✓ | ent=0.698 conf=0.700 gap=0.420
[2026-05-12 08:04:57] #3047/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 08:05:08] #3048/03701 | true=sitting | pred=sitting | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 08:05:19] #3049/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:05:28] #3050/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:05:32] #3051/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:05:35] #3052/03701 | true=sitting | pred=sitting | ✓ | ent=1.173 conf=0.550 gap=0.250
[2026-05-12 08:05:39] #3053/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:05:44] #3054/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:05:47] #3055/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:05:50] #3056/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:05:53] #3057/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:06:04] #3058/03701 | true=sitting | pred=sitting | ✓ | ent=0.129 conf=0.975 gap=0.955
[2026-05-12 08:06:11] #3059/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 08:06:16] #3060/03701 | true=sitting | pred=sitting | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:06:16]   [3060/3701] acc=100% filt=3052
[2026-05-12 08:06:56] #3061/03701 | true=sitting | pred=sitting | ✓ | ent=0.357 conf=0.930 gap=0.900
[2026-05-12 08:07:05] #3062/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:07:16] #3063/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:07:18] #3064/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:07:37] #3065/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:07:40] #3066/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:08:11] #3067/03701 | true=sitting | pred=sitting | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:08:22] #3068/03701 | true=sitting | pred=sitting | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-12 08:08:51] #3069/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:09:07] #3070/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 08:09:14] #3071/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:09:25] #3072/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:09:32] #3073/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:09:37] #3074/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:09:58] #3075/03701 | true=sitting | pred=sitting | ✓ | ent=0.087 conf=0.988 gap=0.985
[2026-05-12 08:10:09] #3076/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:10:26] #3077/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:10:30] #3078/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:10:36] #3079/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:10:52] #3080/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 08:10:52]   [3080/3701] acc=100% filt=3072
[2026-05-12 08:11:08] #3081/03701 | true=sitting | pred=sitting | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-12 08:11:12] #3082/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 08:11:17] #3083/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:11:29] #3084/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:11:34] #3085/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:11:38] #3086/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:11:41] #3087/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:11:44] #3088/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:11:47] #3089/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 08:11:51] #3090/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:12:05] #3091/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:12:17] #3092/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:12:20] #3093/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:12:35] #3094/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:12:38] #3095/03701 | true=sitting | pred=sitting | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 08:12:50] #3096/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 08:12:53] #3097/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:13:03] #3098/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:13:06] #3099/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:13:19] #3100/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 08:13:19]   [3100/3701] acc=100% filt=3092
[2026-05-12 08:13:21] #3101/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 08:13:37] #3102/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:13:57] #3103/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:13:59] #3104/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:14:08] #3105/03701 | true=sitting | pred=sitting | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 08:14:17] #3106/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 08:14:20] #3107/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 08:14:28] #3108/03701 | true=sitting | pred=sitting | ✓ | ent=0.008 conf=0.999 gap=0.998
[2026-05-12 08:14:48] #3109/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:14:51] #3110/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 08:15:02] #3111/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:15:04] #3112/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 08:15:07] #3113/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:15:19] #3114/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:15:39] #3115/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:15:43] #3116/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:15:45] #3117/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:15:58] #3118/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:16:01] #3119/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:16:03] #3120/03701 | true=sitting | pred=sitting | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-12 08:16:03]   [3120/3701] acc=100% filt=3112
[2026-05-12 08:16:06] #3121/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:16:10] #3122/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:16:18] #3123/03701 | true=sitting | pred=sitting | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 08:16:21] #3124/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:16:24] #3125/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:16:45] #3126/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:17:16] #3127/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:17:20] #3128/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:17:24] #3129/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:17:53] #3130/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:18:15] #3131/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:18:31] #3132/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 08:18:46] #3133/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:18:51] #3134/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:19:14] #3135/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:19:30] #3136/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:19:53] #3137/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:19:58] #3138/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:20:03] #3139/03701 | true=sitting | pred=sitting | ✓ | ent=0.543 conf=0.880 gap=0.830
[2026-05-12 08:20:06] #3140/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:20:06]   [3140/3701] acc=100% filt=3132
[2026-05-12 08:20:12] #3141/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:20:20] #3142/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 08:20:27] #3143/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 08:20:32] #3144/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:20:51] #3145/03701 | true=sitting | pred=sitting | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 08:20:58] #3146/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:21:04] #3147/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:21:08] #3148/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:21:13] #3149/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:21:27] #3150/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:21:40] #3151/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:21:48] #3152/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:22:01] #3153/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 08:22:09] #3154/03701 | true=sitting | pred=sitting | ✓ | ent=0.961 conf=0.700 gap=0.520
[2026-05-12 08:22:24] #3155/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:22:37] #3156/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 08:22:46] #3157/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 08:23:03] #3158/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:23:24] #3159/03701 | true=sitting | pred=sitting | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-12 08:23:37] #3160/03701 | true=sitting | pred=sitting | ✓ | ent=0.235 conf=0.950 gap=0.910
[2026-05-12 08:23:37]   [3160/3701] acc=100% filt=3152
[2026-05-12 08:23:40] #3161/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:23:47] #3162/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:23:53] #3163/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:24:08] #3164/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 08:24:13] #3165/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:24:16] #3166/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 08:24:22] #3167/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:24:27] #3168/03701 | true=sitting | pred=sitting | ✓ | ent=1.136 conf=0.600 gap=0.350
[2026-05-12 08:24:34] #3169/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:24:45] #3170/03701 | true=sitting | pred=sitting | ✓ | ent=0.515 conf=0.880 gap=0.810
[2026-05-12 08:25:14] #3171/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 08:25:30] #3172/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:25:50] #3173/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 08:25:56] #3174/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:26:09] #3175/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:26:17] #3176/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:26:24] #3177/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:26:39] #3178/03701 | true=sitting | pred=sitting | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 08:26:44] #3179/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:26:56] #3180/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:26:56]   [3180/3701] acc=100% filt=3172
[2026-05-12 08:27:00] #3181/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:27:06] #3182/03701 | true=sitting | pred=sitting | ✓ | ent=0.318 conf=0.941 gap=0.921
