[2026-05-11 11:04:44] #0001/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:11:07] #1427/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.035 | conf=0.720 | gap=0.600
[2026-05-12 01:11:39] #1428/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 01:12:02] #1429/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.690 | conf=0.820 | gap=0.740
[2026-05-12 01:13:18] #1430/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-12 01:13:53] #1431/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.232 | conf=0.650 | gap=0.550
[2026-05-12 01:14:08] #1432/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 01:14:49] #1433/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.599 | conf=0.850 | gap=0.750
[2026-05-12 01:15:25] #1434/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-12 01:16:17] #1435/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 01:16:50] #1436/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 01:17:22] #1437/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 01:18:18] #1438/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 01:18:50] #1439/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 01:19:47] #1441/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 01:20:20] #1442/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.898 | conf=0.600 | gap=0.300
[2026-05-12 01:20:55] #1443/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 01:21:41] #1444/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.390 | conf=0.920 | gap=0.880
[2026-05-12 01:22:59] #1445/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:23:49] #1446/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-12 01:24:55] #1447/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.096 | conf=0.650 | gap=0.530
[2026-05-12 01:25:43] #1448/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:27:39] #1450/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.582 | conf=0.880 | gap=0.860
[2026-05-12 01:29:12] #1451/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 01:30:06] #1452/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 01:30:25] #1453/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 01:32:10] #1454/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.886 | conf=0.650 | gap=0.450
[2026-05-12 01:32:40] #1455/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 01:32:54] #1456/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-12 01:33:26] #1457/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 01:34:14] #1458/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:34:39] #1459/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-12 01:36:46] #1460/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-12 01:37:44] #1461/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 01:38:53] #1462/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-12 01:40:48] #1464/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 01:41:50] #1465/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.400 | conf=0.550 | gap=0.350
[2026-05-12 01:42:35] #1466/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.975 | conf=0.550 | gap=0.250
[2026-05-12 01:43:09] #1467/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-12 01:43:59] #1468/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-12 01:44:31] #1469/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 01:45:07] #1470/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.347 | conf=0.550 | gap=0.400
[2026-05-12 01:45:25] #1471/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-12 01:45:57] #1472/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 01:46:54] #1473/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 01:47:40] #1474/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.717 | conf=0.800 | gap=0.720
[2026-05-12 01:49:51] #1477/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 01:50:42] #1478/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:51:18] #1479/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 01:51:39] #1480/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.622 | conf=0.850 | gap=0.800
[2026-05-12 01:51:56] #1481/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 01:52:35] #1482/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.682 | conf=0.830 | gap=0.780
[2026-05-12 01:54:04] #1483/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 01:54:48] #1484/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-12 01:55:19] #1485/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.420 | conf=0.900 | gap=0.840
[2026-05-12 01:56:05] #1486/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 01:56:40] #1487/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.086 | conf=0.650 | gap=0.500
[2026-05-12 01:57:39] #1488/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 01:58:21] #1489/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.348 | conf=0.930 | gap=0.910
[2026-05-12 01:59:43] #1490/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:00:25] #1492/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:01:00] #1493/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 02:01:38] #1494/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 02:03:20] #1495/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.117 | conf=0.650 | gap=0.530
[2026-05-12 02:05:46] #1496/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 02:07:10] #1497/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 02:08:16] #1498/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-12 02:09:00] #1499/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:09:34] #1500/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-12 02:10:09] #1501/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 02:10:41] #1502/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:11:29] #1503/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 02:12:23] #1504/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 02:12:51] #1505/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 02:13:28] #1506/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:14:21] #1507/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.826 | conf=0.737 | gap=0.579
[2026-05-12 02:14:51] #1508/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 02:15:10] #1509/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 02:16:04] #1510/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 02:16:31] #1511/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 02:17:45] #1513/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 02:18:02] #1514/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 02:18:42] #1515/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 02:19:22] #1516/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.635 | conf=0.850 | gap=0.800
[2026-05-12 02:20:33] #1517/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 02:21:23] #1518/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 02:22:18] #1519/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 02:23:10] #1520/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.842 | conf=0.800 | gap=0.750
[2026-05-12 02:23:48] #1521/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:24:40] #1522/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:25:14] #1523/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.905 | conf=0.780 | gap=0.730
[2026-05-12 02:25:43] #1524/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.251 | conf=0.958 | gap=0.951
[2026-05-12 02:26:00] #1525/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-12 02:26:52] #1526/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:27:58] #1527/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 02:28:42] #1528/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 02:29:15] #1529/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:29:54] #1530/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:30:28] #1531/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 02:31:11] #1532/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:32:30] #1533/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-12 02:33:36] #1534/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 02:34:23] #1535/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 02:35:13] #1536/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-12 02:35:43] #1537/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:36:31] #1538/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 02:36:56] #1539/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.943 | conf=0.684 | gap=0.526
[2026-05-12 02:37:30] #1540/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:37:45] #1541/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:38:35] #1542/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 02:38:53] #1543/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.540 | conf=0.880 | gap=0.840
[2026-05-12 02:39:27] #1544/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.783 | conf=0.780 | gap=0.680
[2026-05-12 02:40:01] #1545/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-12 02:40:33] #1546/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 02:41:24] #1547/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.688 | conf=0.850 | gap=0.800
[2026-05-12 02:41:52] #1548/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 02:42:59] #1549/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-12 02:43:26] #1550/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:44:04] #1551/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:44:34] #1552/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:44:49] #1553/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.645 | conf=0.820 | gap=0.740
[2026-05-12 02:46:13] #1554/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.708 | conf=0.737 | gap=0.526
[2026-05-12 02:47:40] #1555/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-12 02:49:14] #1556/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-12 02:49:51] #1557/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 02:50:31] #1558/02716 | true=Walk(11) | pred=Walk-backwards(12) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 02:51:01] #1559/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:51:59] #1560/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 02:52:37] #1561/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:52:56] #1562/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.928 | conf=0.720 | gap=0.600
[2026-05-12 02:54:05] #1563/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 02:54:55] #1564/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 02:55:27] #1565/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 02:55:44] #1566/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 02:56:02] #1567/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.128 | conf=0.650 | gap=0.500
[2026-05-12 02:56:19] #1568/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 02:57:06] #1569/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 02:57:24] #1570/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 02:58:02] #1571/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-12 02:58:34] #1572/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-12 02:59:43] #1573/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.701 | conf=0.820 | gap=0.750
[2026-05-12 03:00:55] #1574/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-12 03:01:33] #1575/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:02:52] #1577/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.223 | conf=0.650 | gap=0.520
[2026-05-12 03:03:26] #1578/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 03:03:57] #1579/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.450 | conf=0.880 | gap=0.820
[2026-05-12 03:05:22] #1581/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 03:06:13] #1582/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.043 | conf=0.700 | gap=0.600
[2026-05-12 03:06:45] #1583/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 03:06:58] #1584/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:08:11] #1585/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.568 | conf=0.880 | gap=0.840
[2026-05-12 03:08:28] #1586/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:09:46] #1587/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.076 | conf=0.700 | gap=0.570
[2026-05-12 03:10:26] #1588/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 03:11:26] #1589/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:13:18] #1591/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 03:13:44] #1592/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-12 03:14:50] #1593/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.936 | conf=0.700 | gap=0.520
[2026-05-12 03:15:28] #1594/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 03:16:00] #1595/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:16:51] #1596/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 03:18:20] #1598/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 03:20:13] #1600/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:20:28] #1601/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:21:07] #1602/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:21:24] #1603/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:22:20] #1604/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-12 03:22:52] #1605/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.332 | conf=0.941 | gap=0.931
[2026-05-12 03:23:42] #1606/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 03:24:09] #1607/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.526 | conf=0.850 | gap=0.770
[2026-05-12 03:24:32] #1608/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 03:26:08] #1610/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 03:27:01] #1611/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 03:28:23] #1612/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 03:28:42] #1613/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-12 03:29:57] #1615/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.468 | conf=0.900 | gap=0.850
[2026-05-12 03:30:35] #1616/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:32:44] #1618/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-12 03:33:02] #1619/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:34:30] #1620/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 03:35:08] #1621/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.002 | conf=0.720 | gap=0.620
[2026-05-12 03:35:49] #1622/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 03:38:06] #1624/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:39:44] #1626/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-12 03:40:29] #1627/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 03:41:04] #1628/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-12 03:42:01] #1629/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-12 03:42:29] #1630/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.106 | conf=0.600 | gap=0.450
[2026-05-12 03:43:04] #1631/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.732 | conf=0.820 | gap=0.740
[2026-05-12 03:43:38] #1632/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 03:44:58] #1633/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-12 03:45:13] #1634/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-12 03:45:45] #1635/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.043 | conf=0.700 | gap=0.600
[2026-05-12 03:47:07] #1636/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:47:58] #1637/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:49:36] #1638/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 03:50:47] #1639/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-12 03:51:24] #1640/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.154 | conf=0.650 | gap=0.550
[2026-05-12 03:52:33] #1641/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-12 03:53:10] #1642/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
