[2026-05-12 10:27:49] PAMAP2 class 2 (standing) start T=0.8
[2026-05-12 10:27:49]   1989 windows
[2026-05-12 10:28:04] #0001/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 16:12:56] #1142/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.682 conf=0.820 gap=0.720
[2026-05-12 16:13:09] #1143/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.233 conf=0.950 gap=0.925
[2026-05-12 16:13:21] #1144/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.975 conf=0.700 gap=0.550
[2026-05-12 16:13:34] #1145/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.604 conf=0.850 gap=0.780
[2026-05-12 16:13:48] #1146/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.257 conf=0.450 gap=0.100
[2026-05-12 16:14:00] #1147/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 16:14:25] #1148/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 16:14:29] #1149/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 16:14:45] #1150/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.887 conf=0.750 gap=0.650
[2026-05-12 16:14:50] #1151/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 16:15:02] #1152/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.825 conf=0.750 gap=0.600
[2026-05-12 16:15:25] #1153/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 16:15:38] #1154/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.734 conf=0.800 gap=0.700
[2026-05-12 16:16:06] #1155/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.032 conf=0.650 gap=0.450
[2026-05-12 16:16:20] #1156/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 16:16:32] #1157/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 16:16:54] #1158/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 16:17:04] #1159/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 16:17:27] #1160/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:17:27]   [1160/1989] acc=863/1160=74% filt=1118
[2026-05-12 16:17:48] #1161/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 16:18:08] #1162/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.379 conf=0.920 gap=0.890
[2026-05-12 16:18:37] #1163/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 16:18:49] #1164/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 16:18:59] #1165/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 16:19:26] #1166/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 16:19:36] #1167/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 16:20:11] #1168/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 16:20:21] #1169/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 16:20:35] #1170/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 16:20:59] #1171/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 16:21:13] #1172/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 16:21:25] #1173/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.010 conf=0.450 gap=0.050
[2026-05-12 16:21:34] #1174/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 16:21:45] #1175/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 16:21:58] #1176/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 16:22:23] #1177/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 16:22:35] #1178/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 16:22:43] #1179/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.731 conf=0.780 gap=0.630
[2026-05-12 16:22:54] #1180/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 16:22:54]   [1180/1989] acc=877/1180=74% filt=1137
[2026-05-12 16:23:08] #1181/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 16:23:20] #1182/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 16:23:40] #1183/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 16:23:48] #1184/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 16:23:57] #1185/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 16:24:20] #1186/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 16:24:33] #1187/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 16:24:45] #1188/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.490 conf=0.880 gap=0.830
[2026-05-12 16:24:56] #1189/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 16:25:29] #1190/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 16:25:40] #1191/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 16:25:55] #1192/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 16:26:18] #1193/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.849 conf=0.700 gap=0.470
[2026-05-12 16:26:29] #1194/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 16:26:42] #1195/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 16:26:52] #1196/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 16:27:04] #1197/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 16:27:26] #1198/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:27:36] #1199/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 16:27:53] #1200/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 16:27:53]   [1200/1989] acc=895/1200=75% filt=1157
[2026-05-12 16:28:15] #1201/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.021 conf=0.550 gap=0.200
[2026-05-12 16:28:32] #1202/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 16:28:52] #1203/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.780
[2026-05-12 16:29:06] #1204/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 16:29:29] #1205/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:29:43] #1206/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.975 conf=0.700 gap=0.550
[2026-05-12 16:30:12] #1207/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 16:30:39] #1208/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 16:30:51] #1209/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 16:31:05] #1210/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.722 conf=0.800 gap=0.680
[2026-05-12 16:31:16] #1211/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.604 conf=0.850 gap=0.780
[2026-05-12 16:31:27] #1212/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 16:31:39] #1213/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.780
[2026-05-12 16:31:55] #1214/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.743 conf=0.800 gap=0.700
[2026-05-12 16:31:58] #1215/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:32:12] #1216/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.102 conf=0.600 gap=0.350
[2026-05-12 16:32:28] #1217/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 16:32:45] #1218/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.332 conf=0.920 gap=0.870
[2026-05-12 16:32:54] #1219/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 16:33:21] #1220/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.384 conf=0.920 gap=0.890
[2026-05-12 16:33:21]   [1220/1989] acc=912/1220=75% filt=1177
[2026-05-12 16:33:36] #1221/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.627 conf=0.850 gap=0.800
[2026-05-12 16:33:47] #1222/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 16:33:57] #1223/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 16:34:06] #1224/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 16:34:32] #1225/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 16:34:43] #1226/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 16:34:58] #1227/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 16:35:11] #1228/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 16:35:23] #1229/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 16:35:37] #1230/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 16:35:48] #1231/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 16:36:00] #1232/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 16:36:09] #1233/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 16:36:21] #1234/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 16:36:36] #1235/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 16:37:05] #1236/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.598 conf=0.850 gap=0.780
[2026-05-12 16:37:14] #1237/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 16:37:27] #1238/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.825 conf=0.750 gap=0.600
[2026-05-12 16:37:38] #1239/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 16:37:47] #1240/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 16:37:47]   [1240/1989] acc=930/1240=75% filt=1197
[2026-05-12 16:38:00] #1241/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 16:38:19] #1242/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.571 conf=0.840 gap=0.720
[2026-05-12 16:38:31] #1243/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 16:38:40] #1244/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 16:38:56] #1245/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 16:39:13] #1246/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 16:39:28] #1247/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 16:39:48] #1248/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:39:51] #1249/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 16:40:12] #1250/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 16:40:37] #1251/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 16:41:00] #1252/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.647 conf=0.830 gap=0.730
[2026-05-12 16:41:05] #1253/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.205 conf=0.550 gap=0.300
[2026-05-12 16:41:16] #1254/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.713 conf=0.800 gap=0.680
[2026-05-12 16:41:29] #1255/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 16:41:59] #1256/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.731 conf=0.780 gap=0.630
[2026-05-12 16:42:13] #1257/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 16:42:38] #1258/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 16:42:55] #1259/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.571 conf=0.840 gap=0.720
[2026-05-12 16:43:08] #1260/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 16:43:08]   [1260/1989] acc=941/1260=75% filt=1217
[2026-05-12 16:43:19] #1261/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 16:43:30] #1262/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 16:43:44] #1263/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.143 conf=0.550 gap=0.300
[2026-05-12 16:43:52] #1264/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.781 conf=0.780 gap=0.660
[2026-05-12 16:44:03] #1265/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.444 conf=0.900 gap=0.860
[2026-05-12 16:44:24] #1266/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:44:38] #1267/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 16:44:53] #1268/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 16:45:02] #1269/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 16:45:05] #1270/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 16:45:31] #1271/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=0.799 conf=0.700 gap=0.450
[2026-05-12 16:45:38] #1272/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.825 conf=0.750 gap=0.600
[2026-05-12 16:45:57] #1273/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 16:46:13] #1274/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 16:46:25] #1275/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.697 conf=0.800 gap=0.670
[2026-05-12 16:46:44] #1276/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=1.140 conf=0.450 gap=0.050
[2026-05-12 16:46:53] #1277/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 16:47:06] #1278/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.120 conf=0.550 gap=0.250
[2026-05-12 16:47:29] #1279/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 16:47:44] #1280/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 16:47:44]   [1280/1989] acc=957/1280=75% filt=1236
[2026-05-12 16:47:55] #1281/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 16:48:15] #1282/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.728 conf=0.800 gap=0.690
[2026-05-12 16:48:24] #1283/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.790
[2026-05-12 16:48:38] #1284/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.018 conf=0.700 gap=0.600
[2026-05-12 16:49:00] #1285/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 16:49:13] #1286/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.490 conf=0.880 gap=0.830
[2026-05-12 16:49:24] #1287/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 16:49:35] #1288/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 16:49:56] #1289/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 16:50:10] #1290/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.224 conf=0.550 gap=0.330
[2026-05-12 16:50:55] #1291/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 16:51:08] #1292/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 16:51:24] #1293/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 16:51:32] #1294/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.659 conf=0.780 gap=0.600
[2026-05-12 16:51:41] #1295/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 16:51:52] #1296/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 16:52:16] #1297/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=1.277 conf=0.400 gap=0.050
[2026-05-12 16:52:23] #1298/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 16:52:45] #1299/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.109 conf=0.450 gap=0.030
[2026-05-12 16:53:12] #1300/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 16:53:12]   [1300/1989] acc=972/1300=75% filt=1254
[2026-05-12 16:53:34] #1301/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.175 conf=0.970 gap=0.960
[2026-05-12 16:53:41] #1302/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 16:53:50] #1303/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 16:54:18] #1304/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 16:54:41] #1305/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 16:54:59] #1306/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 16:55:20] #1307/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 16:55:40] #1308/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 16:55:52] #1309/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 16:56:03] #1310/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.490 conf=0.880 gap=0.830
[2026-05-12 16:56:17] #1311/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 16:56:30] #1312/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=1.158 conf=0.600 gap=0.400
[2026-05-12 16:56:44] #1313/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.217 conf=0.450 gap=0.150
[2026-05-12 16:56:57] #1314/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 16:57:21] #1315/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 16:57:36] #1316/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 16:57:47] #1317/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 16:57:57] #1318/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 16:58:09] #1319/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 16:58:19] #1320/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 16:58:19]   [1320/1989] acc=985/1320=75% filt=1273
[2026-05-12 16:58:29] #1321/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 16:58:40] #1322/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 16:58:51] #1323/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.329 conf=0.930 gap=0.900
[2026-05-12 16:59:01] #1324/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 16:59:36] #1325/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 16:59:56] #1326/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.604 conf=0.850 gap=0.780
[2026-05-12 17:00:07] #1327/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 17:00:18] #1328/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 17:00:27] #1329/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 17:00:38] #1330/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 17:00:50] #1331/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.579 conf=0.850 gap=0.780
